"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046486","glycerolipid metabolic process","236/8407","300/12185",0.000100763379316428,0.547749729964103,0.5459253824649,"PIK3CD/LYPLA2/FABP3/MFSD2A/PIK3R3/FAAH/PIGK/SLC44A3/CEPT1/ACP6/PI4KB/DPM3/PIGM/PIGC/PRDX6/ETNK2/PIK3C2B/LPGAT1/BPNT1/CAPN2/ITPKB/GNPAT/PIP4K2A/IPMK/SIRT1/PTEN/PLCE1/PI4K2A/GPAM/INPP5F/PTDSS2/PNPLA2/OSBPL5/PGAP2/FAR1/PIK3C2A/CAT/DGKZ/PTPMT1/DAGLA/PLCB3/KAT5/PITPNM1/CHKA/CPT1A/INPPL1/DGAT2/UVRAG/ATM/SORL1/PHB2/LPCAT3/ETNK1/DGKA/PIP4K2C/AVIL/OSBPL8/SOCS2/CHPT1/PTPN11/PITPNM2/SCARB1/MTMR6/DGKH/PIP4P1/ABHD4/PCK2/SOCS4/ATG14/PIGH/SEL1L/TTC7B/LPCAT4/PLCB2/ITPKA/PIGB/ABHD2/LMF1/PGP/ABCA3/SOCS1/GDE1/CLN3/CDIPT/CNEP1R1/LCAT/PLA2G15/INPP5K/PAFAH1B1/PITPNM3/CTDNEP1/PIGL/PEMT/DHRS7B/PIGS/PIGW/SOCS7/PIP4K2B/PGAP3/BECN1/DGKE/MTMR4/GDPD1/GALR2/SOCS3/PCYT2/LPIN2/MPPE1/IMPA2/ABHD3/PIK3C3/LIPG/SOCS6/PIP5K1C/PLIN5/PNPLA6/SLC44A2/LDLR/SLC27A1/PIK3R2/ITPKC/LIPE/APOE/PLA2G4C/NR1H2/MBOAT7/TMEM86B/SLC27A5/SH3YL1/LPIN1/EFR3B/HADHA/SELENOI/PLB1/PIGF/TTC7A/TMEM150A/INPP4A/INSIG2/DBI/SMPD4/INPP1/PIKFYVE/CPS1/PANK2/CDS2/GPCPD1/CRLS1/ABHD12/PIGU/PLCG1/LPIN3/FITM2/PIGT/DPM1/SYNJ1/SIK1/AGPAT3/HDHD5/PI4KA/PI4KAP2/MTMR3/INPP5J/PISD/PLA2G6/PDGFB/PNPLA3/CAV3/MTMR14/TAMM41/OSBPL10/PLCD1/ABHD5/SACM1L/GPX1/ABHD6/PLA1A/PIK3CB/GK5/PLSCR1/PLD1/TBL1XR1/DNAJC19/PCYT1A/PIGZ/PIGG/PI4K2B/CDS1/FGF2/INPP4B/FBXW7/ACSL1/PIK3R1/SLC30A5/SERINC5/SLC22A4/ABHD16A/IP6K3/SERINC1/SYNJ2/AGPAT4/DAGLB/DGKB/HYCC1/NAPEPLD/PNPLA8/CAV1/DGKI/AGK/MTMR9/MTMR7/LPL/DDHD2/GPAT4/BPNT2/FABP5/PIP4P2/PTDSS1/ENPP2/GPAA1/DGAT1/PIGO/SLC44A1/DPM2/INPP5E/AGPAT2/PIGA/PCYT1B/GK/RGN/DGKK/OCRL/MTM1/MTMR1/MECP2/TAFAZZIN",236
"GO:0045017","glycerolipid biosynthetic process","170/8407","214/12185",0.000377695710604595,0.768733271740234,0.766172911515236,"PIK3CD/FABP3/MFSD2A/PIK3R3/PIGK/SLC44A3/CEPT1/ACP6/PI4KB/DPM3/PIGM/PIGC/ETNK2/PIK3C2B/LPGAT1/BPNT1/CAPN2/ITPKB/GNPAT/PIP4K2A/SIRT1/PTEN/PLCE1/PI4K2A/GPAM/INPP5F/PTDSS2/PNPLA2/PGAP2/FAR1/PIK3C2A/DGKZ/PTPMT1/KAT5/PITPNM1/CHKA/INPPL1/DGAT2/UVRAG/ATM/LPCAT3/ETNK1/DGKA/PIP4K2C/AVIL/SOCS2/CHPT1/PITPNM2/SCARB1/MTMR6/DGKH/ABHD4/PCK2/SOCS4/ATG14/PIGH/TTC7B/LPCAT4/ITPKA/PIGB/SOCS1/CLN3/CDIPT/CNEP1R1/LCAT/PLA2G15/INPP5K/PITPNM3/CTDNEP1/PIGL/PEMT/DHRS7B/PIGS/PIGW/SOCS7/PIP4K2B/PGAP3/BECN1/DGKE/MTMR4/SOCS3/PCYT2/LPIN2/MPPE1/IMPA2/ABHD3/PIK3C3/SOCS6/PIP5K1C/PLIN5/SLC44A2/LDLR/SLC27A1/PIK3R2/ITPKC/PLA2G4C/NR1H2/MBOAT7/SH3YL1/LPIN1/EFR3B/SELENOI/PIGF/TTC7A/TMEM150A/INPP4A/INPP1/PIKFYVE/CDS2/CRLS1/PIGU/LPIN3/FITM2/PIGT/DPM1/SYNJ1/SIK1/AGPAT3/HDHD5/PI4KA/PI4KAP2/MTMR3/INPP5J/PISD/PLA2G6/PDGFB/PNPLA3/MTMR14/TAMM41/ABHD5/SACM1L/PIK3CB/PLSCR1/PLD1/PCYT1A/PIGZ/PIGG/PI4K2B/CDS1/FGF2/INPP4B/FBXW7/ACSL1/PIK3R1/SLC30A5/IP6K3/SYNJ2/AGPAT4/DGKB/HYCC1/MTMR7/GPAT4/BPNT2/FABP5/PTDSS1/GPAA1/DGAT1/PIGO/SLC44A1/DPM2/INPP5E/AGPAT2/PIGA/PCYT1B/GK/RGN/OCRL/MTM1/MTMR1/TAFAZZIN",170
"GO:0045943","positive regulation of transcription by RNA polymerase I","31/8407","33/12185",0.000579918256741335,0.768733271740234,0.766172911515236,"MTOR/HEATR1/ERCC6/DDX11/MARS1/ACTR6/PWP1/RASL11A/BNC1/MYBBP1A/DHX33/ERBB2/UBTF/NOL11/SIRT7/CARM1/SMARCA4/PIH1D1/WDR43/EIF2AK3/WDR75/SF3B1/NCL/SMARCB1/ATF4/SMARCA5/UTP15/DEK/BAZ1B/IPPK/PHF8",31
"GO:1902117","positive regulation of organelle assembly","65/8407","76/12185",0.000726918368306833,0.768733271740234,0.766172911515236,"CROCC/STIL/SH3GLB1/SNX7/SASS6/GPSM2/ELAPOR1/UBAP2L/PIP4K2A/CAPRIN1/ATG2A/NUMA1/CEP295/PIP4K2C/CNOT2/ULK1/IFT88/CENPJ/PAN3/DZIP1/MOAP1/DYNC1H1/BBS4/CCP110/CNOT1/ATMIN/IFT20/SPAG5/PIP4K2B/HAP1/BECN1/WIPI1/SEPTIN9/VPS4B/ARHGAP35/FUZ/NUP62/SDC1/CCDC88A/RALB/RAB3GAP1/SRC/SDC4/KCTD17/PDCD6IP/GSK3B/HTT/STX18/TAPT1/CEP135/G3BP2/CNOT6L/PLK4/CEP120/G3BP1/MAPK9/CNOT6/FSCN1/SDCBP/MAPK15/SNX30/LRSAM1/ENTR1/WDR45/MSN",65
"GO:0061912","selective autophagy","77/8407","92/12185",0.00097237599298334,0.768733271740234,0.766172911515236,"MFN2/VPS13D/PINK1/SESN2/SNX7/UFC1/OPTN/BAG3/ARFIP2/ATG13/ATG2A/ATM/TIGAR/PHB2/PEX5/RNF41/CRY1/USP30/HSPB8/ULK1/UFM1/RNF31/ATG14/SPTLC2/ATG2B/VPS13C/ULK3/TSC2/MAPK3/MAP1LC3B/SPATA33/WDR81/TP53/RETREG3/BECN1/CALCOCO2/GAA/RNF213/PIK3C3/CDC37/ATG4D/CALR/CERS1/TGFB1/AUP1/HTRA2/PJVK/RETREG2/ATG16L1/DDRGK1/VHL/TEX264/RAB7A/HTT/STBD1/WDFY3/LRBA/SLC25A4/RETREG1/RIMOC1/VDAC1/KLHL3/SQSTM1/UFL1/PRKN/WIPI2/NOD1/RB1CC1/PEX2/RIPK2/STK3/UBQLN1/SPTLC1/SNX30/LRSAM1/OGT/TAFAZZIN",77
"GO:0010876","lipid localization","235/8407","305/12185",0.000999840325968841,0.768733271740234,0.766172911515236,"CPTP/VPS13D/LDLRAP1/STX12/FABP3/ZC3H12A/MFSD2A/OSBPL9/CPT2/ABCD3/ATP8B2/NAXE/CRABP2/SOAT1/KDM5B/IKBKE/EPRS1/PIP4K2A/SIRT1/PSAP/PDZD8/PNPLA2/KCNQ1/OSBPL5/TMEM41B/ZDHHC5/EHD1/ATG2A/VPS51/PITPNM1/CHKA/GAL/CPT1A/TPCN2/STARD10/DGAT2/TSKU/FZD4/C2CD2L/ABCG4/LPCAT3/LRP6/APOLD1/SPX/KCNJ8/DENND5B/PLEKHA8P1/LIMA1/ESYT1/OSBPL8/BLTP3B/ANO4/CRY1/ACACB/GLTP/PTPN11/PITPNM2/SCARB1/ATP8A2/ABCC4/IRS2/ATP11A/LRP10/FITM1/SLC25A21/SGPP1/ZFYVE1/ABCD4/NPC2/BDKRB2/ATG2B/AKT1/THBS1/TNFAIP8L3/VPS13C/HEXA/STOML1/NMB/FURIN/SLCO3A1/NME4/ABCA3/LDAF1/CLN3/SPNS1/FTO/GOT2/LCAT/VPS4A/VPS53/PITPNA/SPNS2/GLTPD2/SLC25A11/PITPNM3/GPS2/PROCA1/ITGB3/OSBPL7/ABCC3/PCTP/VMP1/ACE/TEX2/PITPNC1/ABCA8/ABCA5/MAP2K6/C1QTNF1/RNF213/SLC25A10/NPC1/OSBPL1A/LIPG/ATP8B1/RELCH/VPS4B/ATP9B/SLC66A2/ATP8B3/PLIN5/ALKBH7/LDLR/SLC27A1/YJEFN3/AKT2/APOE/PLA2G4C/NR1H2/SLC27A5/LDAH/VPS54/AUP1/DBI/OSBPL6/GULP1/ABCA12/CDS2/FITM2/PLTP/SLC13A3/ATP9A/VAPB/OSBPL2/NRIP1/ABCG1/PITPNB/OSBP2/SELENOM/PISD/APOL2/SLC25A17/SREBF2/TSPO/PPARA/CPT1B/ARL8B/PPARG/OSBPL10/ABHD5/RFT1/PRKCD/TMF1/OSBPL11/SLCO2A1/ESYT3/RBP1/PLSCR4/PLSCR1/ATP11B/SLC51A/SCARB2/CDS1/PLA2G12A/EGF/BLTP1/SLC10A7/FBXW7/ACSL1/CLPTM1L/DAB2/PRKAA1/HEXB/CERT1/STARD4/SLC27A6/GDF9/SAR1B/SEC24A/GM2A/BMP6/EDN1/APOM/ABCC10/NUS1/ENPP1/PRKN/OSBPL3/PLEKHA8/EEPD1/STARD3NL/INHBA/CD36/CROT/ABCB4/ABCB1/FIS1/PNPLA8/CAV1/HILPDA/ESYT2/CLN8/XKR5/XKR6/LPL/NKX3-1/CLU/LYPLA1/FABP5/VPS13B/SQLE/DGAT1/VLDLR/TTC39B/PLIN2/ANXA1/PTCH1/ABCA1/SLC27A4/SURF4/ABCA2/APOO/ATP11C/ABCD1/SLC10A3",235
"GO:0046890","regulation of lipid biosynthetic process","101/8407","124/12185",0.0011947741667933,0.768733271740234,0.766172911515236,"H6PD/MTOR/WNT4/WDTC1/FABP3/MFSD2A/CCN1/DDX20/ATP1A1/SLC45A3/LPGAT1/PROX1/CAPN2/CCDC3/SIRT1/SAMD8/SORBS1/ERLIN1/SIRT3/DKK3/PRMT3/SF1/KAT5/ABCG4/LPCAT3/ORMDL2/AVIL/SCARB1/PIBF1/DCAF5/AKT1/KLHL25/IGF1R/MLST8/ABCA3/ARMC5/CNEP1R1/MBTPS1/ACADVL/CTDNEP1/ORMDL3/NR1D1/BRCA1/SPHK1/RPTOR/ASXL3/PLIN5/LDLR/SLC27A1/SIRT2/APOE/SPHK2/NR1H2/INSIG2/ORMDL1/CREB1/ACADL/TRIB3/EIF6/FITM2/SOD1/ABCG1/SIK1/SEC14L2/PLA2G6/PDGFB/SREBF2/TSPO/PPARA/KAT2B/SCAP/TREX1/PRKCD/ABHD6/CLCN2/REST/FBXW7/DAB2/PRKAA1/PDE8B/STARD4/EGR1/FGF1/NR3C1/CD74/FGFR4/BMP6/ADGRF5/ELOVL5/BMP5/GPER1/PDK4/SNAI2/RDH10/FABP5/ANXA1/ABCA2/MBTPS2/RGN/OGT/ABCD1",101
"GO:0006356","regulation of transcription by RNA polymerase I","41/8407","46/12185",0.00126451151600416,0.768733271740234,0.766172911515236,"MTOR/ZMPSTE24/DEDD/HEATR1/ERCC6/MACROH2A2/POLR2L/DDX11/BAZ2A/MARS1/ACTR6/PWP1/RASL11A/BNC1/MYBBP1A/DHX33/ERBB2/UBTF/NOL11/SIRT7/CARM1/SMARCA4/PIH1D1/WDR43/EIF2AK3/WDR75/SF3B1/NCL/SMARCB1/ATF4/SMARCA5/UTP15/MACROH2A1/PRR7/DEK/BAZ1B/POLR2K/MAF1/IPPK/PHF8/FLNA",41
"GO:0006644","phospholipid metabolic process","235/8407","306/12185",0.00137793679088431,0.768733271740234,0.766172911515236,"PIK3CD/DHDDS/FABP3/MFSD2A/PIK3R3/PLPP3/PIGK/SLC44A3/CEPT1/ACP6/PI4KB/DPM3/PIGM/PIGC/PRDX6/ETNK2/PIK3C2B/LPGAT1/BPNT1/CAPN2/ITPKB/GNPAT/IDI2/IDI1/PIP4K2A/SGMS1/IPMK/SAMD8/PTEN/PI4K2A/GPAM/INPP5F/PLPP4/PTDSS2/OSBPL5/PGAP2/FAR1/PIK3C2A/DGKZ/PTPMT1/FADS1/PLCB3/PITPNM1/CHKA/INPPL1/UVRAG/ATM/PHB2/LPCAT3/ETNK1/DGKA/PIP4K2C/OSBPL8/SOCS2/CHPT1/MVK/PITPNM2/SCARB1/MTMR6/DGKH/PIP4P1/ABHD4/FITM1/SOCS4/ATG14/SGPP1/PIGH/SPTLC2/TTC7B/LPCAT4/PLCB2/ITPKA/SERINC4/TNFAIP8L3/PIGB/PGP/ABCA3/SOCS1/GDE1/CLN3/CDIPT/LCAT/PLA2G15/SMPD3/MVD/INPP5K/PAFAH1B1/PITPNM3/PIGL/PEMT/DHRS7B/PIGS/PROCA1/PIGW/SOCS7/PIP4K2B/PGAP3/ORMDL3/BECN1/DGKE/MTMR4/GDPD1/ABCA8/GALR2/SOCS3/PCYT2/MPPE1/IMPA2/ABHD3/GATA6/PIK3C3/LIPG/SOCS6/GPX4/PIP5K1C/PNPLA6/SLC44A2/LDLR/PLPPR2/SLC27A1/PIK3R2/ISYNA1/ITPKC/PLA2G4C/SPHK2/NR1H2/MBOAT7/TMEM86B/SH3YL1/LPIN1/EFR3B/HADHA/SELENOI/PLB1/PIGF/TTC7A/TMEM150A/INPP4A/DBI/SMPD4/ORMDL1/INPP1/PIKFYVE/CDS2/GPCPD1/CRLS1/ABHD12/PIGU/PLCG1/FITM2/PIGT/DPM1/SYNJ1/AGPAT3/HDHD5/PI4KA/PI4KAP2/MTMR3/INPP5J/PISD/PLA2G6/PDGFB/PNPLA3/MTMR14/TAMM41/OSBPL10/PLCD1/ABHD5/SACM1L/PRKCD/ABHD6/PLA1A/PIK3CB/PLSCR1/PLD1/DNAJC19/PCYT1A/PIGZ/PIGG/PI4K2B/SRD5A3/CDS1/SGMS2/PLA2G12A/FGF2/INPP4B/HMGCS1/PIK3R1/SLC30A5/HEXB/SERINC5/ABHD16A/IP6K3/ADGRF5/SMPD2/NUS1/SERINC1/SYNJ2/AGPAT4/DGKB/HYCC1/NAPEPLD/PNPLA8/CLN8/MTMR9/FDFT1/MTMR7/LPL/PLPP5/GPAT4/BPNT2/FABP5/PIP4P2/PTDSS1/ENPP2/GPAA1/PLPP6/PLAA/PIGO/SPTLC1/SLC44A1/TMEM38B/DPM2/DOLK/DOLPP1/INPP5E/AGPAT2/ABCA2/PIGA/PCYT1B/OCRL/MTM1/MTMR1/MECP2/TAFAZZIN",235
"GO:0016236","macroautophagy","240/8407","313/12185",0.00143555615844886,0.768733271740234,0.766172911515236,"MTOR/MFN2/VPS13D/PINK1/EPHB2/STX12/SESN2/ATP6V0B/ATG4C/SH3GLB1/SNX7/ELAPOR1/SEC22B/LIX1L/SNAPIN/UFC1/QSOX1/PIK3C2B/YOD1/EXOC8/OPTN/STAM/PIP4K2A/WAC/MAPK8/SIRT1/VPS26A/TBC1D12/BAG3/ARFIP2/TMEM41B/TRAF6/ATG13/VPS37C/ATG2A/CAPN1/SNX32/RAB1B/TCIRG1/ATG16L2/UVRAG/SESN3/ATM/PAFAH1B2/FEZ1/EI24/VPS26B/TIGAR/PHB2/PEX5/ATG101/RNF41/PIP4K2C/CRY1/USP30/ATP2A2/MAP1LC3B2/HSPB8/VPS33A/ULK1/PGAM5/IFT88/UFM1/TRIM13/VPS36/RNF31/CHMP4A/SNX6/ATG14/ATP6V1D/VTI1B/ZFYVE1/PSEN1/SPTLC2/MOAP1/ATG2B/AKT1/PACS2/VPS39/NEDD4/VPS13C/ULK3/TSC2/ATP6V0C/CLN3/MAPK3/VPS35/ATP6V0D1/VPS4A/GABARAPL2/MAP1LC3B/SPATA33/WDR81/EMC6/PHF23/GABARAP/TP53/SMCR8/IFT20/POLDIP2/CDK5R1/PIP4K2B/ATP6V0A1/RETREG3/BECN1/PLEKHM1/CALCOCO2/SNF8/VMP1/ERN1/WIPI1/EXOC7/USP36/GAA/RNF213/CHMP6/HGS/CHMP1B/NPC1/PIK3C3/VPS4B/UBXN6/MCOLN1/CDC37/ATG4D/CALR/PRKACA/MVB12A/CERS1/SUPT5H/TGFB1/ATP6V1C2/FEZ2/ATP6V1E2/RAB1A/AUP1/HTRA2/VAMP8/RALB/RAB3GAP1/STAM2/PJVK/PIKFYVE/RETREG2/ATG16L1/NSFL1C/DDRGK1/CHMP4B/MAP1LC3A/TP53INP2/SRC/ATP6V1E1/SNAP29/MTMR3/HMOX1/HDAC10/ARL8B/MTMR14/VHL/TBC1D5/RAB5A/PDCD6IP/TEX264/CHMP2B/ATP6V1A/TMEM39A/RAB7A/RAB43/RUBCN/HTT/TBC1D14/KDR/EXOC1/STBD1/WDFY3/MFSD8/RAB33B/SCOC/LRBA/CASP3/SLC25A4/RETREG1/RIMOC1/ATG10/LIX1/ATG12/VDAC1/KLHL3/LARP1/SQSTM1/ATP6V1G2/EHMT2/ILRUN/RAB23/SNX14/MAP3K7/UFL1/SESN1/VTA1/EPM2A/PRKN/WIPI2/NOD1/VPS41/VPS37D/TECPR1/SMURF1/EXOC4/CDK5/RHEB/VPS37A/ATP6V1B2/RB1CC1/ATP6V1H/UBXN2B/PEX2/RIPK2/TP53INP1/STK3/TMEM74/VPS28/PLAA/CHMP5/UBQLN1/SPTLC1/SNX30/ATP6V1G1/LRSAM1/GPSM1/TBC1D25/PIM2/WDR45/UBQLN2/EFNB1/OGT/ATG4A/LAMP2/MTM1/TAFAZZIN/IKBKG",240
