"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007059","chromosome segregation","88/262","373/12185",3.88732907096653e-69,7.16046014872036e-66,5.98648676928846e-66,"CDCA8/CDC20/KIF2C/STIL/SASS6/GPSM2/PSRC1/NUF2/FIRRM/CENPL/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/MKI67/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/SKA3/CENPJ/DLGAP5/BUB1B/KNSTRN/KNL1/OIP5/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/BRCA1/KIF18B/BRIP1/BIRC5/NDC80/SKA1/SPC24/CENPO/NCAPH/BUB1/SPC25/SGO2/HJURP/TPX2/DSN1/FAM83D/MYBL2/UBE2C/AURKA/CENPM/FANCD2/SGO1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/CENPU/TRIP13/CENPK/CCNB1/CENPH/PTTG1/SPDL1/KIFC1/TTK/CENPW/NCAPG2/CDCA2/ESCO2/KIF4A/CENPI",88
"GO:0000280","nuclear division","80/262","350/12185",3.05146547536728e-61,2.81039970281327e-58,2.34962841603281e-58,"CDCA8/CDC20/KIF2C/RAD54L/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/CDCA5/CHEK1/RAD51AP1/NCAPD2/RACGAP1/ESPL1/KNTC1/BRCA2/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/PLK1/CDT1/FANCA/AURKB/SPAG5/TOP2A/KIF18B/EME1/BRIP1/BIRC5/NDC80/SPC24/UBE2S/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/AURKA/FANCD2/SGO1/SMC4/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/CDC25C/PTTG1/SPDL1/KIFC1/TTK/ANLN/FIGNL1/NCAPG2/CDCA2/RAD54B/KIF4A/CENPI",80
"GO:0048285","organelle fission","80/262","393/12185",5.33163777738687e-57,3.27362559531554e-54,2.73690739239193e-54,"CDCA8/CDC20/KIF2C/RAD54L/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/CDCA5/CHEK1/RAD51AP1/NCAPD2/RACGAP1/ESPL1/KNTC1/BRCA2/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/PLK1/CDT1/FANCA/AURKB/SPAG5/TOP2A/KIF18B/EME1/BRIP1/BIRC5/NDC80/SPC24/UBE2S/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/AURKA/FANCD2/SGO1/SMC4/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/CDC25C/PTTG1/SPDL1/KIFC1/TTK/ANLN/FIGNL1/NCAPG2/CDCA2/RAD54B/KIF4A/CENPI",80
"GO:0098813","nuclear chromosome segregation","68/262","268/12185",6.58576138075954e-55,3.03274311583977e-52,2.53551813159242e-52,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/BRIP1/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/TPX2/DSN1/FAM83D/MYBL2/UBE2C/AURKA/FANCD2/SGO1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/PTTG1/SPDL1/KIFC1/TTK/NCAPG2/KIF4A/CENPI",68
"GO:0140014","mitotic nuclear division","64/262","250/12185",7.98857936486186e-52,2.94299263801511e-49,2.46048244437745e-49,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/CDCA5/CHEK1/NCAPD2/RACGAP1/ESPL1/KNTC1/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PKMYT1/PLK1/CDT1/AURKB/SPAG5/KIF18B/BIRC5/NDC80/SPC24/UBE2S/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/AURKA/SMC4/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/CDC25C/SPDL1/KIFC1/TTK/ANLN/NCAPG2/CDCA2/KIF4A/CENPI",64
"GO:0044770","cell cycle phase transition","81/262","496/12185",7.25316060267558e-50,2.2267203050214e-47,1.86164455468673e-47,"E2F2/CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/IQGAP3/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/DNA2/RRM1/INCENP/CDCA5/H2AX/CHEK1/FOXM1/ESPL1/TIMELESS/KNTC1/POLE/CENPJ/BRCA2/CDKN3/DLGAP5/BUB1B/KNL1/RAD51/WDR76/CCNB2/RPS27L/TIPIN/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/UBE2S/RRM2/MSH2/BUB1/SPC25/E2F1/RBL1/FAM83D/UBE2C/AURKA/CDC45/GTSE1/FANCD2/TOPBP1/TACC3/CENPE/MAD2L1/CCNA2/TRIP13/CCNB1/CDC25C/SPDL1/CDKN1A/TTK/ANLN/DBF4/MELK",81
"GO:0000819","sister chromatid segregation","58/262","215/12185",2.87655191096767e-48,7.07207622917129e-46,5.91259359007806e-46,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/SPDL1/KIFC1/TTK/NCAPG2/KIF4A/CENPI",58
"GO:0000070","mitotic sister chromatid segregation","54/262","176/12185",3.07147718965094e-48,7.07207622917129e-46,5.91259359007806e-46,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PLK1/CDT1/AURKB/SPAG5/KIF18B/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/SMC4/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/SPDL1/KIFC1/TTK/NCAPG2/KIF4A/CENPI",54
"GO:1901987","regulation of cell cycle phase transition","70/262","388/12185",1.0068099338214e-45,2.06060433122114e-43,1.72276366453885e-43,"CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/DNA2/RRM1/INCENP/CDCA5/H2AX/CHEK1/ESPL1/TIMELESS/KNTC1/CENPJ/BRCA2/DLGAP5/BUB1B/KNL1/RAD51/WDR76/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/RRM2/MSH2/BUB1/SPC25/E2F1/RBL1/FAM83D/UBE2C/AURKA/CDC45/GTSE1/FANCD2/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/CDKN1A/TTK/ANLN/DBF4",70
"GO:0006260","DNA replication","58/262","260/12185",4.06530658359737e-43,7.48829472698635e-41,6.26057213873994e-41,"NASP/ORC1/CDC7/DTL/MCM10/CDK1/DNA2/RRM1/FAM111B/POLA2/POLD3/CHEK1/DDX11/TIMELESS/PRIM1/RFC5/POLE/BRCA2/RFC3/POLE2/WDHD1/RAD51/PCLAF/PIF1/TIPIN/TICRR/BLM/CHTF18/RMI2/GINS2/CDT1/CDC6/BRCA1/EME1/TK1/RBBP8/CHAF1A/RRM2/MCM6/GINS1/CHAF1B/CDC45/MCM5/TRAIP/POLQ/MCM2/TOPBP1/RFC4/CCNA2/GMNN/MCM3/MMS22L/RFC2/DBF4/MCM7/ESCO2/MCM4/DSCC1",58
"GO:0000075","cell cycle checkpoint signaling","50/262","185/12185",1.51248422433886e-41,2.53272358293835e-39,2.11747791407441e-39,"CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/TIMELESS/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/E2F1/CDC45/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK",50
