"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007059","chromosome segregation","81/198","373/12185",1.25487170373375e-71,1.61878449781654e-68,1.23241610482483e-68,"CDCA8/CDC20/KIF2C/STIL/GPSM2/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/MKI67/KIF18A/INCENP/NCAPD2/RACGAP1/ESPL1/SKA3/DLGAP5/BUB1B/KNL1/OIP5/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/NDE1/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/BRIP1/BIRC5/NDC80/SKA1/SPC24/CENPO/NCAPH/BUB1/SPC25/SGO2/HJURP/TPX2/DSN1/FAM83D/MYBL2/UBE2C/AURKA/CHEK2/CENPM/FANCD2/SGO1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/CENPU/TRIP13/CENPK/CCNB1/CENPH/PTTG1/KIFC1/TTK/CENPW/NCAPG2/CDCA2/ESCO2/KIF4A/CENPI",81
"GO:0000280","nuclear division","73/198","350/12185",1.44503729189473e-62,9.32049053272099e-60,7.09589364914621e-60,"CDCA8/CDC20/KIF2C/RAD54L/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/RAD51AP1/NCAPD2/RACGAP1/ESPL1/BRCA2/BORA/DLGAP5/BUB1B/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/CDT1/AURKB/SPAG5/TOP2A/KIF18B/BRIP1/BIRC5/NDC80/SPC24/UBE2S/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/AURKA/CHEK2/FANCD2/SGO1/SMC4/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/CDC25C/PTTG1/KIFC1/TTK/ANLN/NCAPG2/CDCA2/KIF4A/CENPI",73
"GO:0098813","nuclear chromosome segregation","65/198","268/12185",7.72217915581212e-60,3.32053703699921e-57,2.52799759732376e-57,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/NCAPD2/RACGAP1/ESPL1/DLGAP5/BUB1B/KNL1/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/BRIP1/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/TPX2/DSN1/FAM83D/MYBL2/UBE2C/AURKA/CHEK2/FANCD2/SGO1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/PTTG1/KIFC1/TTK/NCAPG2/KIF4A/CENPI",65
"GO:0048285","organelle fission","73/198","393/12185",1.12024975887322e-58,3.61280547236615e-56,2.75050796060189e-56,"CDCA8/CDC20/KIF2C/RAD54L/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/RAD51AP1/NCAPD2/RACGAP1/ESPL1/BRCA2/BORA/DLGAP5/BUB1B/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/CDT1/AURKB/SPAG5/TOP2A/KIF18B/BRIP1/BIRC5/NDC80/SPC24/UBE2S/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/AURKA/CHEK2/FANCD2/SGO1/SMC4/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/CDC25C/PTTG1/KIFC1/TTK/ANLN/NCAPG2/CDCA2/KIF4A/CENPI",73
"GO:0140014","mitotic nuclear division","61/198","250/12185",3.97490894299287e-56,1.02552650729216e-53,7.80755798697337e-54,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/NCAPD2/RACGAP1/ESPL1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/CDT1/AURKB/SPAG5/KIF18B/BIRC5/NDC80/SPC24/UBE2S/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/AURKA/CHEK2/SMC4/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/CDC25C/KIFC1/TTK/ANLN/NCAPG2/CDCA2/KIF4A/CENPI",61
"GO:0000819","sister chromatid segregation","55/198","215/12185",1.31423181794638e-51,2.82559840858472e-49,2.15118997569118e-49,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/NCAPD2/RACGAP1/ESPL1/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/RMI2/PLK1/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/CHEK2/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/KIFC1/TTK/NCAPG2/KIF4A/CENPI",55
"GO:0000070","mitotic sister chromatid segregation","51/198","176/12185",8.07412520745428e-51,1.487945931088e-48,1.13280583737667e-48,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/NCAPD2/RACGAP1/ESPL1/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PLK1/CDT1/AURKB/SPAG5/KIF18B/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/TPX2/DSN1/MYBL2/UBE2C/CHEK2/SMC4/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/KIFC1/TTK/NCAPG2/KIF4A/CENPI",51
"GO:0044770","cell cycle phase transition","61/198","496/12185",2.11408274089113e-37,3.40895841968694e-35,2.59531473322556e-35,"E2F2/CLSPN/CDCA8/CDC20/STIL/ORC1/CDC7/IQGAP3/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/H2AX/FOXM1/ESPL1/TIMELESS/BRCA2/CDKN3/DLGAP5/BUB1B/KNL1/RAD51/WDR76/CCNB2/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRIP1/BIRC5/NDC80/SPC24/UBE2S/RRM2/BUB1/SPC25/FAM83D/UBE2C/AURKA/CDC45/CHEK2/GTSE1/FANCD2/TACC3/CENPE/MAD2L1/CCNA2/TRIP13/CCNB1/CDC25C/TTK/ANLN/MELK",61
"GO:0006260","DNA replication","47/198","260/12185",2.45460693498435e-36,3.51826994014424e-34,2.67853598870222e-34,"NASP/ORC1/CDC7/DTL/MCM10/CDK1/RRM1/FAM111B/POLA2/POLD3/TIMELESS/PRIM1/RFC5/BRCA2/RFC3/POLE2/WDHD1/RAD51/PCLAF/PIF1/TICRR/BLM/RMI2/GINS2/CDT1/CDC6/TK1/CHAF1A/RNASEH2A/RRM2/MCM6/GINS1/CHAF1B/CDC45/MCM5/TRAIP/POLQ/MCM2/RFC4/CCNA2/GMNN/MCM3/MMS22L/RFC2/ESCO2/MCM4/DSCC1",47
"GO:0051983","regulation of chromosome segregation","36/198","122/12185",4.9028996235007e-36,6.3247405143159e-34,4.8151635249749e-34,"CDCA8/CDC20/KIF2C/NUF2/CENPF/ZWINT/CDK1/MKI67/INCENP/NCAPD2/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/RMI2/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CCNB1/TTK/NCAPG2/CDCA2",36
