"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0061564","axon development","388/11824","388/12185",7.05972179056185e-06,0.0244124246400645,0.0241940260462124,"1855/1889/2048/11313/3925/23499/1907/374969/23334/5792/4898/1600/85440/23032/91624/23566/8543/22911/57463/9860/10100/4803/4853/29956/10500/6277/1945/1944/1942/80128/64218/1382/57549/23057/23271/23114/5362/79805/55740/6905/4548/5588/3799/3688/8829/56288/6387/5592/288/1959/84665/26128/219699/5532/7414/5728/118813/55118/57715/57698/22876/2263/9024/322/1982/627/4038/2011/11041/2017/2348/4135/25987/5058/8301/53942/4684/1813/8882/7070/5818/9638/334/113246/1272/144165/57609/3798/115557/23011/23390/10154/79600/5781/8408/51761/6049/9201/23111/23077/5457/26050/8428/1948/55701/51062/51199/26037/5663/8650/9369/23768/123016/9252/64919/3320/23191/4692/4130/80208/80031/5604/4756/8482/25942/10509/56963/3480/79006/23162/4917/57465/9344/6477/4313/1009/25894/999/9798/10381/8578/146760/5048/1949/81565/9423/51393/3996/9706/8851/3975/2064/1267/8506/8153/2896/4137/7473/4804/9241/10458/71/5881/5797/10939/1000/9331/494470/4089/596/6794/1943/5605/10501/5802/1785/4854/4218/55201/5864/6324/333/57731/9253/1954/348/7408/2909/84446/6868/23369/2281/10890/56896/6683/9637/6654/9378/57142/10678/10505/54910/150465/2736/728378/653269/653781/445582/3800/4929/1123/3676/659/65059/8828/8609/1385/4133/2335/2043/10494/6616/23767/9334/84612/23394/655/1002/54915/140578/4685/351/7074/104/65078/83999/4744/706/23654/27255/152330/7476/7155/2803/22906/10675/5364/3913/1605/6405/7869/11344/56920/7474/6092/6091/2042/6152/214/91653/2596/2932/54437/8997/5361/23129/6259/6498/2049/9175/200933/5062/9353/7345/2044/22902/56978/6696/8633/84709/1909/23022/836/153478/9037/7204/2668/133418/3670/345651/4131/2297/64283/1719/1946/91137/9315/57556/51265/9499/2676/1495/56134/26999/6586/347733/1906/9856/10211/780/8831/5754/6722/7422/3326/27242/2045/2534/3908/10090/26230/60/5879/2115/729920/2737/107/23242/26053/3984/10512/9723/10371/223117/57154/5649/4897/3475/5803/6608/91584/5764/673/2051/3792/1020/4747/7976/23303/137970/2131/5747/3717/4781/203228/4882/4915/10507/5727/9314/3371/22954/64855/6812/25/10439/4851/29882/8636/3730/2824/6792/7504/8239/10013/4983/1947/54413/10479/2258/4168/139065/5365/3897/393/2316/2664/55558",388,"BP"
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","468/11824","469/12185",8.98176035322462e-06,0.0244124246400645,0.0241940260462124,"388581/5590/54206/5293/1969/54361/2048/3925/10256/2537/7075/8503/3716/54741/8412/2152/6272/1435/9860/4803/27246/10628/405/6464/51043/1945/1944/1942/4921/9019/51094/25778/64710/9261/183/5588/5305/10006/57608/8829/84159/23411/1979/8879/54541/10718/79812/143282/3416/51196/10580/118813/8036/84632/2674/2263/59338/5791/3265/1509/3481/5286/7251/8048/627/90993/5795/7423/5526/5970/9158/5936/3636/10825/5058/9846/8322/143686/9702/80310/8065/23235/23705/867/6653/84959/4908/9052/9847/144165/23371/3489/3678/967/2065/6778/4035/79837/10818/114882/23390/1634/8835/10019/5781/5829/9026/2254/387914/2321/2308/10253/1948/8660/1282/1284/8874/10278/4776/5587/58533/6655/122809/3091/91612/26037/5228/23768/5641/624/207/23191/4692/7057/4058/7301/64397/399694/2252/4734/4643/8483/5604/5607/27020/1464/145957/1136/9640/4916/8826/3480/64285/10273/7249/5170/8651/5579/25970/9961/5595/4313/55715/65009/8717/55512/1001/9564/1012/2303/1398/4641/51763/6517/1949/81565/93649/6720/22905/90410/7448/28964/8851/8396/2064/2886/3487/9001/6777/6776/6774/84313/1845/3690/4804/5164/1277/252983/9241/6198/6909/6662/9368/2885/79651/9021/79643/10458/9146/7525/5771/6760/64762/147372/220164/25759/55658/1943/5605/9361/4902/3643/7297/93343/3718/5296/9518/208/92799/558/7040/2931/199731/5329/2068/10849/2067/25865/4909/80199/84335/23636/11117/51232/6654/23433/9655/11037/57142/55704/2202/7039/84058/1796/9451/8440/10461/5899/26469/55777/2888/1123/8828/2066/3485/3488/9125/130617/2043/3667/1285/55022/4691/26058/8527/2817/5786/650/23236/23767/55614/27131/140710/6714/5335/57727/55959/5770/55816/84619/140700/7074/1399/5594/5155/5894/131405/64651/1499/6599/2771/7867/1795/5580/7474/26060/5793/6091/2042/868/2932/8997/7879/66000/6259/4690/5291/25976/5290/2049/200958/5062/53834/2261/57732/3516/5156/3815/3791/2044/9508/255324/374/2250/6622/1950/2247/10252/2549/64399/56034/9693/7424/836/10016/81792/5562/2690/2255/3672/133396/55914/5295/64283/5921/1946/2241/1176/57556/4015/819/1839/81848/2246/154/79628/5159/3340/26999/8817/2264/10636/79930/2296/4739/2822/780/7148/23294/1432/10817/7422/222584/653/55023/2045/8936/2534/116150/5167/1490/54806/3482/28514/56975/5154/2852/5879/9678/5898/3486/2887/1956/27342/3092/3315/5782/5166/64599/2050/10603/858/4233/673/2051/5919/640/5157/23516/4824/2185/23484/3084/25960/2260/5327/4067/23213/8895/284/2131/401474/9788/5747/11156/23189/3717/7010/57462/4882/7763/80318/4915/53358/4920/8013/5774/79987/1317/51552/153090/89853/29988/64855/10999/25/2889/23064/7410/9185/367/1947/4303/8473/1288/1287/8862/10251",468,"BP"
"GO:0006397","mRNA processing","441/11824","442/12185",1.97177695837892e-05,0.0265487221462496,0.0263112117935993,"29101/984/728642/23435/23028/10236/10772/10250/25949/57035/5511/6429/9410/10657/6421/9967/84967/79753/10946/10450/10465/4904/84950/4116/9295/9406/494115/284695/58155/55599/55119/10768/64783/79084/11218/10286/8458/9939/10262/9129/23248/79005/103/22889/9588/148756/6041/1660/116461/79577/6635/163859/3192/84991/22944/10659/8559/55149/3185/23283/3189/11319/118924/55280/10285/282996/142940/10078/4928/1479/10658/10978/27339/79869/64852/7536/9092/10992/10432/5936/83759/1207/51585/51503/10929/143884/10179/84811/8882/338657/3312/84881/28960/55110/51202/51729/11171/85437/83448/9169/9416/25766/3178/9924/11052/6636/9733/9904/8683/55596/51329/11066/6433/80324/10284/255967/11193/23091/144983/64062/10150/3183/57680/56339/55147/10419/22985/8106/4857/8487/5411/55015/3958/677/6430/58517/22938/79882/55051/53981/10914/6638/9716/27079/55192/4236/123169/79811/60677/64506/83640/6627/79622/55692/10921/23524/79228/54715/5930/10421/64282/11051/8996/80004/54496/23450/55783/54957/9785/50628/10594/79066/55421/708/9513/54890/6830/84081/91603/54883/51755/22794/1659/9343/51747/8161/6426/2081/1655/79637/283989/23210/6427/9775/10189/9984/8731/6632/55197/56853/10907/5725/1153/26528/8175/51690/60680/58509/51341/55702/9667/6294/56931/8570/56949/4670/59286/84292/81576/5566/10212/26993/25804/10147/57794/55094/79171/199746/333/3191/54623/6626/11129/79760/6633/8189/6625/58506/25888/26121/79042/11338/51692/1653/51639/92906/6432/79833/9419/87178/64895/11017/7072/6637/6936/10713/23020/55677/55339/5433/55660/9541/220988/57703/23451/53938/580/4691/6628/60493/6629/51340/22803/22913/9584/25980/56259/58490/60625/6431/1477/55544/24148/351/94104/6651/1859/7307/23076/104/8220/421/27037/23759/6634/24144/8563/55954/10291/23543/10521/84844/27254/4809/285367/80746/27258/7375/10180/10181/29890/57060/201626/80145/151987/57461/51163/4154/170506/51319/8087/6434/22916/7884/10891/1665/81608/5978/91746/2926/246175/51574/57721/11157/90826/5356/2483/11044/23517/285672/10283/23398/140890/6607/6606/79810/167153/83989/9879/10949/3550/153527/54439/10915/55696/25929/134353/10569/4869/84321/51428/3187/8899/154007/221662/8449/57819/6631/6732/6428/51645/23070/10930/25862/988/10492/8732/135295/51362/83443/22828/9589/9444/29896/3181/23658/8621/9238/84060/8896/10898/255374/51593/79706/6733/54517/51691/55131/51631/57805/27257/96764/25962/54845/26986/10656/23144/22827/3297/29894/55234/3190/22927/4686/9991/9128/1025/26995/51759/23064/8227/54960/8233/8241/5935/10084/27238/550643/4841/1478/55285/7737/57187/51634/55796/27336/27316/2332/2334/26576/9130",441,"BP"
"GO:0003013","circulatory system process","439/11824","440/12185",2.08961303731173e-05,0.0265487221462496,0.0263112117935993,"6339/388591/56998/2475/57085/4878/4879/27129/1889/998/3352/6548/80149/84879/10269/1907/79717/6513/6536/2166/1573/3953/5142/51086/23576/2730/2946/388662/3752/6566/845/476/2702/477/9722/5999/481/2153/5997/7139/7135/134/493/7042/183/6262/1131/10659/783/6387/196740/5592/29119/6865/8509/3778/59/387700/3363/143282/26509/30819/9446/120/150/153/10539/3784/133/5286/8048/89797/6506/2132/4607/5795/710/7423/5331/3177/156/4041/5029/5547/50507/143872/10413/1813/6330/6327/55800/2313/3762/6540/65125/775/3741/2784/6515/4973/5139/80763/3764/10060/10059/5318/114134/81539/54407/112/9498/4035/9194/27345/490/59341/488/4633/6910/5025/6445/6541/10631/1910/10257/2621/23428/4624/4625/10979/2643/6547/801/624/3320/7082/70/7168/4088/10391/585/10021/11214/28232/7026/4205/8912/18/2013/4363/487/91807/79191/4313/583/1874/2303/8140/7531/7442/5023/489/6517/482/29098/136/6720/5606/3768/6532/40/91608/8557/7067/125111/3728/10266/65266/10052/4635/8913/8714/59342/6909/1636/10672/5608/3759/9368/2548/7525/84034/6093/2627/1824/1829/4092/23327/2767/6915/3643/5566/10365/79041/376497/4037/6324/5348/9424/57731/7040/478/2931/348/10848/1760/808/6510/2909/3270/54795/7137/3398/9270/9475/2281/11117/8884/7349/30845/6546/2034/805/51130/6509/27302/57835/11138/274/7852/9839/3760/27347/4036/7273/6772/7341/659/1373/1674/6508/23704/1285/8864/146/8195/27131/57419/6640/6714/100/64849/81031/1522/4987/102724560/1525/6647/6526/3753/875/6573/613/6523/5155/1727/5465/859/5021/491/6529/3269/5468/6533/80852/8850/7068/23171/6331/54716/4634/11277/2876/387/10991/2771/7134/776/64091/6565/57493/7220/25937/5028/5290/10057/2257/7037/1739/152/9353/6649/10396/10699/84525/8671/9429/5910/128/2028/287/817/8654/1909/2982/2983/4886/7424/4883/6507/9631/3670/3672/5144/100506658/2149/2150/153396/51752/64167/4012/3781/6558/6584/4090/1839/154/6444/147/3779/1482/1812/3274/2296/1832/654/1906/8870/177/2740/7422/2030/2729/3351/9096/11149/9474/2534/5350/2697/10345/23493/6446/9590/6648/6581/6196/28514/2852/2768/222962/4852/57057/58498/948/781/5243/6717/10142/1278/8985/10467/83943/9732/857/3751/1129/3792/3757/4846/2626/6542/6781/80005/55636/2171/83988/284/2131/157378/11156/5339/6505/340481/6456/7010/4882/9414/5125/23446/55151/79987/2934/5742/10999/25/20/59272/1756/10159/367/6567/27035/8862/2258/5973/4204/2316/6901",439,"BP"
"GO:0007409","axonogenesis","348/11824","348/12185",2.44193544391553e-05,0.0265487221462496,0.0263112117935993,"1855/1889/2048/11313/3925/23499/1907/23334/4898/1600/85440/23032/91624/23566/8543/22911/57463/4803/4853/10500/6277/1945/1944/1942/80128/64218/1382/57549/23114/5362/55740/6905/5588/3799/3688/8829/56288/6387/5592/288/1959/84665/26128/219699/5532/7414/5728/118813/57715/57698/2263/9024/322/1982/627/4038/2011/11041/2017/4135/25987/5058/8301/53942/4684/1813/7070/5818/9638/334/113246/1272/144165/57609/3798/115557/23011/23390/10154/79600/5781/8408/51761/6049/9201/23111/23077/5457/26050/1948/55701/51062/51199/26037/5663/8650/9369/23768/123016/9252/64919/3320/23191/4692/4130/80208/80031/5604/4756/8482/25942/10509/56963/3480/79006/4917/9344/6477/1009/25894/999/9798/10381/5048/1949/81565/9423/51393/3996/9706/8851/3975/2064/1267/8506/8153/4137/7473/4804/9241/10458/71/5881/5797/10939/1000/9331/494470/4089/596/6794/1943/5605/10501/5802/1785/4854/4218/55201/5864/6324/333/57731/9253/1954/348/7408/2909/84446/6868/10890/56896/6683/9637/6654/9378/57142/10678/10505/54910/150465/2736/728378/653269/653781/445582/3800/4929/1123/3676/659/65059/8828/8609/1385/4133/2335/2043/10494/6616/23767/9334/84612/23394/655/1002/54915/140578/351/7074/104/65078/4744/23654/27255/152330/7476/7155/2803/22906/5364/3913/1605/6405/7869/11344/56920/7474/6092/6091/2042/6152/214/91653/2596/2932/54437/8997/5361/23129/6259/6498/2049/9175/200933/5062/9353/7345/2044/22902/56978/6696/8633/1909/23022/153478/9037/7204/2668/133418/3670/345651/4131/2297/64283/1946/91137/57556/51265/9499/2676/56134/26999/6586/347733/1906/9856/10211/8831/5754/6722/7422/3326/2045/2534/3908/10090/26230/60/5879/2115/729920/2737/107/23242/26053/3984/10512/9723/10371/223117/57154/5649/4897/3475/5803/6608/91584/673/2051/3792/1020/4747/7976/23303/137970/2131/5747/4781/203228/4882/4915/10507/5727/64855/6812/25/10439/4851/29882/8636/3730/6792/7504/8239/10013/4983/1947/54413/10479/2258/4168/139065/5365/3897/393/2664/55558",348,"BP"
"GO:0055082","intracellular chemical homeostasis","484/11824","486/12185",4.4947775307167e-05,0.0407226844282933,0.0403583708810668,"388581/6339/65220/23400/54896/25932/57190/7780/6548/23038/2827/5538/1907/533/5563/55283/55144/2730/391059/148867/6814/284612/2946/845/476/653519/148738/51463/51027/9900/23557/477/844/54499/8804/25874/481/9213/779/252839/134/493/100381270/64710/254428/7779/28982/375/54583/6262/783/6387/8031/2658/23411/80201/3098/10367/90550/5532/3778/27069/159371/51196/56652/9446/150/55088/118987/22841/10539/664/9024/3784/6786/8048/91252/5007/220002/2495/5331/572/10524/5936/2950/10312/4041/219931/5029/7351/84649/282679/8301/50507/1813/51092/9854/7070/84959/65125/775/5777/3709/7009/4891/9498/29095/506/1649/490/7184/23479/59341/488/53373/80024/65082/23545/221154/7223/2308/144811/7178/540/1203/84899/7174/8660/55647/2621/22821/51310/5106/5587/9472/30001/3091/51382/55334/6547/5663/801/51218/122416/23241/7337/6263/9990/5330/55177/11261/825/567/23312/9187/4756/27020/5371/25942/3658/57214/3480/64428/8938/527/5170/4682/368/5579/1201/487/83985/552900/5595/654483/6810/4502/4493/4501/9709/6376/8996/6553/9114/794/5336/57338/1535/7531/5176/7442/5023/489/2811/440400/482/6341/147007/113235/94103/9572/9001/535/4669/65266/2896/3690/4804/1353/252983/9256/1534/1636/57003/2081/3759/9368/147138/3607/10939/25800/4089/596/7776/79085/57192/9230/3383/6597/811/5566/10523/79041/9002/5296/57130/83636/478/348/1760/808/581/2512/3270/54795/55011/7137/7447/2281/130733/6546/63892/5581/57217/805/57142/51542/26056/388962/57835/3099/10989/26504/6549/205251/84317/27347/79901/30061/94101/2744/57181/79568/8609/26154/10058/5798/6508/666/2280/83959/5621/23236/5332/57419/9777/7052/5335/57158/128486/57468/23315/23394/9217/54923/351/7074/6647/5594/6598/7494/3162/79734/8398/468/91689/415116/9997/3708/859/84522/491/5894/9497/5333/5745/65010/2876/10991/58515/7474/26059/2850/523/26137/111/28999/7879/27032/7018/5291/483/7220/285195/51714/5028/6514/5290/6434/79572/7037/84286/3954/3064/7466/26234/10891/10568/57620/10463/55858/2044/8671/5311/6622/5910/5530/64116/133308/56898/55013/287/817/7222/2247/23657/84068/1909/1182/6550/10723/51151/6507/5562/23530/5144/91942/5295/64924/3074/2149/8622/8546/1946/1657/6558/1729/80762/309/475/2890/8992/662/8614/1812/10399/654/1906/63933/6659/2822/3077/177/7922/578/3710/6722/2030/9481/2729/3351/25998/2898/9474/5350/10345/5167/6648/90639/2852/221937/54664/358/2645/435/154881/8326/6717/261729/51024/858/857/9296/3792/155066/6522/2626/286097/526/23516/6781/2185/51606/4067/55636/56704/760/793/169200/56943/4609/114/2907/55630/6505/48/30968/10497/2395/55151/1318/1317/9550/56262/25/20/94107/57393/5165/1756/7504/10159/84679/9104/5127/28952/22/538/27035/10479/10134/2316/537/65991",484,"BP"
"GO:0060627","regulation of vesicle-mediated transport","397/11824","398/12185",7.02189784079109e-05,0.0489508053505619,0.0485128813338322,"1855/6248/79363/23400/998/26119/5538/9783/5865/9829/84251/6814/5906/2209/6281/23557/5872/23208/8674/27/127833/8934/375/5867/88/163882/57118/8027/8829/83849/22943/55680/5532/84896/150/404636/22876/51272/977/6609/143425/7275/7251/57586/392/29763/10062/5795/9066/10938/91683/338692/219931/10825/408/9846/8301/8898/23086/5962/1813/335/55823/867/6653/57102/4908/9847/636/196527/25875/9498/160622/967/5869/4035/5908/23011/6857/55681/55198/88455/488/6311/9026/949/9882/1948/3916/2621/84932/29091/5587/23256/382/3958/9495/376267/55333/5663/8650/85439/79890/26175/26585/90416/57617/30844/567/5873/302/51762/8766/5604/1445/192683/257364/6457/2242/9727/8938/7249/25837/5170/7874/51760/29904/5579/3566/1201/112476/8448/5595/1731/112755/6810/65009/55512/27183/55697/164/5336/1012/54550/8720/1535/9501/5023/51479/246/409/5338/9098/1742/6844/9912/136/140775/7448/9094/399687/28964/124930/8851/6347/84961/9001/4905/3690/11267/5414/201294/8877/71/9146/396/201475/11031/6093/57534/5874/23327/9525/1265/10347/255057/5605/3643/6813/9230/9545/811/4218/5864/84079/25999/208/558/2901/348/1175/30846/56848/160/7376/84258/27243/7260/78989/7447/6382/9784/91461/9581/11037/5534/22848/8291/84058/347730/8673/51652/150696/10461/23332/274/22930/11069/3685/80055/2181/8527/64284/4735/128637/10326/140885/6714/7052/140730/6385/5770/10079/55738/80331/6647/5413/5594/613/4771/5880/9463/11252/859/7476/9779/5868/51143/23122/10015/25930/10675/8927/2771/8372/7474/26059/26060/8618/2042/961/64422/8723/2624/7879/27032/23317/7018/5291/5359/5217/5028/5806/5337/22871/1173/10188/200933/9711/10815/1609/4043/55646/53407/5978/55589/6622/5530/1950/83452/27236/1601/5562/3673/22987/2150/55255/9765/79772/2241/81555/10960/80230/10399/84062/3077/3134/10211/720/721/29993/114781/7422/60682/22999/3351/9892/11149/9474/8724/64780/54806/134957/23345/51429/7430/5071/28514/5575/60/5879/9805/6424/5898/27342/6804/3092/7784/9863/948/27445/5054/60561/79872/857/93664/8976/4289/673/1020/51201/5533/1191/10434/4067/6386/55529/9699/284/11236/23513/51160/301/3190/2619/90678/6812/1861/25/4851/20/9367/11141/8573/6853/56850/29978/4478/4983/29934/94121/695/54521/8862/2719/2332/6845",397,"BP"
"GO:0090066","regulation of anatomical structure size","394/11824","395/12185",7.65290163646311e-05,0.0489508053505619,0.0485128813338322,"2475/1185/4878/4879/23341/23400/832/50809/1889/23028/3352/23038/23499/1907/2166/5865/163782/23566/2730/10542/829/4803/8799/2702/10500/23557/10456/80128/64218/1382/55243/477/10092/5997/25802/134/183/88/1131/10000/6840/8829/6387/253725/196740/5592/3778/5728/59/3363/118813/282991/57715/119032/120/150/153/57698/23075/133/1982/5286/10083/627/2132/10435/6712/54961/5499/2017/9873/5029/282679/1207/8301/143872/5962/65125/3741/2784/118426/2059/3764/5756/196527/112/51474/57609/5916/2647/10677/27345/23011/490/54434/59341/10094/9026/8408/6049/23111/1910/5587/394/1073/382/2643/6710/79890/624/51466/3320/23191/342184/9990/643338/51332/80031/29767/29766/8766/585/8482/25942/8800/10509/56963/64223/1201/4313/583/1874/146206/6560/999/9798/23406/2303/83547/5048/23108/5023/246/5216/54785/9423/136/51393/2314/9706/85464/6532/40/8153/4137/7473/59342/1636/23580/9368/2885/57521/10458/79822/6093/80206/6915/10501/5802/92960/80131/256949/1785/25959/10365/5296/79036/729991/64857/57731/1954/348/7408/2909/23645/54795/84335/91663/148170/9270/9475/23369/375189/7349/10602/6546/5581/6711/57142/119/10505/9168/822/51652/54910/8440/150465/274/4703/27347/10787/57679/659/1385/4133/1373/2335/10109/8864/146/8195/11034/171023/6640/57468/57580/23394/57403/1002/102724560/6647/875/65078/11135/23616/57026/11078/80115/85358/859/5021/55845/3269/7476/80852/5868/8850/2803/9943/79714/2876/387/6405/7869/24142/11344/56920/5580/7474/56203/2932/54437/84561/6259/4690/5357/5217/5028/5290/1173/9175/1739/118/152/9948/9353/6649/57482/22902/6696/5910/1909/2982/1182/10723/9037/253260/3672/4131/2149/2150/5921/1946/2241/57556/51334/6558/51265/89848/51520/154/26999/147/3779/4869/1812/3274/54825/2296/1906/9856/55604/23500/6722/7422/2729/3351/6885/2045/9474/93663/9113/51429/7430/6648/2852/5879/358/3984/10512/9723/10371/223117/55971/57154/389541/56996/8985/375611/4897/9732/3475/857/830/442721/91584/3792/4846/11194/1020/2055/2039/4747/80005/2185/9530/9821/10565/2131/64798/9897/51571/23189/340481/57704/10507/7111/54942/1955/2934/81873/6709/56262/25/7248/7410/10439/29882/7114/59272/6792/7504/10013/65267/4478/538/11013/286527/10178/2258/3897/393/2664/55558",394,"BP"
"GO:0044057","regulation of system process","392/11824","393/12185",8.10443797194734e-05,0.0489508053505619,0.0485128813338322,"1855/5590/388591/2023/4878/4879/27129/1889/57190/84676/6548/2035/80149/10269/1907/2166/4898/1573/5142/5733/51086/2946/3752/845/476/2702/2629/4000/477/844/9722/5999/481/5997/779/7139/7135/4660/10765/134/493/3814/7042/142/183/6262/1131/10659/783/56288/118738/5592/1959/29119/6865/818/5728/51196/30819/9446/120/150/153/10539/92170/3784/133/8048/1408/10062/4607/745/89/156/51083/2017/26011/1075/8898/143872/1813/335/6330/6327/84866/55800/3762/65125/775/3741/7132/113246/10162/80763/3764/10060/5318/5756/3164/27345/490/1407/54434/59341/488/4633/23316/5781/6910/9921/5025/9026/10810/2308/1910/407975/2621/10038/4624/4625/85446/5587/9472/2643/6547/801/23405/624/84193/7528/3320/7168/51762/390594/4088/10391/10021/1136/4205/8912/57465/18/2903/2013/487/112755/869/79068/79191/4313/7531/51763/7442/5023/489/1742/57555/482/29098/93649/136/6720/3768/26022/40/782/94103/7067/125111/3728/65266/8678/10052/4635/6442/8913/6198/6909/1636/5578/3759/9368/8877/114897/2548/9775/10458/9229/6093/1824/1829/56853/4092/4089/81832/9150/6915/1613/9294/1264/5566/79041/57616/6324/5348/57731/478/2931/348/1760/808/2906/3270/54795/7376/50944/7138/7137/9475/23175/2281/7349/30845/6546/2034/805/9378/51130/27302/9451/274/3760/27347/2744/7341/659/3488/1674/3623/6508/23704/8864/9759/2859/146/6640/22839/10398/100/23613/26164/140628/1525/58494/351/6647/3753/5152/5155/706/5465/1890/85358/29995/859/5021/491/3269/5468/7476/7068/23171/6331/4634/387/1605/7134/776/27086/9868/152404/64091/11343/66000/7220/22871/2257/1739/4636/152/10699/3815/84525/6696/5530/255743/287/817/8654/7222/1909/2982/9464/11076/134145/9631/1601/2255/3670/3673/3572/5144/2149/2150/1393/153396/3781/6584/2661/1839/154/309/147/1482/3274/1832/654/1906/3720/177/221476/2740/6722/27242/90523/22999/9096/2898/11149/2309/9896/5350/2697/10345/23493/6446/23345/5575/2852/358/3624/816/6804/9569/781/6717/10142/5649/9732/857/3751/1129/3757/4846/2626/4824/6781/80005/2185/2171/9699/4856/114907/157378/6505/340481/10497/8013/55151/5090/25/4851/57502/59272/1756/54413/8862/2258/2332/4204/2316/2539",392,"BP"
"GO:0007186","G protein-coupled receptor signaling pathway","388/11824","389/12185",9.08811265341755e-05,0.0494029803839778,0.0489610111159906,"375790/83756/2782/387509/80045/57085/4878/4879/1889/998/3352/3925/2827/10163/576/653160/83941/5142/55970/5733/23032/64123/23266/5567/2787/23566/8412/1901/1952/6272/83873/2773/2780/10768/9826/5999/8490/23432/6004/5997/134/493/3814/183/88/1131/23596/343171/9397/57512/56288/8325/6387/100996758/6865/5660/3363/51196/22986/114815/150/153/26033/2869/6001/3632/60626/3784/7275/133/5140/55366/8525/1132/747/5331/5970/156/51083/5029/408/8322/5241/1813/335/23365/6653/334/7289/27239/2784/5777/9052/5139/5744/636/112/1606/11247/10818/8549/55188/1407/1240/9815/84876/283383/160851/115207/1910/160897/1880/51222/10419/1241/54331/64582/9495/51109/55334/9628/801/624/207/6447/11245/5330/7301/29767/10681/9455/4828/11214/64784/8786/8938/283869/115/23295/51704/5579/113/23322/2775/6376/9289/9564/54550/55625/4157/9501/51763/124976/409/2811/136/51655/28964/8851/6347/414062/51195/2826/10266/2535/4836/3690/5245/11248/84687/8526/10672/8787/5578/5573/55890/9368/8811/8877/256933/2774/6093/5064/2788/2767/6915/3643/5032/9294/5141/5566/22859/976/10755/9002/9454/9170/333/9138/2931/348/2696/808/56848/94027/57191/9475/109/7349/23683/79823/805/10936/51542/2840/2863/7852/11249/11069/10203/8324/2825/7855/9427/8527/57007/10267/2859/146/23236/5332/6714/7052/100/7529/57580/2778/10287/4987/1399/2781/157/5880/9463/9620/3708/5021/3269/5468/7433/1238/51304/5745/1951/2771/1154/776/57406/2850/2596/111/131601/11343/5291/9934/53836/5028/59345/9718/1609/2868/6002/152/57537/768239/202018/166647/386617/23284/3576/374/6622/5910/5530/1909/2743/9693/4886/1363/108/4883/92255/8611/5144/401190/57486/2966/10788/2151/2149/2150/9456/84059/57561/4888/57528/154/5159/815/147/1812/3274/10636/2870/1906/2550/3710/2740/221395/221391/3351/112609/81491/5350/57211/9590/6993/7430/3482/115330/2852/2768/5879/1607/4852/107/27297/8326/2770/8321/2791/2783/2845/54329/857/4233/2861/2918/6608/1129/9162/7434/5157/23516/2185/7976/25960/8601/760/8323/9699/114/2843/3717/340481/10280/23349/22844/301/2776/1903/19/2790/5998/727/5082/10868/4935/10149/27344/139189/54328/29978/367/9737/10178/8862/2316",388,"BP"
