"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0007059","chromosome segregation","143/1844","373/12185",7.39777013359e-29,3.8468404694668e-25,3.64671131953705e-25,"64793/55143/991/11004/6491/55706/23421/163786/29899/84722/83540/55732/91687/259266/9928/4751/1063/126731/11130/983/3832/9126/4288/81930/3619/29901/113130/4361/23310/9918/196528/29127/9700/9735/387893/5901/221150/55835/440145/10426/54930/9787/7517/23015/440270/701/90417/57082/11339/51203/9133/55055/9493/9055/116028/5347/3835/100130958/55839/81620/83903/9212/7156/10615/990/7153/29893/672/284071/146909/996/3837/56155/348235/83990/332/201254/10403/55125/220134/147841/93323/898/8193/23636/348654/79172/23397/699/64682/57405/9874/151246/55355/22974/79980/81610/4605/11065/6790/54069/11200/11144/79019/2177/151648/7155/10274/10051/1894/10460/64151/1060/1062/4085/84057/79682/9319/64105/891/64946/26112/9232/54908/203068/3833/55166/7272/387103/348995/26271/9031/54892/157313/157570/9134/5885/54801/10592/55755/24137/2491/55559",143,"BP"
"GO:0006260","DNA replication","113/1844","260/12185",1.56808565578766e-28,4.07702270504793e-25,3.86491848739665e-25,"3399/6118/4678/4998/4774/8317/51514/142/55388/983/1763/27343/9126/6240/6749/374393/2237/23649/57804/10714/4361/1111/1663/1017/8914/5557/144455/5985/5426/675/5983/79596/57697/5427/11169/5888/1854/9768/80119/54962/90381/641/63922/84464/116028/23594/64785/55159/51659/81620/7126/79915/990/672/11143/146956/7083/201254/4782/10036/10535/898/10856/5424/6241/348654/7349/84083/4175/580/5111/84515/9837/25939/8208/8318/4174/11277/10293/10721/4171/11073/5984/353497/5981/23244/890/201973/51053/27154/5429/4172/5558/253714/26271/6119/1956/5982/10926/4176/222229/157570/7486/84296/4173/4683/9134/50484/79075/9401/4781/80010/5422",113,"BP"
"GO:0000280","nuclear division","136/1844","350/12185",3.67040619304378e-28,6.36203740127588e-25,6.03105691299089e-25,"64793/55143/991/11004/8438/55706/4774/84722/83540/259266/9928/4751/1063/126731/84930/11130/983/9585/3832/9126/4288/3481/81930/3619/113130/9633/4361/1111/23310/10635/9918/29127/9700/9735/387893/5901/675/440145/79866/57697/9787/7517/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/84464/5347/3835/100130958/81620/2175/83903/9212/10615/5892/7153/29893/284071/146909/3837/146956/10040/56155/5889/83990/8877/332/201254/10403/55125/147841/898/23636/27338/348654/23397/699/57405/994/22974/79980/4605/11065/6790/5902/11200/3976/11144/5155/2177/151648/7155/10274/10051/64151/1060/1062/4085/84057/9319/64105/891/995/9232/54908/4488/3833/116138/55023/7272/26271/54443/9031/858/54892/80346/157313/4603/25788/9134/5885/27085/4781/80010/1164/10592/55755/24137/2491",136,"BP"
"GO:0006261","DNA-templated DNA replication","78/1844","153/12185",1.59586732348164e-25,2.07462752052613e-22,1.96669649364856e-22,"4998/8317/142/55388/1763/6240/2237/23649/57804/10714/4361/1663/1017/8914/5557/144455/5985/5426/675/5983/57697/5427/11169/5888/54962/90381/641/63922/23594/64785/55159/51659/81620/79915/990/672/11143/146956/7083/201254/898/5424/348654/84083/4175/580/5111/84515/9837/25939/8318/4174/10293/10721/4171/11073/5984/353497/5981/201973/51053/4172/5558/253714/26271/5982/10926/4176/222229/7486/84296/4173/4683/9134/50484/79075/9401/5422",78,"BP"
"GO:0048285","organelle fission","140/1844","393/12185",1.45611970573789e-24,1.5143644939674e-21,1.43558075409906e-21,"64793/55143/991/11004/8438/55706/4774/84722/83540/259266/9928/4751/1063/126731/84930/11130/983/9585/3832/9126/4288/3481/81930/3619/113130/9633/4361/1111/23310/10635/9918/29127/9700/9735/387893/5901/192111/675/440145/79866/57697/9787/7517/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/84464/5347/3835/100130958/81620/2175/83903/9212/10615/5892/7153/29893/284071/146909/4137/3837/146956/10040/56155/5889/83990/8877/332/201254/10403/55125/147841/898/23636/27338/348654/23397/699/57405/994/22974/79980/4605/11065/6790/5902/11200/3976/11144/5155/2177/151648/7155/10274/10051/64151/1060/1062/4085/84057/9319/64105/891/995/9232/54908/4488/3833/116138/55023/7272/113115/26271/5071/54443/9031/858/54892/80346/157313/4603/25788/9134/5885/27085/4781/80010/1164/10592/55755/24137/2491",140,"BP"
"GO:0098813","nuclear chromosome segregation","104/1844","268/12185",1.06563124637278e-21,9.23547080189742e-19,8.75500197677847e-19,"55143/991/11004/55706/84722/83540/259266/9928/4751/1063/126731/11130/983/3832/9126/81930/3619/113130/4361/23310/9918/196528/29127/9700/9735/387893/5901/440145/9787/7517/701/90417/57082/51203/9133/55055/9493/9055/116028/5347/3835/100130958/81620/83903/9212/10615/990/7153/29893/284071/146909/996/3837/56155/83990/332/10403/55125/147841/898/8193/23636/348654/23397/699/64682/57405/22974/79980/81610/4605/11065/6790/11200/11144/2177/151648/7155/10274/10051/1894/10460/64151/1060/1062/4085/84057/9319/64105/891/9232/54908/3833/55166/7272/26271/9031/54892/9134/5885/10592/55755/24137/2491",104,"BP"
"GO:0140014","mitotic nuclear division","98/1844","250/12185",6.9795571801979e-21,5.18481390528987e-18,4.91507763531831e-18,"64793/55143/991/11004/4774/84722/83540/9928/4751/1063/126731/11130/983/9585/3832/9126/4288/3481/81930/3619/113130/1111/23310/9918/29127/9700/9735/387893/5901/440145/79866/9787/7517/701/90417/57082/51203/55055/9493/9055/9088/5347/3835/81620/83903/9212/10615/146909/3837/10040/56155/8877/332/10403/55125/147841/23636/27338/348654/23397/699/57405/22974/79980/4605/11065/6790/5902/11200/5155/10274/10051/64151/1060/1062/4085/9319/64105/891/995/54908/3833/55023/7272/26271/54443/9031/858/54892/80346/157313/5885/27085/4781/10592/55755/24137/2491",98,"BP"
"GO:0007093","mitotic cell cycle checkpoint signaling","66/1844","138/12185",7.41275718249925e-20,4.81829216862451e-17,4.56762393232158e-17,"6118/63967/55143/991/1263/4998/83540/51514/1063/11130/983/55367/3619/5883/4361/1111/1017/79035/4193/51499/9735/7517/701/57082/51065/54962/55055/5371/90381/641/5347/8883/55159/83903/9212/990/672/80279/146956/56155/332/10403/147841/348654/4436/699/57405/64859/580/11200/51512/2177/7508/11277/11073/4085/9319/10769/891/54908/9656/8870/1026/7272/4683/55755",66,"BP"
"GO:0000075","cell cycle checkpoint signaling","79/1844","185/12185",1.03779429716769e-19,5.99614482807997e-17,5.68419964167986e-17,"6118/63967/55143/991/1263/4998/83540/25896/51514/1063/11130/983/1763/55367/3619/5883/4361/57646/3014/1111/1017/79035/8914/4193/51499/9735/675/79621/7517/701/57082/5888/79968/51065/54962/55055/5371/90381/641/5347/8883/55159/81620/83903/9212/990/672/80279/146956/56155/83990/332/10403/147841/348654/4436/699/57405/64859/580/1869/8318/11200/51512/2177/7508/11277/11073/4085/9319/10769/891/54908/9656/8870/1026/7272/4683/55755",79,"BP"
"GO:0006310","DNA recombination","100/1844","268/12185",1.82384197397495e-19,9.48397826466974e-17,8.9905810148681e-17,"79000/6118/6421/55929/8438/8317/142/9156/27343/54780/2237/4361/3014/1111/10635/1108/196528/79035/8914/8089/55010/7374/387893/3146/675/7011/57697/7517/5888/80119/641/84464/116028/2521/55159/51659/55135/7156/79915/5892/7153/29893/672/78995/146956/5889/83990/3838/201254/23347/51444/29128/7040/7515/10856/348654/4436/2956/84083/4175/55183/64859/3329/580/149840/84515/25939/8318/4174/11144/2177/7155/11277/10721/3836/4171/11073/7468/353497/84057/3148/9319/7518/84250/3006/9025/116138/4172/253714/6119/4176/7516/7486/84296/4173/4683/25788/5885/9401/80010",100,"BP"
