"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0007059","chromosome segregation","111/359","373/12185",8.53027452542943e-84,1.89116186228771e-80,1.58663106172987e-80,"55143/991/11004/6491/55706/163786/29899/84722/83540/55732/91687/259266/9928/4751/1063/11130/983/3832/4288/81930/3619/113130/23310/9918/29127/9700/9735/221150/55835/440145/10426/9787/7517/701/90417/57082/11339/51203/9133/55055/9493/9055/116028/54820/5347/3835/55839/81620/83903/9212/10615/990/7153/29893/672/146909/83990/332/10403/220134/147841/93323/23354/8193/348654/79172/23397/699/57405/151246/55355/22974/79980/81610/4605/11065/6790/54069/11200/79019/29781/2177/151648/10051/1894/10460/64151/1062/4085/84057/79682/9319/64105/891/64946/9232/54908/3833/55166/7272/387103/26271/54892/157313/157570/9134/401541/10592/24137/2491/55559",111,"BP"
"GO:0000280","nuclear division","102/359","350/12185",1.61478904344106e-75,1.78999365465442e-72,1.50175381040019e-72,"55143/991/11004/8438/55706/84722/83540/259266/9928/4751/1063/84930/11130/983/9585/3832/4288/81930/3619/113130/9633/1111/23310/10635/9918/29127/9700/9735/675/440145/79866/9787/7517/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/3835/81620/2175/83903/9212/10615/7153/29893/146909/146956/5889/83990/332/10403/147841/27338/348654/23397/699/57405/994/22974/79980/4605/11065/6790/11200/29781/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/54908/3833/7272/26271/54443/63979/54892/157313/4603/25788/9134/27085/80010/1164/10592/24137/2491",102,"BP"
"GO:0048285","organelle fission","103/359","393/12185",3.92883702594546e-71,2.90341056217369e-68,2.43587895608618e-68,"55143/991/11004/8438/55706/84722/83540/259266/9928/4751/1063/84930/11130/983/9585/3832/4288/81930/3619/113130/9633/1111/23310/10635/9918/29127/9700/9735/675/440145/79866/9787/7517/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/3835/81620/2175/83903/9212/10615/7153/29893/146909/146956/5889/83990/332/10403/147841/27338/348654/23397/699/57405/994/22974/79980/4605/11065/6790/11200/29781/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/54908/3833/7272/113115/26271/54443/63979/54892/157313/4603/25788/9134/27085/80010/1164/10592/24137/2491",103,"BP"
"GO:0098813","nuclear chromosome segregation","83/359","268/12185",3.18557138647028e-63,1.76560294095115e-60,1.48129069470868e-60,"55143/991/11004/55706/84722/83540/259266/9928/4751/1063/11130/983/3832/81930/3619/113130/23310/9918/29127/9700/9735/440145/9787/7517/701/90417/57082/51203/9133/55055/9493/9055/116028/5347/3835/81620/83903/9212/10615/990/7153/29893/146909/83990/332/10403/147841/8193/348654/23397/699/57405/22974/79980/81610/4605/11065/6790/11200/29781/2177/151648/10051/1894/10460/64151/1062/4085/84057/9319/64105/891/9232/54908/3833/55166/7272/26271/54892/9134/10592/24137/2491",83,"BP"
"GO:0044770","cell cycle phase transition","100/359","496/12185",4.39124450364088e-57,1.84459309024446e-54,1.54756118532011e-54,"1870/63967/55143/991/6491/1031/4998/8317/163786/1163/128239/83540/9928/51514/1063/84930/11130/983/1763/6240/3619/113130/3014/1111/2305/9700/1017/8914/4193/9735/5426/55835/675/1033/9787/7517/701/57082/5888/79968/9133/54962/55055/90381/641/899/9088/5347/81620/83903/9212/79915/990/672/146956/5889/83990/332/10403/147841/8193/27338/6241/348654/4436/699/57405/994/1869/5933/81610/11065/6790/29980/8318/11200/51512/2177/993/11073/10460/1062/4085/890/9319/891/995/54908/9656/1026/7272/26271/54443/10926/2146/9134/50484/27085/9833/1164",100,"BP"
"GO:0140014","mitotic nuclear division","76/359","250/12185",4.99213285587133e-57,1.84459309024446e-54,1.54756118532011e-54,"55143/991/11004/84722/83540/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/1111/23310/9918/29127/9700/9735/440145/79866/9787/7517/701/90417/57082/51203/55055/9493/9055/9088/54820/5347/3835/81620/83903/9212/10615/146909/332/10403/147841/27338/348654/23397/699/57405/22974/79980/4605/11065/6790/11200/29781/10051/64151/1062/4085/9319/64105/891/995/54908/3833/7272/26271/54443/54892/157313/27085/10592/24137/2491",76,"BP"
"GO:0000070","mitotic sister chromatid segregation","64/359","176/12185",1.66374632101534e-53,5.11240286940463e-51,4.28916072940578e-51,"55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/113130/23310/9918/29127/9700/9735/440145/9787/7517/701/90417/57082/51203/55055/9493/9055/5347/3835/81620/83903/9212/10615/146909/332/10403/147841/348654/23397/699/57405/22974/79980/4605/11065/11200/29781/10051/64151/1062/4085/9319/64105/891/54908/3833/7272/26271/54892/10592/24137/2491",64,"BP"
"GO:0000819","sister chromatid segregation","69/359","215/12185",1.84480031372292e-53,5.11240286940463e-51,4.28916072940578e-51,"55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/113130/23310/9918/29127/9700/9735/440145/9787/7517/701/90417/57082/51203/55055/9493/9055/116028/5347/3835/81620/83903/9212/10615/990/7153/146909/332/10403/147841/8193/348654/23397/699/57405/22974/79980/4605/11065/11200/29781/10051/10460/64151/1062/4085/9319/64105/891/54908/3833/7272/26271/54892/10592/24137/2491",69,"BP"
"GO:0006260","DNA replication","73/359","260/12185",6.03825570739593e-52,1.48742365592187e-49,1.24790617952849e-49,"4998/8317/51514/55388/983/1763/6240/374393/2237/23649/10714/1111/1017/8914/5557/5985/5426/675/5983/5427/11169/5888/9768/80119/54962/90381/641/63922/116028/23594/64785/51659/81620/79915/990/672/146956/7083/10036/10535/3978/5424/6241/348654/4175/84515/9837/29980/8208/8318/4174/10293/10721/4171/11073/5984/890/51053/4172/5558/253714/26271/5982/10926/4176/157570/84296/4173/9134/50484/79075/9401/80010",73,"BP"
"GO:1901987","regulation of cell cycle phase transition","85/359","388/12185",3.75657552663147e-51,8.32832794254198e-49,6.98723047953454e-49,"63967/55143/991/6491/1031/4998/8317/163786/83540/9928/51514/1063/11130/983/1763/6240/3619/113130/3014/1111/9700/1017/8914/4193/9735/55835/675/9787/7517/701/57082/5888/79968/54962/55055/90381/641/9088/5347/81620/83903/9212/79915/990/672/146956/5889/83990/332/10403/147841/8193/6241/348654/4436/699/57405/994/1869/5933/81610/11065/6790/29980/8318/11200/51512/2177/993/11073/1062/4085/9319/891/995/54908/9656/1026/7272/26271/54443/10926/2146/50484/27085",85,"BP"
