"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0007059","chromosome segregation","170/3017","373/12185",5.48845320851625e-19,2.95882512471111e-15,2.71880639992394e-15,"MAD2L2/CEP85/CDCA8/CDC20/KIF2C/STIL/NDC1/ITGB3BP/SASS6/GPSM2/PSRC1/NUF2/FIRRM/CENPL/TPR/ASPM/KIF14/NEK2/CENPF/CCSAP/ZWINT/CDK1/PTEN/KIF11/MMS19/SMC3/MKI67/TUBGCP2/KIF18A/INCENP/CDCA5/MRE11/NCAPD3/NCAPD2/ARID2/RACGAP1/ESPL1/DCTN2/KNTC1/RAN/SKA3/CENPJ/MZT1/TUBGCP3/CCNB1IP1/HAUS4/REC8/DLGAP5/DPF3/GOLGA8A/GOLGA8B/BUB1B/KNSTRN/KNL1/OIP5/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/NDE1/PLK1/KIF22/SYCE1L/CENPN/CDT1/HASPIN/AURKB/TOP3A/SPAG5/CDC6/TOP2A/PSMC3IP/BECN1/BRCA1/KIF18B/CDC27/KPNB1/TEX14/SKA2/BRIP1/RECQL5/BIRC5/NDC80/CHMP1B/CEP192/SKA1/SPC24/HAUS8/MAP1S/DPF1/ERCC2/NUP62/TRAPPC12/SMC6/GEN1/CENPO/MAPRE3/EML4/NCAPH/BUB1/ANAPC1/SPC25/TLK1/SGO2/HJURP/TPX2/KIF3B/CHMP4B/DSN1/FAM83D/MYBL2/UBE2C/AURKA/TUBB1/MIS18A/CHEK2/DMC1/CENPM/NCAPH2/RAD18/FANCD2/SGO1/TOP2B/STAG1/SMC4/ECT2/TACC3/HAUS3/NCAPG/CENPC/CENPE/MAD2L1/MND1/CENPU/TRIP13/NIPBL/CENPK/CCNB1/CENPH/CCDC69/PTTG1/SPDL1/TUBB/KIFC1/CENPQ/TTK/CENPW/NUP43/FBXO5/BAZ1B/BCL7B/SMARCD3/NCAPG2/ARHGEF10/CDCA2/ESCO2/TERF1/CCNE2/RAD21/MAPK15/HAUS6/SMC2/CDK5RAP2/SMC1A/KIF4A/CENPI/BEX4/HAUS7",170,"BP"
"GO:0000280","nuclear division","160/3017","350/12185",4.34380544221493e-18,1.17087275694904e-14,1.07589202163492e-14,"MAD2L2/CEP85/CDCA8/CDC20/KIF2C/RAD54L/NDC1/PSRC1/TDRKH/NUF2/TPR/ASPM/KIF14/NEK2/CENPF/CCSAP/MASTL/ZWINT/CDK1/PTEN/KIF20B/KIF11/SMC3/MKI67/PSMD13/IGF2/CDKN1C/KIF18A/INCENP/CDCA5/TESMIN/MRE11/CHEK1/NCAPD3/RAD51AP1/NCAPD2/PHB2/RACGAP1/ESPL1/DCTN2/KNTC1/RAN/BRCA2/CCNA1/MZT1/BORA/CCNB1IP1/REC8/FANCM/DLGAP5/BUB1B/KNSTRN/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/SLX4/NDE1/PLK1/KIF22/SYCE1L/CDT1/FANCA/HASPIN/AURKB/SPAG5/TOP2A/PSMC3IP/BECN1/KIF18B/KPNB1/EME1/TOM1L1/TEX14/RAD51C/BRIP1/SPHK1/BIRC5/NDC80/CHMP1B/CEP192/SPC24/NUP62/UBE2S/GEN1/SPAST/EML4/NCAPH/BUB1/SPC25/CDC25B/PLCB1/TPX2/KIF3B/CHMP4B/DSN1/MYBL2/UBE2C/AURKA/RANBP1/CHEK2/LIF/DMC1/PDGFB/NCAPH2/FANCD2/SGO1/TOP2B/WNT5A/STAG1/SMC4/NCAPG/CENPC/EPGN/CENPE/MAD2L1/MND1/TRIP13/NIPBL/CENPK/CCNB1/CDC25C/PTTG1/SPDL1/MSX2/KIFC1/KLHDC3/CUL7/CUL9/PHIP/TTK/FBXO5/RPS6KA2/ANLN/BAZ1B/CAV2/NCAPG2/ARHGEF10/REEP4/CDCA2/MYBL1/TERF1/RAD54B/CCNE2/RAD21/MTBP/MAPK15/NFIB/RMI1/CKS2/SMC2/CDK5RAP2/FBXW5/SMC1A/KIF4A/CENPI",160,"BP"
"GO:0006260","DNA replication","128/3017","260/12185",6.6152498945595e-18,1.18876040605234e-14,1.09232863171218e-14,"ID3/RPA2/RBBP4/NASP/ORC1/CDC7/BCAR3/DHX9/DTL/PARP1/MCM10/GDF2/CDK1/DNA2/POLL/SMC3/MCMBP/RRM1/E2F8/FAM111B/FEN1/POLA2/POLD4/POLD3/MRE11/CHEK1/PTMS/DDX11/CDK2/TIMELESS/PRIM1/NAP1L1/E2F7/RFC5/POLE/BRCA2/RFC3/OBI1/SUPT16H/FANCM/POLE2/WDHD1/RAD51/DUT/PCLAF/PIF1/TIPIN/TICRR/BLM/CHTF18/SLX4/RMI2/ORC6/GINS3/RFWD3/GINS2/CDT1/TNFAIP1/ATAD5/CDC6/BRCA1/DBF4B/KAT7/EME1/RECQL5/TK1/THOC1/INO80C/NFIC/CHAF1A/RNASEH2A/NFIX/RUVBL2/POLD1/RRM2/GEN1/UCN/ZRANB3/MCM6/BARD1/PCNA/MCM8/GINS1/SAMHD1/DONSON/CHAF1B/CDC45/MCM5/TRAIP/POLQ/MCM2/TOPBP1/ZBTB38/RFC4/POLN/PDS5A/CCNA2/PRIMPOL/GMNN/HMGA1/BRPF3/POLH/MCM3/PRIM2/MMS22L/FBXO5/RPA3/EGFR/RFC2/DBF4/MCM7/LRWD1/ESCO2/WRN/GINS4/MCM4/TERF1/NBN/CCNE2/RRM2B/DSCC1/TONSL/RECQL4/NFIB/RMI1/RBBP7/POLA1/TSPYL2",128,"BP"
"GO:0006261","DNA-templated DNA replication","84/3017","153/12185",1.06485848324405e-15,1.43516302079216e-12,1.31874316372276e-12,"ORC1/CDC7/PARP1/MCM10/DNA2/MCMBP/RRM1/E2F8/FEN1/POLA2/POLD4/POLD3/MRE11/DDX11/CDK2/TIMELESS/PRIM1/E2F7/RFC5/POLE/BRCA2/RFC3/FANCM/POLE2/WDHD1/RAD51/TIPIN/TICRR/BLM/CHTF18/ORC6/GINS3/RFWD3/GINS2/CDT1/ATAD5/CDC6/BRCA1/DBF4B/KAT7/EME1/RECQL5/TK1/THOC1/POLD1/GEN1/ZRANB3/MCM6/BARD1/PCNA/MCM8/GINS1/SAMHD1/DONSON/CDC45/MCM5/TRAIP/POLQ/MCM2/TOPBP1/RFC4/POLN/PRIMPOL/GMNN/HMGA1/MCM3/PRIM2/MMS22L/FBXO5/RFC2/DBF4/MCM7/LRWD1/WRN/GINS4/MCM4/TERF1/NBN/CCNE2/RRM2B/DSCC1/TONSL/RECQL4/POLA1",84,"BP"
"GO:0048285","organelle fission","167/3017","393/12185",3.8528022510912e-15,4.15409138712654e-12,3.81711313550215e-12,"MAD2L2/CEP85/CDCA8/CDC20/KIF2C/RAD54L/NDC1/PSRC1/TDRKH/NUF2/TPR/ASPM/KIF14/NEK2/CENPF/CCSAP/MASTL/ZWINT/CDK1/PTEN/KIF20B/KIF11/SMC3/MKI67/PSMD13/IGF2/CDKN1C/KIF18A/INCENP/CDCA5/TESMIN/MRE11/CHEK1/NCAPD3/RAD51AP1/NCAPD2/PHB2/RACGAP1/ESPL1/STAT2/DCTN2/DCN/KNTC1/RAN/PGAM5/BRCA2/CCNA1/MZT1/BORA/CCNB1IP1/REC8/FANCM/DLGAP5/BUB1B/KNSTRN/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/SLX4/NDE1/PLK1/KIF22/VPS35/SYCE1L/CDT1/FANCA/HASPIN/AURKB/SPAG5/TOP2A/PSMC3IP/BECN1/KIF18B/MAPT/KPNB1/EME1/TOM1L1/TEX14/RAD51C/BRIP1/SPHK1/BIRC5/NDC80/CHMP1B/CEP192/SPC24/NUP62/UBE2S/GEN1/SPAST/EML4/NCAPH/BUB1/SPC25/CDC25B/PLCB1/TPX2/KIF3B/CHMP4B/DSN1/MYBL2/UBE2C/AURKA/RANBP1/CHEK2/LIF/DMC1/PDGFB/NCAPH2/FANCD2/SGO1/TOP2B/WNT5A/STAG1/SMC4/NCAPG/CENPC/EPGN/CENPE/MAD2L1/MND1/TRIP13/NIPBL/CENPK/CCNB1/CDC25C/PTTG1/SPDL1/MSX2/KIFC1/KLHDC3/CUL7/CUL9/PHIP/TTK/MTFR2/FBXO5/PRKN/RPS6KA2/ANLN/BAZ1B/CAV2/NCAPG2/ARHGEF10/REEP4/CDCA2/MYBL1/TERF1/RAD54B/CCNE2/RAD21/MTBP/MAPK15/NFIB/RMI1/CKS2/SMC2/CDK5RAP2/FBXW5/SMC1A/KIF4A/CENPI",167,"BP"
"GO:0098813","nuclear chromosome segregation","122/3017","268/12185",6.40072052828663e-14,5.75104739466554e-11,5.28452470282752e-11,"MAD2L2/CDCA8/CDC20/KIF2C/NDC1/PSRC1/NUF2/TPR/ASPM/KIF14/NEK2/CENPF/CCSAP/ZWINT/CDK1/PTEN/KIF11/SMC3/KIF18A/INCENP/CDCA5/MRE11/NCAPD3/NCAPD2/ARID2/RACGAP1/ESPL1/DCTN2/KNTC1/RAN/MZT1/CCNB1IP1/REC8/DLGAP5/DPF3/BUB1B/KNSTRN/KNL1/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/PLK1/KIF22/SYCE1L/CDT1/HASPIN/AURKB/SPAG5/CDC6/TOP2A/PSMC3IP/BECN1/KIF18B/CDC27/KPNB1/TEX14/BRIP1/BIRC5/NDC80/CHMP1B/CEP192/SPC24/MAP1S/DPF1/NUP62/TRAPPC12/GEN1/EML4/NCAPH/BUB1/ANAPC1/SPC25/TPX2/KIF3B/CHMP4B/DSN1/FAM83D/MYBL2/UBE2C/AURKA/CHEK2/DMC1/NCAPH2/FANCD2/SGO1/TOP2B/STAG1/SMC4/ECT2/TACC3/NCAPG/CENPC/CENPE/MAD2L1/MND1/TRIP13/NIPBL/CENPK/CCNB1/PTTG1/SPDL1/KIFC1/CENPQ/TTK/FBXO5/BAZ1B/BCL7B/SMARCD3/NCAPG2/ARHGEF10/TERF1/CCNE2/RAD21/MAPK15/SMC2/CDK5RAP2/SMC1A/KIF4A/CENPI",122,"BP"
"GO:0140014","mitotic nuclear division","115/3017","250/12185",1.40289611014061e-13,1.08043041853829e-10,9.92786329973186e-11,"MAD2L2/CEP85/CDCA8/CDC20/KIF2C/PSRC1/NUF2/TPR/KIF14/NEK2/CENPF/CCSAP/ZWINT/CDK1/KIF20B/KIF11/SMC3/MKI67/IGF2/CDKN1C/KIF18A/INCENP/CDCA5/CHEK1/NCAPD3/NCAPD2/PHB2/RACGAP1/ESPL1/DCTN2/KNTC1/RAN/MZT1/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/KIF22/CDT1/HASPIN/AURKB/SPAG5/BECN1/KIF18B/KPNB1/TOM1L1/TEX14/SPHK1/BIRC5/NDC80/CHMP1B/CEP192/SPC24/NUP62/UBE2S/GEN1/SPAST/EML4/NCAPH/BUB1/SPC25/TPX2/KIF3B/CHMP4B/DSN1/MYBL2/UBE2C/AURKA/RANBP1/CHEK2/PDGFB/NCAPH2/STAG1/SMC4/NCAPG/CENPC/EPGN/CENPE/MAD2L1/TRIP13/NIPBL/CENPK/CCNB1/CDC25C/SPDL1/KIFC1/CUL7/CUL9/PHIP/TTK/FBXO5/ANLN/BAZ1B/CAV2/NCAPG2/ARHGEF10/REEP4/CDCA2/RAD21/MTBP/NFIB/SMC2/CDK5RAP2/FBXW5/SMC1A/KIF4A/CENPI",115,"BP"
"GO:0090068","positive regulation of cell cycle process","100/3017","208/12185",1.90112234465592e-13,1.28111882000501e-10,1.1771949676251e-10,"CDCA8/CDC20/STIL/CDC7/SASS6/GPSM2/DDR2/PBX1/TPR/KIF14/DTL/CDK1/KIF20B/IGF2/RRM1/E2F8/FEN1/INCENP/CDCA5/CEP295/NCAPD3/WNK1/RHNO1/CCND2/RAD51AP1/NCAPD2/PHB2/DDX11/RACGAP1/ESPL1/CDK4/MDM2/E2F7/CIT/CENPJ/TFDP1/DLGAP5/NUSAP1/KIF23/CYP1A1/PLCG2/AURKB/SPAG5/ATAD5/CDC6/BECN1/DBF4B/RAD51C/TBX2/SPHK1/BIRC5/THOC1/NDC80/NUP62/CPSF3/RRM2/SMC6/GEN1/SPAST/NCAPH/BUB1/CDC25B/PLCB1/KIF3B/FAM83D/UBE2C/AURKA/RANBP1/PDGFB/NCAPH2/RAD18/UBE2E2/CDC25A/WNT5A/SMC4/ECT2/NCAPG/EPGN/MAD2L1/PLK4/CCNB1/SLF1/MACROH2A1/CDC25C/NPM1/MSX2/PHIP/FBXO5/TBX20/EGFR/DBF4/MBLAC1/PPP1R35/SMARCD3/NCAPG2/RRM2B/RAD21/MTBP/MAPK15/SMC2",100,"BP"
"GO:0000070","mitotic sister chromatid segregation","86/3017","176/12185",3.07085559792987e-12,1.83944250315999e-09,1.69022765425239e-09,"MAD2L2/CDCA8/CDC20/KIF2C/PSRC1/NUF2/TPR/KIF14/NEK2/CENPF/CCSAP/ZWINT/CDK1/KIF11/SMC3/KIF18A/INCENP/CDCA5/NCAPD3/NCAPD2/RACGAP1/ESPL1/DCTN2/KNTC1/RAN/MZT1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PLK1/KIF22/CDT1/HASPIN/AURKB/SPAG5/BECN1/KIF18B/KPNB1/TEX14/BIRC5/NDC80/CHMP1B/CEP192/SPC24/NUP62/GEN1/EML4/NCAPH/BUB1/SPC25/TPX2/KIF3B/CHMP4B/DSN1/MYBL2/UBE2C/CHEK2/NCAPH2/STAG1/SMC4/NCAPG/CENPC/CENPE/MAD2L1/TRIP13/NIPBL/CENPK/CCNB1/SPDL1/KIFC1/TTK/FBXO5/BAZ1B/NCAPG2/ARHGEF10/RAD21/SMC2/CDK5RAP2/SMC1A/KIF4A/CENPI",86,"BP"
"GO:0000819","sister chromatid segregation","99/3017","215/12185",6.56430884590331e-12,3.53881889882648e-09,3.25175130829695e-09,"MAD2L2/CDCA8/CDC20/KIF2C/PSRC1/NUF2/TPR/KIF14/NEK2/CENPF/CCSAP/ZWINT/CDK1/KIF11/SMC3/KIF18A/INCENP/CDCA5/NCAPD3/NCAPD2/ARID2/RACGAP1/ESPL1/DCTN2/KNTC1/RAN/MZT1/DLGAP5/DPF3/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/RMI2/PLK1/KIF22/CDT1/HASPIN/AURKB/SPAG5/CDC6/TOP2A/BECN1/KIF18B/CDC27/KPNB1/TEX14/BIRC5/NDC80/CHMP1B/CEP192/SPC24/DPF1/NUP62/GEN1/EML4/NCAPH/BUB1/ANAPC1/SPC25/TPX2/KIF3B/CHMP4B/DSN1/MYBL2/UBE2C/CHEK2/NCAPH2/TOP2B/STAG1/SMC4/TACC3/NCAPG/CENPC/CENPE/MAD2L1/TRIP13/NIPBL/CENPK/CCNB1/SPDL1/KIFC1/TTK/FBXO5/BAZ1B/BCL7B/SMARCD3/NCAPG2/ARHGEF10/RAD21/MAPK15/SMC2/CDK5RAP2/SMC1A/KIF4A/CENPI",99,"BP"
