"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0007059","chromosome segregation","95/302","373/12185",7.84320358720537e-72,1.65883755869394e-68,1.41673024796257e-68,"CDCA8/CDC20/KIF2C/STIL/ITGB3BP/SASS6/GPSM2/PSRC1/NUF2/CENPL/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/MKI67/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/SKA3/CENPJ/MZT1/DLGAP5/BUB1B/KNSTRN/KNL1/OIP5/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/NDE1/PLK1/KIF22/CDT1/AURKB/SPAG5/CDC6/TOP2A/BRCA1/KIF18B/CDC27/SKA2/BRIP1/BIRC5/NDC80/SKA1/SPC24/GEN1/CENPO/NCAPH/BUB1/SPC25/SGO2/HJURP/TPX2/FAM83D/MYBL2/UBE2C/AURKA/CHEK2/CENPM/FANCD2/SGO1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/CENPU/TRIP13/CENPK/CCNB1/CENPH/PTTG1/SPDL1/KIFC1/TTK/CENPW/FBXO5/NCAPG2/CDCA2/ESCO2/KIF4A/CENPI",95,"BP"
"GO:0000280","nuclear division","89/302","350/12185",6.37373775022019e-67,6.74022767085785e-64,5.7564915680936e-64,"CDCA8/CDC20/KIF2C/RAD54L/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/CDCA5/TESMIN/CHEK1/RAD51AP1/NCAPD2/RACGAP1/ESPL1/KNTC1/BRCA2/MZT1/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/SH2B1/KIF22/CDT1/FANCA/AURKB/SPAG5/TOP2A/KIF18B/EME1/BRIP1/BIRC5/NDC80/SPC24/UBE2S/GEN1/NCAPH/BUB1/SPC25/CDC25B/TPX2/MYBL2/UBE2C/AURKA/RANBP1/CHEK2/FANCD2/SGO1/SMC4/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/CDC25C/PTTG1/SPDL1/KIFC1/TTK/FBXO5/ANLN/NCAPG2/CDCA2/MYBL1/RAD54B/KIF4A/CENPI",89,"BP"
"GO:0048285","organelle fission","89/302","393/12185",3.82712840967984e-62,2.69812552882429e-59,2.30433415824934e-59,"CDCA8/CDC20/KIF2C/RAD54L/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/CDCA5/TESMIN/CHEK1/RAD51AP1/NCAPD2/RACGAP1/ESPL1/KNTC1/BRCA2/MZT1/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/RAD51/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/SH2B1/KIF22/CDT1/FANCA/AURKB/SPAG5/TOP2A/KIF18B/EME1/BRIP1/BIRC5/NDC80/SPC24/UBE2S/GEN1/NCAPH/BUB1/SPC25/CDC25B/TPX2/MYBL2/UBE2C/AURKA/RANBP1/CHEK2/FANCD2/SGO1/SMC4/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/CDC25C/PTTG1/SPDL1/KIFC1/TTK/FBXO5/ANLN/NCAPG2/CDCA2/MYBL1/RAD54B/KIF4A/CENPI",89,"BP"
"GO:0098813","nuclear chromosome segregation","73/302","268/12185",1.08828599394473e-56,5.75431219298277e-54,4.91447043581358e-54,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/ASPM/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/MZT1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/CCNB2/ZWILCH/KIF23/PRC1/RMI2/PLK1/KIF22/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/CDC27/BRIP1/BIRC5/NDC80/SPC24/GEN1/NCAPH/BUB1/SPC25/TPX2/FAM83D/MYBL2/UBE2C/AURKA/CHEK2/FANCD2/SGO1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/MND1/TRIP13/CENPK/CCNB1/PTTG1/SPDL1/KIFC1/TTK/FBXO5/NCAPG2/KIF4A/CENPI",73,"BP"
"GO:0140014","mitotic nuclear division","71/302","250/12185",1.70701786916577e-56,7.22068558657121e-54,6.16682665997571e-54,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF20B/KIF11/MKI67/KIF18A/INCENP/CDCA5/CHEK1/NCAPD2/RACGAP1/ESPL1/KNTC1/MZT1/BORA/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PKMYT1/NDE1/PLK1/SH2B1/KIF22/CDT1/AURKB/SPAG5/KIF18B/BIRC5/NDC80/SPC24/UBE2S/GEN1/NCAPH/BUB1/SPC25/TPX2/MYBL2/UBE2C/AURKA/RANBP1/CHEK2/SMC4/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/CDC25C/SPDL1/KIFC1/TTK/FBXO5/ANLN/NCAPG2/CDCA2/KIF4A/CENPI",71,"BP"
"GO:0000819","sister chromatid segregation","63/302","215/12185",6.73077516478645e-51,2.37259824558722e-48,2.02631757592518e-48,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/MZT1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/RMI2/PLK1/KIF22/CDT1/AURKB/SPAG5/CDC6/TOP2A/KIF18B/CDC27/BIRC5/NDC80/SPC24/GEN1/NCAPH/BUB1/SPC25/TPX2/MYBL2/UBE2C/CHEK2/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/SPDL1/KIFC1/TTK/FBXO5/NCAPG2/KIF4A/CENPI",63,"BP"
"GO:0000070","mitotic sister chromatid segregation","58/302","176/12185",4.01390421246493e-50,1.2127724870519e-47,1.03576836520148e-47,"CDCA8/CDC20/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/ZWINT/CDK1/KIF11/KIF18A/INCENP/CDCA5/NCAPD2/RACGAP1/ESPL1/KNTC1/MZT1/DLGAP5/BUB1B/KNSTRN/KNL1/NUSAP1/ZWILCH/KIF23/PRC1/PLK1/KIF22/CDT1/AURKB/SPAG5/KIF18B/BIRC5/NDC80/SPC24/GEN1/NCAPH/BUB1/SPC25/TPX2/MYBL2/UBE2C/CHEK2/SMC4/NCAPG/CENPE/MAD2L1/TRIP13/CENPK/CCNB1/SPDL1/KIFC1/TTK/FBXO5/NCAPG2/KIF4A/CENPI",58,"BP"
"GO:0044770","cell cycle phase transition","83/302","496/12185",1.27210460360433e-46,3.36312654577895e-44,2.87227828919083e-44,"E2F2/CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/CKS1B/IQGAP3/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/CDCA5/H2AX/CHEK1/FOXM1/RHNO1/ESPL1/TIMELESS/KNTC1/CENPJ/BRCA2/CDKN3/DLGAP5/BUB1B/KNL1/RAD51/WDR76/CCNB2/TIPIN/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/CDC27/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/UBE2S/RRM2/GEN1/MSH2/BUB1/SPC25/CDC25B/RBL1/FAM83D/UBE2C/AURKA/CDC45/CHEK2/GTSE1/FANCD2/TOPBP1/TACC3/CENPE/MAD2L1/CCNA2/TRIP13/CCNB1/CDC25C/SPDL1/TTK/FBXO5/ANLN/DBF4/MELK",83,"BP"
"GO:1901987","regulation of cell cycle phase transition","71/302","388/12185",2.81898951860093e-42,6.62462536871217e-40,5.65776141978852e-40,"CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/CDCA5/H2AX/CHEK1/RHNO1/ESPL1/TIMELESS/KNTC1/CENPJ/BRCA2/DLGAP5/BUB1B/KNL1/RAD51/WDR76/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/RRM2/GEN1/MSH2/BUB1/SPC25/CDC25B/RBL1/FAM83D/UBE2C/AURKA/CDC45/CHEK2/GTSE1/FANCD2/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/TTK/FBXO5/ANLN/DBF4",71,"BP"
"GO:0006260","DNA replication","59/302","260/12185",1.48384801227942e-40,3.13833854597096e-38,2.68029809375945e-38,"NASP/ORC1/CDC7/NUCKS1/DTL/MCM10/CDK1/RRM1/FAM111B/POLA2/POLD3/CHEK1/TIMELESS/PRIM1/RFC5/BRCA2/RFC3/POLE2/WDHD1/RAD51/PCLAF/PIF1/TIPIN/TICRR/BLM/CHTF18/RMI2/GINS2/CDT1/CDC6/BRCA1/EME1/TK1/RBBP8/CHAF1A/RNASEH2A/RRM2/GEN1/MCM6/GINS1/CHAF1B/CDC45/MCM5/TRAIP/POLQ/MCM2/TOPBP1/RFC4/CCNA2/GMNN/MCM3/MMS22L/FBXO5/RFC2/DBF4/ESCO2/GINS4/MCM4/DSCC1",59,"BP"
