Symbol,logFC
TTC27,-1.229674906
PHLDB1,0.766052484
CD74,4.464069597
ZRANB1,-0.616607499
NCDN,0.493410588
ZFP64,-0.067557658
MNAT1,-0.35193276
MRE11A,-0.879967589
PLEKHB1,3.779237126
SERPINB1,1.118369457
SPAST,-0.965181066
NRXN3,0.158725124
OSBPL5,0.103460417
AQR,-0.395530268
CPS1,-0.424068276
C20orf43,0.321319212
SLC45A4,0.440784142
RNF10,-0.088568845
ZNF839,-0.034222401
ZDHHC6,-0.495972513
GRAMD1B,0.353250303
RNH1,-0.021687084
NDUFS1,-0.064131346
RB1CC1,-0.344797622
ERP44,0.061391189
ALAS1,0.551163961
BIRC3,0.228135672
AKAP11,-0.099714753
GLRX2,-0.434530225
SNAPC1,-0.181022222
DERA,-0.556974785
STRAP,-0.443866236
ABCC2,-0.1998357
DEF6,0.704650528
GCLM,-0.83444986
UBR2,-0.253411093
EHD2,1.905017357
DEPDC1,-1.390341854
CCDC28A,0.155444447
RRAGD,0.159100926
HSF2,-0.887771855
PHF20,-0.35603798
HSD17B6,0.984317328
NR1H3,0.694896073
TYMP,1.747729427
NCAPH2,-0.721129543
TOMM34,0.622340566
SEC63,-0.45860427
KPNA6,0.101519932
FAS,0.694783194
RNASET2,0.492089265
CD44,1.070110618
AGPAT4,3.415868569
BTN3A1,2.482352605
MIPEP,0.098626563
PRKCH,0.021586708
IFNGR1,0.006023265
B4GALT7,1.163208518
SH2D2A,1.028245651
VRK2,-0.480450359
TNFRSF1B,0.092458454
VEZT,-0.034476642
POU2F2,-0.195603174
BRD9,0.048411406
SNX1,0.086148194
TBPL1,-0.71532632
ARNTL2,-1.208285411
BCLAF1,-1.175418718
SLC39A9,-0.197417372
ANK1,2.291561131
TFB1M,-0.43315894
RABEP1,-0.871647076
HMGB3,-0.796088402
NUP160,-1.387296078
BAK1,1.024050944
MUSK,-1.775566318
IKZF2,-0.175011731
GRN,0.964553792
FAM13B,0.023575436
ARHGAP31,-0.192778195
NR2E3,-0.292888956
CENPQ,-1.29721675
SARS,-0.330922218
RANBP3,-0.250311853
ARID4A,-0.491802115
TSSC1,0.381369653
PNPLA6,0.471724568
IFT88,-0.107834544
ALG1,0.173705378
ZCCHC8,-0.722467357
ABCF2,0.010239928
CHPF2,1.232139739
LRRC7,-1.018582262
FUT8,-0.111058667
UBA6,-0.786199372
GAB2,1.117352777
ATP6V0A1,0.692712037
PIAS1,-0.314634947
SLC4A7,-0.506111521
APBA2,-0.131450186
UHRF1,-1.747868169
MAP2K3,0.973974087
ASTE1,-0.398879595
RNF19A,0.456185834
PEX3,-0.48687803
SH3YL1,-0.399193089
FAM136A,-0.446728042
VCL,-0.014009899
DEPDC1B,-1.593861039
DAPK2,0.643810624
NSMAF,-0.744478741
ADSS,-0.636402283
TIMP2,1.482079599
RFC1,-0.598026219
TBC1D23,0.00935121
CUL3,-0.646707112
MYOM2,1.219610945
ZZZ3,-0.758257003
USP2,2.80491545
TUBG2,0.926179724
RPL26L1,0.028851759
NSUN2,-0.657154434
FBXO42,-0.053415465
MFAP3,0.129498236
MRI1,-0.010395428
METTL1,0.722906492
AGA,-0.159343703
PI4K2B,-0.934380114
BOD1L,-0.316901919
MAT2B,-0.206222088
TLL1,-0.75928378
EDC4,-0.285334363
TRIO,-0.037901518
CLEC16A,0.526382329
MSR1,-0.481655402
CDH1,-0.79390609
SKIV2L2,-0.985560486
DNAH5,-0.364143029
ZFYVE16,-0.536238666
FAM65A,-0.074390859
RAI14,-0.319708016
PNKP,0.582091034
PHLPP2,-0.561290257
CCDC99,-1.417746805
STAU2,-0.084523533
PQLC2,0.709205443
CTNS,0.535071444
RTN4R,0.158272815
PHF23,0.369623948
INPP4A,0.432350978
RAB27B,-0.209235345
PSMA4,-0.301376834
MYO16,-0.388222299
LSG1,-0.192523799
PARP3,0.842328734
TNC,-0.475618155
THAP3,-0.208445942
FAM65C,-0.683518638
TDP1,-0.926131087
AIFM2,0.177201783
SPATA7,0.049554287
MED17,-0.70900297
RETSAT,0.359662514
CAPG,2.344415599
AP2S1,0.535465939
USH2A,-0.123714792
ZPBP,-0.98976695
TG,-1.308266733
BARX2,1.402429569
DCUN1D1,-0.576776796
PHF15,-0.457882766
ZIC2,0.088311381
TRIT1,-0.602348709
CUL7,0.543638749
CTNNA1,-0.070063388
PHKA2,-0.373148365
CNTLN,-1.062869081
EPHA3,-1.026518035
HSPA5,0.068785303
DSG2,-0.280722957
GEMIN8,0.420893963
OFD1,-0.166215139
GPM6B,-0.996782735
PREX2,-0.507438516
WDR37,-0.39229533
YTHDC2,-0.529519644
CTPS2,-0.258253358
ATP6V1H,0.288984218
POLR2B,-0.439891698
FAM214A,0.46338369
ARAP2,-0.698749724
TPR,-0.577544841
KIAA0556,0.813644231
DTNBP1,0.002590163
ANO2,-0.366182802
C12orf4,-0.664692453
SCML1,-1.346649136
WWC3,-0.068287552
ARHGAP6,-0.803342087
FAM184B,-0.505556943
MAP4,-0.016867143
GOPC,0.251293339
USP28,-0.843156787
HDAC9,-1.109166433
TSPAN17,0.176355693
CC2D2A,0.510441258
RRM2B,1.718632514
ZNF800,-0.426632107
SNX29,-0.26777422
MRPS10,-0.321692782
RSF1,0.118610403
VPS13D,0.420964528
CELF2,-1.07753751
FAM120A,-0.387795324
R3HDM1,-0.625353999
KITLG,-0.638402425
ERCC8,-0.613651287
ADAMTS6,-0.406267544
H6PD,1.092232317
VAMP3,0.381759419
PER3,-0.469553448
EPN3,0.770760757
LTBP1,-0.342641919
RCN1,0.063219047
ELN,2.708396309
RFC2,-0.429441458
ARID1B,-0.371914035
CLPTM1L,-0.274116213
NEDD4L,0.118726343
PPP1R3F,0.411984281
HEXB,-0.396980507
PTCD2,-0.00311986
DKK3,3.262389542
ARHGEF5,0.321083152
NFE2L3,-0.306217697
CCDC90A,-0.74834975
LIMA1,0.730233729
LETMD1,0.029984487
SLC4A8,-0.370633709
LAMC3,1.462514771
PTGER3,0.499607601
MAPK9,-0.624577142
COL23A1,-0.284034505
BCAR1,0.585480706
FAM160A2,0.214786797
HERPUD1,0.470197627
HOMER3,0.640878716
RAD51,-1.252488341
POLQ,-0.956853538
PIK3CB,-0.277380393
CYBA,1.274474259
THOC3,-0.302797858
HEBP2,-0.029662529
MPHOSPH9,-0.961290389
PLEKHA5,-0.164469417
PRSS8,0.652540642
SIKE1,0.101598163
RRP12,-0.064041471
FNIP2,-0.027671096
MSMO1,0.14828557
TTC17,-0.065893711
ALX4,-0.536205497
FSTL4,0.531250632
FOXN3,-0.011459301
AKR7A2,0.577079369
MRTO4,-0.591182882
USE1,0.77885541
MCF2L2,-0.322015417
LAMA3,2.119983209
AP5M1,-0.378683629
ANAPC4,-0.744037763
KCNQ1,-0.267431315
TRAPPC3,-0.073410809
THRAP3,-0.561034391
PHPT1,1.100311369
ENTPD2,0.456087921
ARID4B,-0.038553535
OPN3,-0.286906304
SDCCAG8,0.663172982
HHAT,-0.536746552
KIF1B,0.098890186
FOXC1,-0.648941047
TBC1D22A,0.709298524
SYNE2,-1.126695669
PLEKHH1,0.842539811
ATP9A,0.409792193
FAM168A,-0.052935793
RELT,-0.688033244
NOP58,-0.982320668
C1orf144,-0.380734711
KCNH2,1.166802982
CUL1,-0.532287302
FAM114A2,-0.442211976
CYFIP2,2.55592631
TAB2,-0.06149982
C6orf72,-0.423452905
EIF2AK2,-0.796220091
USP36,0.184887849
MLL3,-0.411126752
PUM2,-0.750515429
MRPL43,-0.043172781
C4orf27,-0.953011251
ZFR,-0.767668859
ZNF280C,-0.321546409
TRAF1,0.298434887
RC3H2,-0.48707196
PCGF2,0.050647971
IL17RB,-0.868342656
DCBLD2,1.316192584
SOAT1,-0.577427017
PKP2,-0.641586512
MSH4,0.755746328
GDI2,-0.284251521
PRDM1,3.452346238
ATG5,-0.126673354
PITHD1,-0.602950633
MTA3,0.142262932
USP13,-0.958850495
ATP11B,-0.330087509
LAMC2,0.997778145
CDK14,-0.632215348
SEC61A1,0.122194731
PPP1R12A,-0.339804544
RASGRF1,0.922739662
CAMK2B,1.042164781
CROCC,0.125761887
POLR3E,-0.464535392
ATP2B4,0.34499097
ZC3H11A,-0.140192904
YIPF1,0.299406078
TMEM48,-1.193378344
DGKG,0.277190775
FLYWCH1,0.105070666
UNKL,-0.90292499
TBXAS1,0.9209514
PARP12,0.556241793
ALDH18A1,0.103830378
TARBP1,-0.122923619
PET112,0.287514362
MXD1,0.547157029
CDK17,-0.337702051
CTDP1,0.212149254
CSDA,-0.332618167
STYK1,1.343328768
WNK1,-0.117201122
RPS17P5,0.324192124
CCAR1,-0.2793959
OGFR,0.131925187
PIGV,0.727441271
PTPRU,3.103490745
SNRNP40,-0.741959317
RIMBP2,1.10825914
COL11A1,-1.090642464
QSER1,-1.185564821
BRP44L,0.255063013
ACAA1,1.027138212
BCAT1,-0.709021775
HDAC7,0.107643653
NCKAP1,-0.672844234
MRPS35,-0.474118942
SFSWAP,-0.253274222
TNK2,0.008894194
MON2,-0.266836752
CDH3,0.513505857
GPBP1,-0.376675797
DGAT2,0.352827463
ZNF285,0.011637049
ZFP112,0.011637049
ZNF285,0.011637049
ZFP112,0.011637049
ZNF285,0.011637049
ZFP112,0.011637049
ZNF285,0.011637049
ZFP112,0.011637049
CS,-0.286090522
MRPS24,-0.010306071
ELMO2,0.253287468
WAPAL,-0.35220249
VMP1,-0.156275491
APPBP2,-0.085551524
POLD1,-0.78381917
GLTSCR1,-0.306178786
SPHK2,1.627535075
RPL18,0.468558796
ISOC2,0.106769163
U2AF2,-0.336535067
EPN1,0.327745017
MED29,0.931345301
AHRR,0.102636892
ZNF275,-0.262981723
MTMR1,-0.342264551
GPC1,0.762645493
ADCK1,0.313538049
HAGH,0.395281122
RNF4,-0.14577558
CASP8,0.389693617
LIMCH1,0.672539172
ASUN,-0.867179205
TM7SF3,0.288218317
DLX3,-0.351464163
ST3GAL6,-0.49779746
ATP2C2,0.112862928
CDON,-0.282755985
TAF2,-0.537596204
HIPK2,0.168564075
TNPO3,-0.140209329
RFXANK,0.509433393
TMEM161A,0.491063032
LPAR2,0.3589547
CTSA,0.280856672
SUGP2,-0.313317652
SLC12A2,0.026452414
SNX24,-0.046251829
EYA2,-0.004450512
CNN2,0.3613325
ABCA7,1.092543303
DDX20,-0.743005557
FAR2,-0.787858422
BCAS1,1.671632715
SBNO2,0.13936099
PMS1,-1.174908744
HMG20B,0.142435819
TAF11,0.145663073
ANKS1A,-0.03213179
AP3D1,0.346151977
ZNF76,0.031349355
SLC9A3R2,0.320544709
NTHL1,0.152366195
UHRF1BP1,-0.820521738
GNAI3,-0.569838303
IPO5,-1.127676178
OAT,-0.265923606
WDR3,-0.683309631
PKN2,-0.387249113
WDR18,0.134162693
NTN1,-0.368578224
MCM10,-1.478140998
DGKA,2.125390353
ERBB3,0.054297462
ANKRD44,-0.982929008
KARS,-0.442661697
ADAT1,0.235809889
PDIA5,0.149285053
TBC1D22B,-0.324013794
NDUFB4,-0.033231727
SPEN,-0.433217485
MYLK,-0.759310476
ZC3H15,-0.645335625
MAP2K4,0.021969537
TMEM206,0.10596747
SLK,-0.538207457
CYB5R4,-0.928465453
COL17A1,2.889528585
GSTO2,0.049573102
SEC61A2,-0.536317705
TLE2,0.962599159
ASB1,-0.152629754
FAM107B,-0.821179434
ME1,-0.068357969
TBC1D1,0.299735293
CDK13,-0.461263917
MTHFD2,-0.950026193
SLC9A7,0.364518202
YBX1,-0.345626253
PDE4A,0.370247487
PPP2R5A,-0.26288886
CTNNA2,-0.452334175
ELAVL1,-0.563942469
DIP2B,-0.287952383
SMARCD1,0.150165967
KDM4A,0.358286267
NFYC,0.123709961
ZMYND12,1.54680369
SLC9A3,0.423289047
NGEF,0.658152474
ASPM,-1.681122009
ELOVL1,0.251470632
ZNRD1,-0.027855885
MPPED2,-0.590099554
ZBTB11,-0.731464569
ATXN3,-0.23882026
GOLGA5,0.407853955
FGFR2,0.617438862
LRRC40,-0.688502731
ISOC1,-1.04583633
EML1,0.075131747
MSANTD3,0.454769575
KIF26A,-0.577388596
ATG2B,-0.096650669
ARFGEF1,-0.253046754
ZFAT,0.09714901
MTFR1,-0.653952365
FECH,0.050921882
MYO9A,-0.418787469
PFKP,-0.113817361
IDI1,-0.548726167
SP100,-0.216444036
KLF6,0.898216325
PPAP2A,0.86239628
NEO1,0.326397819
TRAM1,-0.39580905
PHKA1,-0.202713555
TNFRSF1A,-0.325759101
CACNB1,0.766548662
EVI5,0.132265887
STOML1,1.25819874
PKM2,0.53076247
DHX29,-0.028413042
DNTTIP2,-0.587088593
METTL22,0.255568149
TP53BP1,-0.205894036
RRP15,-0.501100692
RHOA,-0.294454055
DHX8,0.101919329
PMS2P4,-0.168421057
PRKCZ,0.483152265
IARS2,-0.270587793
SYT1,-1.008005534
NAV3,-0.577186993
IDH3G,1.143176895
ROGDI,0.694754901
ROCK1,-0.476144796
CBFB,-0.697400958
PDK3,-0.081165001
HYAL2,0.754416021
HDAC4,-0.201821586
RASSF1,-0.678377351
FGFR3,-0.525876874
IFI35,0.663355742
HEATR6,0.114722816
COASY,0.152895887
PLEKHH3,0.29087939
MEF2A,-0.018607134
OTUD5,0.239404409
TFE3,0.575653061
TBC1D25,0.689476463
ACSL4,-0.370392423
INPP5A,-0.026459617
GPKOW,-0.189533254
GRIPAP1,0.410344021
FTSJ1,-0.68309583
PRR11,-0.638574257
REEP1,-1.67015082
ATP11A,-0.137186117
POLR1A,0.054889203
LAPTM4A,0.108138266
TTC7A,-0.462961338
IP6K2,0.401185609
SRBD1,-0.136670497
CYFIP1,0.324102606
KIF2A,-0.67744264
PSME4,-0.466972555
SIRT2,1.018956401
PPP2R5B,2.050967133
PITX1,-0.008415605
MAST4,0.339363533
SDK2,-0.4540075
NUP133,-0.755216202
NUCKS1,-0.740139273
VPS35,-0.282401707
DNAJA2,-0.382724336
BCL3,0.207235133
KCNAB2,0.401032177
GAL,-0.383099769
CLEC2D,-0.247479711
FUNDC1,0.119413455
MAOB,1.184127922
RORA,-0.195422259
TGFBR3,-0.322439211
KIAA1107,-0.516904544
PLA2G10,2.031960756
HES2,1.554566791
ATP1B3,-0.276448117
NEDD4,-0.855719338
PIGB,-0.794327162
MAPK6,-0.744292797
GNB5,-0.258644148
RAB27A,-1.190191159
CECR5,-0.436749313
UFD1L,-0.117259553
LRP6,-0.012070419
GUCY2C,0.827424661
PHRF1,-0.186495866
IKBKAP,-0.482483993
NUCB2,-0.2128214
PFN2,-0.452325272
PTPN3,0.133508382
SPTB,-0.194697751
SLC44A1,-0.325002796
C14orf101,0.210634407
SMG6,0.269039426
EXOC5,-0.484953184
CLTCL1,0.632108033
FSTL3,1.135017598
DGCR2,0.388943657
RNF126,0.025808631
MNT,0.090628538
ZXDC,-0.116181218
JMJD6,-0.271080903
POLB,-0.078478462
ST6GALNAC1,-0.521444107
WIPI1,1.016007593
GBA2,0.309873355
NDST1,0.529916582
ASNS,-1.166275547
AP3M2,-0.641296655
PABPC1,-0.100778602
TESK2,-0.659099247
C16orf80,-0.164714383
CSNK2A2,-0.562496066
PTPN21,-0.084893564
EIF2B3,-0.35791588
TCOF1,-0.694673594
CDC42,-0.098664108
OSBPL3,-0.019857426
RAD18,-0.951647632
ATP2B1,0.374746622
NCK2,0.327466203
MAP4K4,0.296864654
MGAT4A,-0.181084377
RPL31,0.052217566
WDR1,0.468655011
SNX13,0.152335051
ARHGAP10,-0.053997096
RPS6KA2,0.192074271
ING3,-0.717229503
VASH1,-0.054497761
WBSCR22,-0.002082307
SEL1L,-0.384262976
TRIP13,-0.79829126
ATP6AP1,0.634412109
TCF3,-0.600219965
DAZAP1,-0.52447002
MBD3,-0.136632973
HLTF,-0.726800693
FAM50A,1.112672106
FAM3A,0.891243674
CPSF1,-0.363350572
MYO3B,-0.491053373
PDCD2,-0.357013981
RDH11,0.123854309
PRKACA,0.279766408
LPHN1,-0.28099894
ACTN1,0.083100538
ZFYVE26,0.121043821
EPN2,0.157811849
PTPN18,-0.43588519
ALDH3A2,-0.293097835
TFRC,-0.526881307
SREBF1,-0.228604475
TRPC5,-1.218183936
AFF4,0.337962294
UBE2D1,-0.579663653
ASAH2C,0.753029568
SMC1A,-0.865910896
HSD17B10,0.861492338
MARK2,0.445390033
HMMR,-1.01410075
CHFR,0.527616871
TRHDE,-1.422170258
P4HA2,0.349793875
NFATC3,-0.372454159
TRNT1,-0.5387021
ACADVL,1.16574734
STK10,1.040883382
FBXW11,-0.346569023
ACAP1,2.020469859
DERL2,-0.258034215
SIDT1,1.553963795
NDE1,-0.288180733
TMEM38A,-0.135001522
AP1M1,0.631628168
PVR,0.187223171
IKBKG,0.19806697
XRCC1,-0.000139909
SCARB1,0.417308994
MCM2,-1.446689877
PANX2,1.296784951
TP63,-0.007296329
ALPK1,-0.094940408
LLGL2,0.084134768
PDE8A,-0.107561608
CLCN4,0.574805257
NLE1,-0.525424721
SDHA,0.579664082
SMARCE1,-0.609794519
FNDC8,0.147478064
GSDMB,1.201871326
KDM5A,0.001497685
PPP2R3A,-0.271081775
FERMT2,-0.740651494
PTGS2,3.597897704
IGF2BP2,-0.053954727
MAP3K13,-0.206618793
ST6GAL1,-0.084096038
VDAC1P1,-0.114989247
FRY,-0.673202536
PICALM,-0.214748348
NSF,0.468887462
GLI2,-0.606482853
CLASP1,-0.177904167
MRPS34,-0.270130681
NOTCH3,-0.978842823
CLNS1A,-0.636993397
PPP2R2C,-0.410220659
TEAD2,-0.714871124
EED,-0.698071265
CDHR2,0.89437858
TSG101,0.20420207
C17orf85,-0.031915817
CA12,1.818914729
MGLL,1.26814008
BCS1L,-0.518758228
NUAK1,-0.470015795
DPP8,-0.265967994
SLC24A1,0.515358707
ZNF532,0.154466469
LMAN1,-0.828106441
PTPLAD1,-0.619005766
IPCEF1,0.111383162
ZZEF1,0.344175067
ENO1,-0.025207101
C19orf10,0.380292862
ANO8,0.647973717
TUBE1,-1.151953522
ARHGEF10L,0.836183658
TXK,1.082167217
KCNQ2,1.408818705
TACR2,0.810980688
ACTR6,0.156024565
TIPIN,-1.040122555
SRI,-0.188501323
EIF4G3,0.142487599
NUP37,-0.850498216
SEMA3A,0.164730634
GTSE1,-0.567050021
SEMA3C,0.607113399
TTC38,-0.076241785
ACAT1,0.334733336
GRAMD4,0.543104793
CELSR1,-0.301221874
ZNF638,-0.631250349
SLC25A40,-0.956394022
TIMM21,-0.600691396
RASAL2,-0.569100781
C16orf7,1.453092506
ZNF37A,-0.214373643
MARK3,0.025488381
SLC25A3,-0.070626216
FNDC3B,0.288894034
FOSL2,0.2858151
FRYL,-0.01750985
TMEM131,-0.459963535
FSCN1,0.435493975
ACTB,0.181004255
MOCOS,-0.955522453
PLD1,0.555565233
WDR62,-1.076981687
DLG1,-0.238259136
RAB7A,-0.002962773
BCAP29,-0.481773782
SEC31B,0.688083821
SART3,-0.486662657
ARHGAP15,0.120592285
EXOSC7,-0.241812367
KIFAP3,0.943900925
MKRN2,-0.491407424
MCM6,-2.222403002
REXO2,0.231885407
RBMS2,0.400959604
BAZ2A,0.158968193
PTPN23,0.051130368
MLH1,-0.031579445
UNG,-1.169825107
FMO4,-0.125361929
KLHL20,0.078896509
SLC46A1,0.861902347
PLXNA2,0.601597409
SPAG5,-0.92651123
ANKRD13A,-0.144654229
TPD52,-0.216835452
ACACB,-0.319697876
TRAF4,0.841162117
PAG1,-0.43784389
GPATCH1,0.113819082
ICAM3,0.686733146
NT5C2,-0.239229239
GPC4,0.016739037
MBNL3,-0.581291698
CAMSAP3,-0.032522328
RAP1GAP,1.416620948
XAB2,-0.084403672
ARHGEF1,0.26497182
STXBP2,0.795826841
MAP2K7,-0.007481379
DGKD,0.486600019
CTTNBP2,0.899596465
RARB,-0.270177061
TOP2B,-0.674373065
TM9SF3,-0.455099708
NFKB2,0.550783132
UBE2T,-1.061898168
PPP1R12B,-0.406758203
DNAJC10,-0.130027345
GTF3C1,0.190722672
IL4R,0.428635598
USP33,-0.520158466
PAK3,-1.637262151
SNRPA,-0.617765549
DYNC1I2,-0.165237748
APBB1IP,-1.274088695
LRCH4,0.569564309
FAM76B,-0.992673255
SIRT6,0.360982674
POLD3,-1.232530118
CAPZB,0.562854272
GPR137B,0.080036722
NAALAD2,-0.605520026
PHF17,-1.410710491
SLC25A43,0.127479501
UBE2A,-0.127844557
GTF2I,0.177133681
SMC1B,-0.316041561
