Symbol,logFC
PHF20,0.111406677
HSD17B6,1.201280234
NR1H3,1.173236808
TYMP,1.381033375
NCAPH2,-0.486748033
TOMM34,-0.967525051
SEC63,-0.549954697
KPNA6,0.045805903
FAS,1.124753588
RNASET2,-0.97558233
CD44,0.395751602
AGPAT4,1.511855765
BTN3A1,1.138499477
MIPEP,0.183046168
PRKCH,0.759140135
IFNGR1,-0.076501307
B4GALT7,0.66073109
SH2D2A,0.696768191
VRK2,-0.113034046
TNFRSF1B,-0.46094122
VEZT,-0.030716417
POU2F2,1.242624832
BRD9,0.737387568
SNX1,-0.307650429
TBPL1,-0.593701833
ARNTL2,-0.938774792
BCLAF1,-1.193193507
SLC39A9,-0.335727241
ANK1,2.619495828
TFB1M,-0.509571196
RABEP1,-0.044254397
HMGB3,0.145629679
NUP160,-1.031439727
BAK1,-0.079016521
MUSK,1.507752184
IKZF2,1.68074516
GRN,-0.407386469
FAM13B,0.273016621
ARHGAP31,0.104375921
NR2E3,1.224155154
CENPQ,-0.388146386
SARS,-0.29943383
RANBP3,-0.551950014
ARID4A,0.334270877
TSSC1,0.357206798
PNPLA6,0.595968359
IFT88,0.488351264
ALG1,-0.580479575
ZCCHC8,-0.915753591
ABCF2,-0.59276495
CHPF2,0.1918346
LRRC7,0.558984117
FUT8,0.145605958
UBA6,-0.862109277
GAB2,0.23834817
ATP6V0A1,0.707558068
PIAS1,0.353124689
SLC4A7,0.072693014
APBA2,1.810090308
UHRF1,-1.503388841
MAP2K3,0.576295862
ASTE1,-2.513417846
RNF19A,0.044074268
PEX3,-0.42723328
SH3YL1,-0.511966448
FAM136A,-0.747131592
VCL,-0.285673079
DEPDC1B,-0.661983732
DAPK2,0.701557213
NSMAF,-0.649934529
ADSS,-1.400381051
TIMP2,0.982977326
RFC1,-0.277391163
TBC1D23,-0.211248219
CUL3,-0.739707335
MYOM2,1.154844071
ZZZ3,-0.398236279
USP2,3.044037669
TUBG2,0.202645799
RPL26L1,0.4026151
NSUN2,-1.069213732
FBXO42,-0.028851317
MFAP3,-0.447883114
MRI1,-0.025363635
METTL1,0.002858548
AGA,-0.272561937
PI4K2B,-0.627137653
BOD1L,0.085040996
MAT2B,0.009356234
TLL1,0.966552096
EDC4,-1.256647071
TRIO,0.007653389
CLEC16A,0.712101299
MSR1,1.437442801
CDH1,-0.001969059
SKIV2L2,-1.35728093
DNAH5,0.853814191
ZFYVE16,-0.275463589
FAM65A,-1.009353325
RAI14,0.177476847
PNKP,0.324146948
PHLPP2,-1.46808896
CCDC99,-0.687259231
STAU2,-0.044839384
PQLC2,0.737525714
CTNS,0.321067147
RTN4R,-0.677686595
PHF23,0.374334055
INPP4A,0.245844063
RAB27B,-0.52110961
PSMA4,0.18218882
MYO16,0.866578728
LSG1,-0.571992189
PARP3,0.046415973
TNC,2.369586196
THAP3,0.012591692
FAM65C,0.243587843
TDP1,-0.873583676
AIFM2,0.116341651
SPATA7,0.610631287
MED17,-0.394098323
RETSAT,-0.525592559
CAPG,1.31638364
AP2S1,0.826803455
USH2A,0.177761669
ZPBP,0.228342079
TG,0.426844637
BARX2,0.683982427
DCUN1D1,-0.773910897
PHF15,-0.523078882
ZIC2,-0.126198951
TRIT1,-0.340178602
CUL7,-0.057259795
CTNNA1,-0.186781127
PHKA2,-0.787459904
CNTLN,-0.088099849
EPHA3,0.658830842
HSPA5,0.005462711
DSG2,-0.573665722
GEMIN8,0.451187846
OFD1,-0.007150506
GPM6B,0.614177806
PREX2,1.353181262
WDR37,-0.571581633
YTHDC2,-0.581720294
CTPS2,-0.180907301
ATP6V1H,-0.024149467
POLR2B,-1.106841579
FAM214A,0.423298858
ARAP2,-0.130404611
TPR,-0.302904523
KIAA0556,0.411340856
DTNBP1,0.095037054
ANO2,0.906951403
C12orf4,-0.320294134
SCML1,-1.646334252
WWC3,0.071820653
ARHGAP6,0.028724205
FAM184B,0.261971301
MAP4,-0.5357833
GOPC,0.653729044
USP28,-0.334997178
HDAC9,0.812432945
TSPAN17,-0.164945022
CC2D2A,1.11853787
RRM2B,1.527491393
ZNF800,-0.525556618
SNX29,1.215984127
MRPS10,-0.252465915
RSF1,0.501317961
VPS13D,0.037682006
CELF2,0.365716863
FAM120A,-0.514150189
R3HDM1,-0.390400592
KITLG,0.45232315
ERCC8,-0.15197956
ADAMTS6,1.470081187
H6PD,0.603894293
VAMP3,0.060844715
PER3,-0.149956685
EPN3,1.296651465
LTBP1,0.427622397
RCN1,0.303566871
ELN,2.531403427
RFC2,-0.29073687
ARID1B,-0.070111166
CLPTM1L,-0.253474993
NEDD4L,0.176801437
PPP1R3F,0.613126939
HEXB,0.237666776
PTCD2,-0.117190777
DKK3,3.358483399
ARHGEF5,-0.280579505
NFE2L3,-0.4954409
CCDC90A,-0.593146565
LIMA1,0.285980217
LETMD1,-0.096101536
SLC4A8,0.94055561
LAMC3,1.175465887
PTGER3,2.195609243
MAPK9,-0.672760206
COL23A1,1.225452834
BCAR1,-0.557314345
FAM160A2,-0.512814474
HERPUD1,0.219839026
HOMER3,0.513516961
RAD51,-0.93566102
POLQ,-0.557964882
PIK3CB,-0.140347611
CYBA,0.878384047
THOC3,-0.337494495
HEBP2,0.258719425
MPHOSPH9,-0.998473379
PLEKHA5,0.229277644
PRSS8,-0.545615191
SIKE1,-0.282442041
RRP12,-0.077180543
FNIP2,0.146613261
MSMO1,-0.595849828
TTC17,0.045719377
ALX4,2.063000209
FSTL4,1.147712911
FOXN3,-0.073258143
AKR7A2,0.572916915
MRTO4,-0.065022487
USE1,0.739453576
MCF2L2,0.521838579
LAMA3,1.852691893
AP5M1,-0.833243112
ANAPC4,-0.100543462
KCNQ1,0.141066854
TRAPPC3,-0.471342784
THRAP3,-0.045805183
PHPT1,0.795023635
ENTPD2,-0.705092455
ARID4B,0.471228072
OPN3,-0.191639074
SDCCAG8,0.902585992
HHAT,0.050909027
KIF1B,-0.095931136
FOXC1,-0.997433523
TBC1D22A,0.881666416
SYNE2,0.644557799
PLEKHH1,0.210797781
ATP9A,0.307718177
FAM168A,0.233586587
RELT,-2.072990837
NOP58,-0.493974668
C1orf144,0.054174629
KCNH2,0.496448191
CUL1,-0.438965043
FAM114A2,-0.240341209
CYFIP2,1.817801116
TAB2,0.162734484
C6orf72,-0.356067573
EIF2AK2,-0.763617488
USP36,0.284867462
MLL3,0.165324781
PUM2,-0.494357721
MRPL43,0.256794063
C4orf27,-0.024559249
ZFR,-0.906202063
ZNF280C,-0.452483897
TRAF1,-0.038172142
RC3H2,-0.14892975
PCGF2,-0.043075509
IL17RB,-0.592062183
DCBLD2,0.662404822
SOAT1,-0.645950732
PKP2,-0.441107192
MSH4,0.099306967
GDI2,-0.139052458
PRDM1,3.143973671
ATG5,0.264336202
PITHD1,-0.408364445
MTA3,0.261907185
USP13,-0.300075759
ATP11B,-0.525443
LAMC2,0.503997079
CDK14,1.005941424
SEC61A1,-1.205892843
PPP1R12A,0.251439628
RASGRF1,2.696923644
CAMK2B,1.432515279
CROCC,-0.103357044
POLR3E,-0.687298397
ATP2B4,0.439825013
ZC3H11A,-0.436208552
YIPF1,0.524802518
TMEM48,-0.873777704
DGKG,0.6480638
FLYWCH1,-0.676350276
UNKL,-0.704551944
TBXAS1,0.6486405
PARP12,0.111443207
ALDH18A1,-0.152655713
TARBP1,-0.39022177
PET112,0.223843905
MXD1,-0.199534465
CDK17,-0.129985439
CTDP1,-0.293682272
CSDA,0.010533964
STYK1,0.588114245
WNK1,-0.16733968
RPS17P5,0.725392657
CCAR1,0.732318126
OGFR,-0.267602568
PIGV,0.141787038
PTPRU,2.607076618
SNRNP40,-0.445445019
RIMBP2,0.881697022
COL11A1,1.507080444
QSER1,-1.113582433
BRP44L,0.385725383
ACAA1,-0.5930963
BCAT1,-0.698959604
HDAC7,-0.021045032
NCKAP1,-0.942539043
MRPS35,-0.422445931
SFSWAP,0.035067909
TNK2,-0.430714313
MON2,-0.166172396
CDH3,0.239029499
GPBP1,-0.30849885
DGAT2,-0.704147081
ZNF285,0.75939903
ZFP112,0.75939903
ZNF285,0.75939903
ZFP112,0.75939903
ZNF285,0.75939903
ZFP112,0.75939903
ZNF285,0.75939903
ZFP112,0.75939903
CS,-0.668555967
MRPS24,0.490373245
ELMO2,-0.312441149
WAPAL,-0.673865617
VMP1,-0.043680179
APPBP2,0.256536683
POLD1,-0.700941525
GLTSCR1,-0.139724465
SPHK2,0.191137437
RPL18,0.477297517
ISOC2,0.139861697
U2AF2,-0.799518822
EPN1,-0.544153268
MED29,0.812549359
AHRR,0.135875985
ZNF275,-0.575986492
MTMR1,-0.396731855
GPC1,-0.106880344
ADCK1,0.376274965
HAGH,0.155452546
RNF4,-0.180790263
CASP8,0.005371073
LIMCH1,1.457240994
ASUN,-0.718911694
TM7SF3,-0.392704914
DLX3,-0.607310513
ST3GAL6,-0.588216189
ATP2C2,-0.646366539
CDON,-0.316089526
TAF2,-0.597236781
HIPK2,-0.100434992
TNPO3,0.074593264
RFXANK,0.657578464
TMEM161A,0.414766085
LPAR2,0.097886101
CTSA,-0.015123163
SUGP2,-0.247101137
SLC12A2,-0.22299035
SNX24,0.41867341
EYA2,1.789470422
CNN2,-0.046252174
ABCA7,1.006701769
DDX20,-0.262210707
FAR2,-0.424159347
BCAS1,1.963591254
SBNO2,0.020151926
PMS1,-1.144999662
HMG20B,-0.062259999
TAF11,0.398420813
ANKS1A,-0.256256222
AP3D1,0.346775346
ZNF76,0.003000066
SLC9A3R2,-0.078462865
NTHL1,0.379093355
UHRF1BP1,-1.039444893
GNAI3,-0.709616965
IPO5,-0.49638698
OAT,0.090391056
WDR3,-1.288078933
PKN2,-0.051206614
WDR18,0.366806698
NTN1,1.03885424
MCM10,-1.696031272
DGKA,1.544022886
ERBB3,-0.584284274
ANKRD44,0.318348442
KARS,-0.667766683
ADAT1,-1.673604808
PDIA5,-0.189631555
TBC1D22B,0.334858258
NDUFB4,0.276332743
SPEN,-0.480293105
MYLK,0.88867103
ZC3H15,-0.040917456
MAP2K4,0.174907487
TMEM206,0.280210072
SLK,-0.42727099
CYB5R4,-0.177872863
COL17A1,1.705206679
GSTO2,0.566672069
SEC61A2,-0.68639206
TLE2,0.626572633
ASB1,-0.282482138
FAM107B,1.349029724
ME1,-0.317835324
TBC1D1,0.093389035
CDK13,-0.859639145
MTHFD2,-0.872224588
SLC9A7,0.255684848
YBX1,-0.281527323
PDE4A,0.794422853
PPP2R5A,-0.51678868
CTNNA2,0.452116323
ELAVL1,-0.335018377
DIP2B,-0.005815117
SMARCD1,0.115635633
KDM4A,-0.515929689
NFYC,-0.102278022
ZMYND12,1.300922597
SLC9A3,-0.964167254
NGEF,0.736413374
ASPM,-0.986696123
ELOVL1,-0.738669267
ZNRD1,0.615948644
MPPED2,1.314225792
ZBTB11,-0.970247853
ATXN3,-0.18879169
GOLGA5,-0.25126753
FGFR2,0.679007068
LRRC40,-0.892719627
ISOC1,-1.104193755
EML1,1.584520409
MSANTD3,0.484281386
KIF26A,-1.0733473
ATG2B,-0.385743457
ARFGEF1,-0.040565552
ZFAT,0.409759561
MTFR1,-0.431814521
FECH,0.158449774
MYO9A,-0.162892688
PFKP,-0.623861259
IDI1,-1.155112506
SP100,-0.00890907
KLF6,0.381826385
PPAP2A,0.95880845
NEO1,0.219340702
TRAM1,-1.307865367
PHKA1,-0.223857586
TNFRSF1A,-0.573793355
CACNB1,0.134446486
EVI5,0.439168758
STOML1,0.703216353
PKM2,-0.248841903
DHX29,-0.037572639
DNTTIP2,-0.682707746
METTL22,0.588889772
TP53BP1,-0.559789202
RRP15,-0.088355498
RHOA,-0.262657562
DHX8,-0.194496293
PMS2P4,-0.018447349
PRKCZ,-0.578353298
IARS2,0.124017613
SYT1,0.914663178
NAV3,0.054416419
IDH3G,0.146018929
ROGDI,0.270227454
ROCK1,0.047661717
CBFB,-0.625825912
PDK3,0.405810737
HYAL2,0.082512316
HDAC4,-0.242271862
RASSF1,-0.749715668
FGFR3,-0.576286668
IFI35,0.143501951
HEATR6,-0.253443396
COASY,-0.385962539
PLEKHH3,-0.204798672
MEF2A,0.16609603
OTUD5,-0.321762525
TFE3,-0.361717188
TBC1D25,0.244616464
ACSL4,-0.992121866
INPP5A,-0.303517336
GPKOW,-0.303341569
GRIPAP1,0.023050621
FTSJ1,-0.130141012
PRR11,-0.009631778
REEP1,2.337460268
ATP11A,-0.301354949
POLR1A,-0.435765326
LAPTM4A,-0.179721094
TTC7A,-0.73960458
IP6K2,0.074493767
SRBD1,-0.43312736
CYFIP1,-0.111247859
KIF2A,-0.454464954
PSME4,-0.150776151
SIRT2,0.556588659
PPP2R5B,0.642231051
PITX1,-0.05891792
MAST4,1.061351332
SDK2,1.019503116
NUP133,-0.352709183
NUCKS1,0.082400012
VPS35,-0.714165259
DNAJA2,-0.285847647
BCL3,0.192453431
KCNAB2,-0.27234381
GAL,0.022042833
CLEC2D,0.306986386
FUNDC1,0.525021162
MAOB,1.427203404
RORA,0.874843586
TGFBR3,-0.188613467
KIAA1107,-0.736832289
PLA2G10,1.213480885
HES2,1.456102934
ATP1B3,-0.210933516
NEDD4,-0.629951735
PIGB,-1.082980833
MAPK6,-0.672747694
GNB5,-0.523461578
RAB27A,-0.00099027
CECR5,-0.53935839
UFD1L,0.084525622
LRP6,0.252312887
GUCY2C,0.206344354
PHRF1,-0.871357481
IKBKAP,-0.49127796
NUCB2,0.279901014
PFN2,-0.331655101
PTPN3,-0.593266059
SPTB,-0.051127037
SLC44A1,-0.879408866
C14orf101,0.159503499
SMG6,0.122750401
EXOC5,-0.39225895
CLTCL1,0.737109664
FSTL3,0.042882093
DGCR2,-0.401507072
RNF126,-0.131471929
MNT,0.067517181
ZXDC,-0.290092112
JMJD6,-0.75538942
POLB,0.291754125
ST6GALNAC1,-0.062288129
WIPI1,0.779687446
GBA2,-0.563694918
NDST1,-0.46403803
ASNS,-1.426934534
AP3M2,-0.446090224
PABPC1,0.55839948
TESK2,0.036177466
C16orf80,-0.185391632
CSNK2A2,-0.788753878
PTPN21,0.277086054
EIF2B3,0.104400274
TCOF1,-0.695623007
CDC42,-0.193818365
OSBPL3,0.210786462
RAD18,-0.741999224
ATP2B1,0.359585423
NCK2,-0.254272398
MAP4K4,0.532077867
MGAT4A,-0.037133402
RPL31,0.609009787
WDR1,0.017680942
SNX13,0.105959315
ARHGAP10,0.456319911
RPS6KA2,0.017199909
ING3,-0.436582581
VASH1,-0.30127596
WBSCR22,0.361716671
SEL1L,-0.530568261
TRIP13,-0.706242138
ATP6AP1,0.420782591
TCF3,-0.64399351
DAZAP1,-0.799307191
MBD3,-0.072870426
HLTF,-0.984643692
FAM50A,0.912028588
FAM3A,0.487439055
CPSF1,-0.360274539
MYO3B,0.885293577
PDCD2,-0.170856474
RDH11,-1.994874021
PRKACA,-0.55859584
LPHN1,-0.472349048
ACTN1,-0.176045743
ZFYVE26,-0.091599687
EPN2,-0.066092317
PTPN18,-0.202847858
ALDH3A2,-0.357841817
TFRC,-1.099031232
SREBF1,-0.492546233
TRPC5,0.153961622
AFF4,-0.132983276
UBE2D1,-0.245929666
ASAH2C,0.130772347
SMC1A,-0.831125489
HSD17B10,0.834702864
MARK2,0.046720052
HMMR,-0.496301501
CHFR,-0.096984845
TRHDE,-0.020704697
P4HA2,-0.130610801
NFATC3,0.280533686
TRNT1,-0.650792429
ACADVL,0.104275846
STK10,0.62524123
FBXW11,-0.170053384
ACAP1,2.381506305
DERL2,-0.353447981
SIDT1,1.473776243
NDE1,-0.230480175
TMEM38A,-0.185338539
AP1M1,0.055369976
PVR,-0.270879629
IKBKG,-0.18265091
XRCC1,-0.410750231
SCARB1,-0.056917886
MCM2,-1.509459156
PANX2,0.508849588
TP63,1.467606244
ALPK1,0.408371785
LLGL2,0.262687649
PDE8A,-0.13574593
CLCN4,0.379003497
NLE1,-0.393189218
SDHA,0.426087937
SMARCE1,-0.580215545
FNDC8,0.620582457
GSDMB,0.444897439
KDM5A,0.533914887
PPP2R3A,0.241466582
FERMT2,0.800401979
PTGS2,1.733416792
IGF2BP2,0.109372784
MAP3K13,0.413478846
ST6GAL1,-0.363295298
VDAC1P1,-1.129375733
FRY,1.39337657
PICALM,-0.637287041
NSF,-0.10539827
GLI2,1.077712962
CLASP1,-0.21718208
MRPS34,-0.0515072
NOTCH3,0.100262561
CLNS1A,-0.409441561
PPP2R2C,0.508824639
TEAD2,-0.473142582
EED,-0.3680631
CDHR2,1.567285664
TSG101,0.54465859
C17orf85,-0.14423277
CA12,0.255758332
MGLL,0.445440646
BCS1L,-0.925324704
NUAK1,-0.252058804
DPP8,-0.408377176
SLC24A1,0.927749584
ZNF532,-0.298760809
LMAN1,-0.969726336
PTPLAD1,-0.650559253
IPCEF1,1.768280186
ZZEF1,0.106871505
ENO1,-0.547621472
C19orf10,0.236441693
ANO8,-0.826065376
TUBE1,-1.060649224
ARHGEF10L,0.72085341
TXK,1.309897637
KCNQ2,0.420709384
TACR2,0.443619722
ACTR6,0.232603762
TIPIN,-0.497257882
SRI,0.079752886
EIF4G3,0.066095085
NUP37,-0.788633073
SEMA3A,0.951127802
GTSE1,-0.173627389
SEMA3C,0.499709901
TTC38,-0.395905265
ACAT1,-0.194487615
GRAMD4,0.359785237
CELSR1,-0.099389412
ZNF638,-0.528797847
SLC25A40,-0.78188546
TIMM21,-0.756835796
RASAL2,0.069627336
C16orf7,1.082114297
ZNF37A,0.01191057
MARK3,0.067545846
SLC25A3,0.024028073
FNDC3B,0.623692092
FOSL2,-0.385935235
FRYL,0.18361224
TMEM131,0.13026722
FSCN1,-0.347441701
ACTB,0.20433169
MOCOS,-0.639854269
PLD1,0.37153205
WDR62,-0.592229787
DLG1,-0.179662574
RAB7A,-0.27704488
BCAP29,-0.253202599
SEC31B,0.503340765
SART3,-0.166376737
ARHGAP15,1.430605898
EXOSC7,-0.501442183
KIFAP3,0.202064484
MKRN2,-0.756265875
MCM6,-2.314119335
REXO2,-0.033821845
RBMS2,0.743360745
BAZ2A,0.404835874
PTPN23,-0.262367808
MLH1,-0.225684651
UNG,-1.526599184
FMO4,0.510197376
KLHL20,-0.2580427
SLC46A1,0.061225423
PLXNA2,0.096026925
SPAG5,-0.081389446
ANKRD13A,0.507062766
TPD52,-0.066887314
ACACB,-0.433062375
TRAF4,0.722717074
PAG1,-0.411023638
GPATCH1,0.469922589
ICAM3,-0.18441718
NT5C2,-0.411824959
GPC4,-0.535570845
MBNL3,0.939026192
CAMSAP3,-0.332996025
RAP1GAP,1.221644096
XAB2,0.271147666
ARHGEF1,-0.18956209
STXBP2,0.306872975
MAP2K7,-0.046760629
DGKD,0.05852977
CTTNBP2,1.126650839
RARB,1.10872398
TOP2B,-0.256787503
TM9SF3,-0.906298406
NFKB2,-0.281529793
UBE2T,-0.258349094
PPP1R12B,0.102587502
DNAJC10,-0.848398089
GTF3C1,0.15594418
IL4R,0.242771538
USP33,-0.056963368
PAK3,1.040575283
SNRPA,0.168390242
DYNC1I2,-0.195469639
APBB1IP,2.280783187
LRCH4,-0.069255292
FAM76B,-1.249186206
SIRT6,-0.237598733
POLD3,-1.33541073
CAPZB,0.226258197
GPR137B,-0.324802351
NAALAD2,-0.333539291
PHF17,-1.124704069
SLC25A43,0.169941216
UBE2A,-0.364297957
GTF2I,0.466511161
SMC1B,0.901812227
ITGA8,0.771232147
MAP2,0.504274604
PIAS2,1.228774943
