ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category
GO:0007059,chromosome segregation,202/4414,373/12185,5.99E-13,3.25E-09,2.84E-09,64793/10726/192670/55143/991/11004/6491/23421/163786/29899/84722/11243/83540/55732/91687/259266/140609/9928/127829/4751/1063/11130/983/5728/3832/64210/84445/9126/4288/81930/1642/3619/29901/113130/10524/4361/472/23310/9918/196528/29127/6602/9700/8086/6601/10540/9735/5901/55743/221150/55835/5925/440145/10426/54930/9985/9787/8110/7517/23015/440270/701/90417/57082/11339/51203/55142/9133/55055/9493/9055/116028/5347/3835/80152/27183/100130958/55839/81620/83903/9212/7156/26073/10615/990/7153/6605/7283/27175/8678/672/284071/146909/996/3837/56155/348235/83990/332/201254/1453/10403/57132/55125/8780/115106/220134/6597/147841/256126/93323/23354/8193/2068/729440/23636/348654/79172/10097/23397/699/64682/57405/9874/51776/151246/55355/22974/9371/79980/81610/4605/11065/6790/81027/54069/11200/11144/79019/56852/2177/151648/7155/6599/152185/10274/10051/1894/10460/79441/64151/1060/1062/4085/84057/79884/79682/9319/64105/891/64946/55781/26112/9232/54908/1843/203068/10919/3833/55166/26054/7272/387103/348995/26271/57492/9031/9275/6604/54892/54984/157313/157570/23212/92421/2669/9134/5885/225689/54801/51510/10592/55755/2801/29882/1654/8243/24137/2491/56271/55559/2316,202,Biological Process
GO:0045930,negative regulation of mitotic cell cycle,120/4414,209/12185,2.70E-10,6.28E-07,5.48E-07,25949/6118/63967/55143/991/1263/4998/65123/4582/83540/339479/7832/51514/1063/11130/983/5728/55367/1028/65975/3619/5883/10263/595/4361/472/1111/1017/79035/4193/144455/694/51347/51499/9735/55743/28984/5925/652/677/7517/701/57082/51065/54962/55055/5371/90381/641/123879/5347/9344/5934/8883/27183/55159/8720/83903/9212/51379/54475/990/672/284071/80279/146956/10040/56155/9368/332/10403/147841/348654/4436/699/57405/51776/64859/580/58190/5933/10950/11200/51512/2177/7508/10217/1499/10201/79858/11073/604/4085/9319/10769/891/900/54908/1843/2296/9656/8870/1026/7272/26271/10457/835/54984/23087/92421/4683/5885/27085/23513/1030/2619/8555/5774/55755/138151,120,Biological Process
GO:0000280,nuclear division,183/4414,350/12185,3.66E-10,6.28E-07,5.48E-07,54361/64793/10726/192670/55143/991/11004/4774/164045/84722/11022/83540/259266/9928/4751/1063/11130/983/5728/9585/3832/9126/4288/5719/3481/1028/81930/1642/3619/113130/10524/8815/79703/4041/9633/4361/472/1111/23310/10635/9918/11331/29127/9700/8086/10540/9735/5901/55743/675/8900/28984/5925/440145/79866/10419/9985/57697/652/9787/3306/5890/7517/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/84464/5347/3835/55512/27183/100130958/81620/2175/84501/83903/9212/26073/10615/5892/7153/7283/27175/8678/284071/146909/3837/146956/10040/56155/5889/83990/8877/332/201254/10403/57132/55125/147841/256126/729440/23636/27338/348654/10097/23397/699/5000/57405/994/22974/9371/79980/4605/11065/6790/5902/11200/3976/57026/11144/5155/2177/151648/7155/10201/7474/152185/10274/10051/64151/1060/1062/4085/84057/79884/9319/64105/891/995/9232/54908/1843/4488/10919/3833/116138/55023/7272/26271/54443/9031/858/54892/54984/80346/157313/23212/92421/25788/9134/5885/27085/225689/4781/51510/80010/8555/10592/55755/2801/54461/8243/24137/2491/2316,183,Biological Process
GO:0006261,DNA-templated DNA replication,93/4414,153/12185,4.65E-10,6.28E-07,5.48E-07,4998/8317/142/55388/1763/6240/79733/2237/23649/57804/10714/4361/1663/1017/8914/5557/144455/5985/5426/675/5983/57697/5427/11169/5888/54962/90381/641/63922/23594/64785/54921/55159/51659/81620/79915/990/672/80174/11143/146956/7083/201254/9984/57418/10498/3978/5424/348654/84083/4175/5000/4999/580/50485/5111/84515/9837/25939/8318/4174/10293/10721/4171/11073/5984/604/353497/259282/5981/201973/51053/4172/5558/23595/253714/26271/5425/5982/10926/4176/222229/7486/84296/4173/4683/9134/50484/79075/4796/9401/1025/5422,93,Biological Process
GO:0098813,nuclear chromosome segregation,146/4414,268/12185,5.79E-10,6.28E-07,5.48E-07,10726/192670/55143/991/11004/84722/11243/83540/259266/9928/4751/1063/11130/983/5728/3832/9126/81930/1642/3619/113130/10524/4361/472/23310/9918/196528/29127/6602/9700/8086/6601/10540/9735/5901/55743/5925/440145/9985/9787/8110/7517/701/90417/57082/51203/9133/55055/9493/9055/116028/5347/3835/27183/100130958/81620/83903/9212/26073/10615/990/7153/6605/7283/27175/8678/284071/146909/996/3837/56155/83990/332/10403/57132/55125/6597/147841/256126/8193/729440/23636/348654/10097/23397/699/64682/57405/51776/22974/9371/79980/81610/4605/11065/6790/11200/11144/2177/151648/7155/6599/152185/10274/10051/1894/10460/64151/1060/1062/4085/84057/79884/9319/64105/891/55781/9232/54908/1843/10919/3833/55166/7272/26271/57492/9031/9275/6604/54892/54984/23212/92421/2669/9134/5885/225689/51510/10592/55755/2801/29882/8243/24137/2491/2316,146,Biological Process
GO:0045786,negative regulation of cell cycle,175/4414,334/12185,7.20E-10,6.52E-07,5.69E-07,25949/6118/63967/55143/991/1263/4998/65123/4582/83540/51603/339479/7832/4751/25896/51514/1063/2074/11130/983/1763/5728/55367/1028/65975/10527/79733/3619/6494/5883/10263/595/4361/472/57646/3014/1111/83695/3164/9700/1017/79035/8914/4193/144455/694/51347/51499/9735/55743/26524/675/28984/5925/79621/8451/652/677/7517/23368/701/57082/5888/7158/79968/51065/54962/55055/5371/90381/641/9894/899/9088/4682/9738/123879/5347/9344/5934/8883/27183/55159/8720/81620/83903/388324/9212/93649/90313/51379/54475/990/672/284071/124790/80279/146956/10040/56155/83990/9368/332/9984/10403/147841/7040/22809/348654/4436/27429/699/57405/51776/64859/580/58190/3623/650/1869/5933/10950/8318/11200/3976/51512/6300/2177/7508/10217/1499/10201/79858/11073/604/4085/836/9319/10769/891/9555/900/54908/1843/2296/51053/9656/8870/1432/1026/7272/23376/5796/26271/2852/10457/9031/835/1020/54984/23087/92421/4683/5885/27085/23513/1029/1030/2619/8555/5774/55755/138151/6839/64061,175,Biological Process
GO:0000819,sister chromatid segregation,121/4414,215/12185,1.25E-09,9.71E-07,8.47E-07,10726/55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/9126/81930/3619/113130/10524/472/23310/9918/196528/29127/6602/9700/8086/6601/10540/9735/5901/55743/5925/440145/9787/8110/7517/701/90417/57082/51203/55055/9493/9055/116028/5347/3835/27183/81620/83903/9212/26073/10615/990/7153/6605/7283/27175/8678/146909/996/3837/56155/332/10403/57132/55125/6597/147841/8193/729440/23636/348654/23397/699/64682/57405/51776/22974/9371/79980/4605/11065/11200/7155/6599/152185/10274/10051/10460/64151/1060/1062/4085/79884/9319/64105/891/55781/54908/1843/3833/7272/26271/57492/9031/9275/6604/54892/54984/23212/92421/5885/225689/51510/10592/55755/2801/29882/8243/24137/2491/2316,121,Biological Process
GO:0006260,DNA replication,141/4414,260/12185,1.71E-09,1.16E-06,1.01E-06,3399/6118/4678/4998/4774/8317/51514/142/55388/983/1763/27343/9126/150/6240/79733/6749/374393/2237/23649/57804/10714/4361/1111/5763/1663/466/1017/8914/5557/4673/144455/5985/5426/675/5983/79596/11198/57697/5427/11169/51550/5888/1854/9768/80119/54962/90381/641/63922/84464/116028/23594/64785/54921/55159/51659/81620/7126/79915/990/672/80174/11143/146956/7083/201254/9984/125476/57418/4782/10036/10498/10535/4784/3978/10856/5424/246243/6241/348654/7349/84083/4175/5000/4999/580/50485/5111/84515/9837/25939/8208/8318/4174/10293/10721/4171/11073/253461/5984/604/353497/259282/5981/23244/890/201973/51053/10919/27154/5429/4172/5558/23595/253714/26271/6119/5425/1956/5982/10926/4176/222229/157570/7486/84296/4173/4683/9134/50484/79075/4796/9401/4781/80010/1025/7270/5931/5422/64061,141,Biological Process
GO:0007093,mitotic cell cycle checkpoint signaling,83/4414,138/12185,8.06E-09,4.86E-06,4.24E-06,25949/6118/63967/55143/991/1263/4998/65123/4582/83540/51514/1063/11130/983/55367/65975/3619/5883/595/4361/472/1111/1017/79035/4193/51347/51499/9735/55743/7517/701/57082/51065/54962/55055/5371/90381/641/5347/9344/8883/27183/55159/8720/83903/9212/990/672/80279/146956/56155/332/10403/147841/348654/4436/699/57405/51776/64859/580/11200/51512/2177/7508/79858/11073/4085/9319/10769/891/900/54908/1843/9656/8870/1026/7272/835/92421/4683/8555/55755,83,Biological Process
GO:0007346,regulation of mitotic cell cycle,215/4414,439/12185,1.76E-08,9.55E-06,8.34E-06,25949/6118/63967/55143/991/1263/6491/1031/4998/8317/163786/65123/1163/4582/4921/83540/5087/339479/140609/9928/7832/4751/51514/1063/11130/983/5728/9585/4288/55367/3481/1028/6240/65975/1642/3619/113130/5883/10263/4041/595/4361/472/1111/11331/196528/6602/9700/1017/6601/79035/1019/4193/144455/694/51347/51499/9735/55743/55835/675/28984/5925/79621/79866/8451/10419/652/9787/3306/5890/677/8110/5641/7517/4212/701/57082/51203/51065/54962/55055/5371/90381/8826/641/9088/123879/5347/9344/1540/5934/8883/55512/27183/55159/8720/83903/9212/26073/51379/79915/54475/990/6605/672/284071/80174/996/80279/146956/10040/56155/5889/5578/9368/8877/332/10403/6597/147841/8193/2068/23636/3398/51692/6868/6241/348654/4436/699/64682/57405/51776/64859/580/58190/994/1869/5933/11065/6790/10950/150094/23331/11200/57026/5155/51512/2177/7508/7325/10217/1499/6599/993/10201/79858/11073/604/1062/4085/9319/10769/891/55781/995/10011/900/54908/1843/2296/51053/9656/8870/1026/55023/7272/26271/57492/6119/10457/54443/1956/9275/255374/55904/858/835/6604/54984/4824/157313/23087/1978/92421/4683/50484/5885/27085/23513/1029/1030/51754/6461/2619/8555/5774/55755/138151/54461/29882/6990/1654/11040,215,Biological Process
