ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category
GO:0007059,chromosome segregation,95/302,373/12185,7.84E-72,1.66E-68,1.42E-68,55143/991/11004/6491/23421/163786/29899/84722/83540/91687/259266/9928/4751/1063/11130/983/3832/4288/81930/3619/113130/9918/29127/9700/9735/221150/55835/440145/9787/701/90417/57082/11339/51203/9133/55055/9493/9055/116028/54820/5347/3835/81620/9212/10615/990/7153/672/146909/996/348235/83990/332/10403/220134/147841/348654/79172/23397/699/57405/151246/55355/22974/81610/4605/11065/6790/11200/79019/2177/151648/10051/1894/10460/64151/1062/4085/84057/79682/9319/64105/891/64946/9232/54908/3833/7272/387103/26271/54892/157313/157570/24137/2491,95,Biological Process
GO:0000280,nuclear division,89/302,350/12185,6.37E-67,6.74E-64,5.76E-64,55143/991/11004/8438/84722/83540/259266/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/9633/1111/10635/9918/29127/9700/9735/675/440145/79866/9787/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/25970/3835/81620/2175/9212/10615/7153/146909/146956/83990/332/10403/147841/27338/348654/23397/699/57405/994/22974/4605/11065/6790/5902/11200/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/54908/3833/7272/26271/54443/54892/157313/4603/25788/24137/2491,89,Biological Process
GO:0048285,organelle fission,89/302,393/12185,3.83E-62,2.70E-59,2.30E-59,55143/991/11004/8438/84722/83540/259266/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/9633/1111/10635/9918/29127/9700/9735/675/440145/79866/9787/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/25970/3835/81620/2175/9212/10615/7153/146909/146956/83990/332/10403/147841/27338/348654/23397/699/57405/994/22974/4605/11065/6790/5902/11200/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/54908/3833/7272/26271/54443/54892/157313/4603/25788/24137/2491,89,Biological Process
GO:0098813,nuclear chromosome segregation,73/302,268/12185,1.09E-56,5.75E-54,4.91E-54,55143/991/11004/84722/83540/259266/9928/4751/1063/11130/983/3832/81930/3619/113130/9918/29127/9700/9735/440145/9787/701/90417/57082/51203/9133/55055/9493/9055/116028/5347/3835/81620/9212/10615/990/7153/146909/996/83990/332/10403/147841/348654/23397/699/57405/22974/81610/4605/11065/6790/11200/2177/151648/10051/1894/10460/64151/1062/4085/84057/9319/64105/891/9232/54908/3833/7272/26271/54892/24137/2491,73,Biological Process
GO:0140014,mitotic nuclear division,71/302,250/12185,1.71E-56,7.22E-54,6.17E-54,55143/991/11004/84722/83540/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/1111/9918/29127/9700/9735/440145/79866/9787/701/90417/57082/51203/55055/9493/9055/9088/54820/5347/25970/3835/81620/9212/10615/146909/332/10403/147841/27338/348654/23397/699/57405/22974/4605/11065/6790/5902/11200/10051/64151/1062/4085/9319/64105/891/995/54908/3833/7272/26271/54443/54892/157313/24137/2491,71,Biological Process
GO:0000819,sister chromatid segregation,63/302,215/12185,6.73E-51,2.37E-48,2.03E-48,55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/113130/9918/29127/9700/9735/440145/9787/701/90417/57082/51203/55055/9493/9055/116028/5347/3835/81620/9212/10615/990/7153/146909/996/332/10403/147841/348654/23397/699/57405/22974/4605/11065/11200/10051/10460/64151/1062/4085/9319/64105/891/54908/3833/7272/26271/54892/24137/2491,63,Biological Process
GO:0000070,mitotic sister chromatid segregation,58/302,176/12185,4.01E-50,1.21E-47,1.04E-47,55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/113130/9918/29127/9700/9735/440145/9787/701/90417/57082/51203/55055/9493/9055/5347/3835/81620/9212/10615/146909/332/10403/147841/348654/23397/699/57405/22974/4605/11065/11200/10051/64151/1062/4085/9319/64105/891/54908/3833/7272/26271/54892/24137/2491,58,Biological Process
GO:0044770,cell cycle phase transition,83/302,496/12185,1.27E-46,3.36E-44,2.87E-44,1870/63967/55143/991/6491/1031/4998/8317/163786/1163/128239/83540/9928/51514/1063/11130/983/6240/3619/113130/3014/1111/2305/83695/9700/8914/9735/55835/675/1033/9787/701/57082/5888/79968/9133/54962/55055/90381/641/899/9088/5347/81620/9212/990/672/996/146956/83990/332/10403/5932/147841/27338/6241/348654/4436/699/57405/994/5933/81610/11065/6790/8318/11200/51512/2177/11073/10460/1062/4085/890/9319/891/995/54908/7272/26271/54443/10926/9833,83,Biological Process
GO:1901987,regulation of cell cycle phase transition,71/302,388/12185,2.82E-42,6.62E-40,5.66E-40,63967/55143/991/6491/1031/4998/8317/163786/83540/9928/51514/1063/11130/983/6240/3619/113130/3014/1111/83695/9700/8914/9735/55835/675/9787/701/57082/5888/79968/54962/55055/90381/641/9088/5347/81620/9212/990/672/146956/83990/332/10403/5932/147841/6241/348654/4436/699/57405/994/5933/81610/11065/6790/8318/11200/51512/2177/11073/1062/4085/9319/891/995/54908/7272/26271/54443/10926,71,Biological Process
GO:0006260,DNA replication,59/302,260/12185,1.48E-40,3.14E-38,2.68E-38,4678/4998/8317/64710/51514/55388/983/6240/374393/23649/10714/1111/8914/5557/5985/675/5983/5427/11169/5888/9768/80119/54962/90381/641/63922/116028/51659/81620/990/672/146956/7083/5932/10036/10535/6241/348654/4175/9837/8208/8318/4174/10293/10721/4171/11073/5984/890/51053/4172/253714/26271/5982/10926/157570/84296/4173/79075,59,Biological Process
GO:0044772,mitotic cell cycle phase transition,69/302,409/12185,1.23E-38,2.36E-36,2.01E-36,1870/63967/55143/991/6491/1031/4998/8317/163786/1163/128239/83540/9928/51514/1063/11130/983/6240/3619/113130/1111/2305/9700/9735/55835/1033/9787/701/57082/9133/55055/90381/641/899/9088/5347/9212/990/672/996/332/10403/5932/147841/27338/6241/348654/699/57405/994/5933/11065/6790/11200/51512/11073/10460/1062/4085/890/9319/891/995/54908/7272/26271/54443/10926/9833,69,Biological Process
GO:0007346,regulation of mitotic cell cycle,71/302,439/12185,1.55E-38,2.74E-36,2.34E-36,63967/55143/991/6491/1031/4998/8317/163786/1163/83540/9928/4751/51514/1063/11130/983/9585/4288/6240/3619/113130/1111/9700/9735/55835/675/79866/9787/701/57082/51203/54962/55055/90381/641/9088/5347/25970/9212/990/672/996/146956/332/10403/5932/147841/6241/348654/4436/699/57405/994/5933/11065/6790/11200/51512/2177/11073/1062/4085/9319/891/995/54908/51053/7272/26271/54443/157313,71,Biological Process
GO:0000075,cell cycle checkpoint signaling,49/302,185/12185,4.07E-37,6.62E-35,5.66E-35,63967/55143/991/4998/83540/51514/1063/11130/983/3619/3014/1111/83695/8914/9735/675/701/57082/5888/79968/54962/55055/90381/641/5347/81620/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/8318/11200/51512/2177/11073/4085/9319/891/54908/7272,49,Biological Process
GO:0006261,DNA-templated DNA replication,45/302,153/12185,2.46E-36,3.72E-34,3.18E-34,4998/8317/64710/55388/6240/23649/10714/8914/5557/5985/675/5983/5427/11169/5888/54962/90381/641/63922/51659/81620/990/672/146956/7083/5932/348654/4175/9837/8318/4174/10293/10721/4171/11073/5984/51053/4172/253714/26271/5982/10926/84296/4173/79075,45,Biological Process
GO:0051983,regulation of chromosome segregation,41/302,122/12185,8.20E-36,1.16E-33,9.88E-34,55143/991/11004/83540/1063/11130/983/4288/3619/9918/9700/9735/9787/701/57082/55055/116028/5347/9212/990/996/332/10403/147841/348654/23397/699/57405/11065/10051/10460/64151/1062/4085/9319/891/54908/7272/26271/54892/157313,41,Biological Process
GO:0007088,regulation of mitotic nuclear division,38/302,102/12185,3.26E-35,4.31E-33,3.68E-33,55143/991/83540/4751/1063/11130/9585/4288/3619/1111/9700/9735/79866/9787/701/57082/51203/55055/9088/5347/25970/9212/332/10403/147841/348654/699/57405/11065/6790/4085/9319/891/995/54908/7272/26271/157313,38,Biological Process
GO:1901988,negative regulation of cell cycle phase transition,52/302,236/12185,5.26E-35,6.54E-33,5.59E-33,63967/55143/991/4998/83540/51514/1063/11130/983/3619/3014/1111/83695/8914/9735/675/701/57082/5888/79968/54962/55055/90381/641/9088/5347/81620/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/5933/8318/11200/51512/2177/11073/4085/9319/891/54908/7272/26271,52,Biological Process
GO:0010948,negative regulation of cell cycle process,55/302,273/12185,7.51E-35,8.82E-33,7.53E-33,63967/55143/991/4998/83540/4751/51514/1063/11130/983/3619/3014/1111/83695/9700/8914/9735/675/701/57082/5888/79968/54962/55055/90381/641/899/9088/5347/81620/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/5933/8318/11200/51512/2177/11073/4085/9319/891/54908/7272/26271,55,Biological Process
GO:0051783,regulation of nuclear division,39/302,118/12185,9.14E-34,1.02E-31,8.69E-32,55143/991/83540/4751/1063/11130/9585/4288/3619/1111/10635/9700/9735/79866/9787/701/57082/51203/55055/9088/5347/25970/9212/332/10403/147841/348654/699/57405/11065/6790/4085/9319/891/995/54908/7272/26271/157313,39,Biological Process
GO:0090068,positive regulation of cell cycle process,48/302,208/12185,2.59E-33,2.74E-31,2.34E-31,55143/991/6491/8317/163786/29899/9928/51514/983/9585/6240/3619/113130/83695/10635/9918/29127/9700/11113/55835/9787/51203/9493/25970/9212/10615/990/332/10403/6241/348654/23397/699/994/81610/11065/6790/5902/10051/1894/64151/4085/10733/891/995/26271/10926/54892,48,Biological Process
