ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category
GO:0007059,chromosome segregation,81/198,373/12185,1.25E-71,1.62E-68,1.23E-68,55143/991/11004/6491/29899/84722/83540/259266/9928/4751/1063/11130/983/3832/4288/81930/3619/9918/29127/9700/221150/9787/701/57082/11339/51203/9133/55055/9493/9055/116028/54820/5347/81620/9212/10615/990/7153/146909/83990/332/10403/220134/147841/79172/23397/699/57405/151246/55355/22974/79980/81610/4605/11065/6790/11200/79019/2177/151648/10051/1894/10460/64151/1062/4085/84057/79682/9319/64105/891/64946/9232/3833/7272/387103/54892/157313/157570/24137/2491,81,Biological Process
GO:0000280,nuclear division,73/198,350/12185,1.45E-62,9.32E-60,7.10E-60,55143/991/11004/8438/84722/83540/259266/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/10635/9918/29127/9700/675/79866/9787/701/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/81620/9212/10615/7153/146909/83990/332/10403/147841/27338/23397/699/57405/22974/79980/4605/11065/6790/11200/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/3833/7272/54443/54892/157313/24137/2491,73,Biological Process
GO:0098813,nuclear chromosome segregation,65/198,268/12185,7.72E-60,3.32E-57,2.53E-57,55143/991/11004/84722/83540/259266/9928/4751/1063/11130/983/3832/81930/3619/9918/29127/9700/9787/701/57082/51203/9133/55055/9493/9055/116028/5347/81620/9212/10615/990/7153/146909/83990/332/10403/147841/23397/699/57405/22974/79980/81610/4605/11065/6790/11200/2177/151648/10051/1894/10460/64151/1062/4085/84057/9319/64105/891/9232/3833/7272/54892/24137/2491,65,Biological Process
GO:0048285,organelle fission,73/198,393/12185,1.12E-58,3.61E-56,2.75E-56,55143/991/11004/8438/84722/83540/259266/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/10635/9918/29127/9700/675/79866/9787/701/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/81620/9212/10615/7153/146909/83990/332/10403/147841/27338/23397/699/57405/22974/79980/4605/11065/6790/11200/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/3833/7272/54443/54892/157313/24137/2491,73,Biological Process
GO:0140014,mitotic nuclear division,61/198,250/12185,3.97E-56,1.03E-53,7.81E-54,55143/991/11004/84722/83540/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/9918/29127/9700/79866/9787/701/57082/51203/55055/9493/9055/9088/54820/5347/81620/9212/10615/146909/332/10403/147841/27338/23397/699/57405/22974/79980/4605/11065/6790/11200/10051/64151/1062/4085/9319/64105/891/995/3833/7272/54443/54892/157313/24137/2491,61,Biological Process
GO:0000819,sister chromatid segregation,55/198,215/12185,1.31E-51,2.83E-49,2.15E-49,55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/9918/29127/9700/9787/701/57082/51203/55055/9493/9055/116028/5347/81620/9212/10615/990/7153/146909/332/10403/147841/23397/699/57405/22974/79980/4605/11065/11200/10051/10460/64151/1062/4085/9319/64105/891/3833/7272/54892/24137/2491,55,Biological Process
GO:0000070,mitotic sister chromatid segregation,51/198,176/12185,8.07E-51,1.49E-48,1.13E-48,55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/9918/29127/9700/9787/701/57082/51203/55055/9493/9055/5347/81620/9212/10615/146909/332/10403/147841/23397/699/57405/22974/79980/4605/11065/11200/10051/64151/1062/4085/9319/64105/891/3833/7272/54892/24137/2491,51,Biological Process
GO:0044770,cell cycle phase transition,61/198,496/12185,2.11E-37,3.41E-35,2.60E-35,1870/63967/55143/991/6491/4998/8317/128239/83540/9928/51514/1063/11130/983/6240/3619/3014/2305/9700/8914/675/1033/9787/701/57082/5888/79968/9133/55055/90381/641/9088/5347/81620/9212/990/83990/332/10403/147841/27338/6241/699/57405/81610/11065/6790/8318/11200/51512/2177/10460/1062/4085/890/9319/891/995/7272/54443/9833,61,Biological Process
GO:0006260,DNA replication,47/198,260/12185,2.45E-36,3.52E-34,2.68E-34,4678/4998/8317/51514/55388/983/6240/374393/23649/10714/8914/5557/5985/675/5983/5427/11169/5888/9768/80119/90381/641/116028/51659/81620/990/7083/10036/10535/6241/4175/9837/8208/8318/4174/10293/10721/4171/5984/890/51053/4172/253714/5982/157570/4173/79075,47,Biological Process
GO:0051983,regulation of chromosome segregation,36/198,122/12185,4.90E-36,6.32E-34,4.82E-34,55143/991/11004/83540/1063/11130/983/4288/3619/9918/9700/9787/701/57082/55055/116028/5347/9212/990/332/10403/147841/23397/699/57405/11065/10051/10460/64151/1062/4085/9319/891/7272/54892/157313,36,Biological Process
