ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category
GO:0007059,chromosome segregation,170/3017,373/12185,5.49E-19,2.96E-15,2.72E-15,10459/64793/55143/991/11004/6491/55706/23421/163786/29899/84722/83540/55732/91687/7175/259266/9928/4751/1063/126731/11130/983/5728/3832/64210/9126/4288/10844/81930/3619/113130/4361/23310/9918/196528/29127/9700/10540/9735/5901/221150/55835/440145/10426/57820/54930/9985/9787/8110/23015/440270/701/90417/57082/11339/51203/9133/55055/9493/9055/116028/54820/5347/3835/100130958/55839/81620/83903/9212/7156/10615/990/7153/29893/8678/672/146909/996/3837/56155/348235/83990/9400/332/10403/57132/55125/220134/147841/93323/55201/8193/2068/23636/51112/79677/348654/79172/22924/27436/23397/699/64682/57405/9874/151246/55355/22974/9371/128866/79980/81610/4605/11065/6790/81027/54069/11200/11144/79019/29781/56852/2177/151648/7155/10274/10051/1894/10460/79441/64151/1060/1062/4085/84057/79682/9319/25836/64105/891/64946/26112/9232/54908/203068/3833/55166/7272/387103/348995/26271/9031/9275/6604/54892/9639/157313/157570/7013/9134/5885/225689/54801/10592/55755/8243/24137/2491/56271/55559,170,Biological Process
GO:0000280,nuclear division,160/3017,350/12185,4.34E-18,1.17E-14,1.08E-14,10459/64793/55143/991/11004/8438/55706/84722/11022/83540/7175/259266/9928/4751/1063/126731/84930/11130/983/5728/9585/3832/9126/4288/5719/3481/1028/81930/3619/113130/9633/4361/1111/23310/10635/9918/11331/29127/9700/10540/9735/5901/675/8900/440145/79866/57820/9985/57697/9787/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/84464/54820/5347/3835/100130958/81620/2175/83903/9212/10615/7153/29893/8678/146909/3837/146956/10040/56155/5889/83990/8877/332/10403/57132/55125/147841/23636/27338/348654/6683/27436/23397/699/57405/994/23236/22974/9371/128866/79980/4605/11065/6790/5902/11200/3976/11144/5155/29781/2177/151648/7155/7474/10274/10051/64151/1060/255324/1062/4085/84057/9319/25836/64105/891/995/9232/54908/4488/3833/116138/9820/23113/55023/7272/26271/6196/54443/9031/858/54892/9639/80346/157313/4603/7013/25788/9134/5885/27085/225689/4781/80010/1164/10592/55755/54461/8243/24137/2491,160,Biological Process
GO:0006260,DNA replication,128/3017,260/12185,6.62E-18,1.19E-14,1.09E-14,3399/6118/5928/4678/4998/8317/8412/1660/51514/142/55388/2658/983/1763/27343/9126/79892/6240/79733/374393/2237/23649/57804/10714/4361/1111/5763/1663/1017/8914/5557/4673/144455/5985/5426/675/5983/79596/11198/57697/5427/11169/5888/1854/9768/80119/54962/90381/641/63922/84464/116028/23594/64785/55159/51659/81620/7126/79915/990/672/80174/11143/146956/9400/7083/9984/125476/4782/10036/10535/4784/10856/5424/6241/348654/7349/84083/4175/580/5111/84515/9837/25939/29980/8208/8318/4174/10293/10721/4171/11073/253461/5984/353497/23244/890/201973/51053/3159/27154/5429/4172/5558/253714/26271/6119/1956/5982/10926/4176/222229/157570/7486/84296/4173/7013/4683/9134/50484/79075/4796/9401/4781/80010/5931/5422/64061,128,Biological Process
GO:0006261,DNA-templated DNA replication,84/3017,153/12185,1.06E-15,1.44E-12,1.32E-12,4998/8317/142/55388/1763/79892/6240/79733/2237/23649/57804/10714/4361/1663/1017/8914/5557/144455/5985/5426/675/5983/57697/5427/11169/5888/54962/90381/641/63922/23594/64785/55159/51659/81620/79915/990/672/80174/11143/146956/9400/7083/9984/5424/348654/84083/4175/580/5111/84515/9837/25939/29980/8318/4174/10293/10721/4171/11073/5984/353497/201973/51053/3159/4172/5558/253714/26271/5982/10926/4176/222229/7486/84296/4173/7013/4683/9134/50484/79075/4796/9401/5422,84,Biological Process
GO:0048285,organelle fission,167/3017,393/12185,3.85E-15,4.15E-12,3.82E-12,10459/64793/55143/991/11004/8438/55706/84722/11022/83540/7175/259266/9928/4751/1063/126731/84930/11130/983/5728/9585/3832/9126/4288/5719/3481/1028/81930/3619/113130/9633/4361/1111/23310/10635/9918/11331/29127/9700/6773/10540/1634/9735/5901/192111/675/8900/440145/79866/57820/9985/57697/9787/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/84464/54820/5347/3835/55737/100130958/81620/2175/83903/9212/10615/7153/29893/8678/146909/4137/3837/146956/10040/56155/5889/83990/8877/332/10403/57132/55125/147841/23636/27338/348654/6683/27436/23397/699/57405/994/23236/22974/9371/128866/79980/4605/11065/6790/5902/11200/3976/11144/5155/29781/2177/151648/7155/7474/10274/10051/64151/1060/255324/1062/4085/84057/9319/25836/64105/891/995/9232/54908/4488/3833/116138/9820/23113/55023/7272/113115/26271/5071/6196/54443/9031/858/54892/9639/80346/157313/4603/7013/25788/9134/5885/27085/225689/4781/80010/1164/10592/55755/54461/8243/24137/2491,167,Biological Process
GO:0098813,nuclear chromosome segregation,122/3017,268/12185,6.40E-14,5.75E-11,5.28E-11,10459/55143/991/11004/55706/84722/83540/7175/259266/9928/4751/1063/126731/11130/983/5728/3832/9126/81930/3619/113130/4361/23310/9918/196528/29127/9700/10540/9735/5901/440145/57820/9985/9787/8110/701/90417/57082/51203/9133/55055/9493/9055/116028/5347/3835/100130958/81620/83903/9212/10615/990/7153/29893/8678/146909/996/3837/56155/83990/332/10403/57132/55125/147841/55201/8193/23636/51112/348654/27436/23397/699/64682/57405/22974/9371/128866/79980/81610/4605/11065/6790/11200/11144/29781/2177/151648/7155/10274/10051/1894/10460/64151/1060/1062/4085/84057/9319/25836/64105/891/9232/54908/3833/55166/7272/26271/9031/9275/6604/54892/9639/7013/9134/5885/225689/10592/55755/8243/24137/2491,122,Biological Process
GO:0140014,mitotic nuclear division,115/3017,250/12185,1.40E-13,1.08E-10,9.93E-11,10459/64793/55143/991/11004/84722/83540/7175/9928/4751/1063/126731/11130/983/9585/3832/9126/4288/3481/1028/81930/3619/113130/1111/23310/9918/11331/29127/9700/10540/9735/5901/440145/79866/9787/701/90417/57082/51203/55055/9493/9055/9088/54820/5347/3835/81620/83903/9212/10615/8678/146909/3837/10040/56155/8877/332/10403/57132/55125/147841/23636/27338/348654/6683/27436/23397/699/57405/22974/9371/128866/79980/4605/11065/6790/5902/11200/5155/29781/10274/10051/64151/1060/255324/1062/4085/9319/25836/64105/891/995/54908/3833/9820/23113/55023/7272/26271/54443/9031/858/54892/9639/80346/157313/5885/27085/4781/10592/55755/54461/8243/24137/2491,115,Biological Process
GO:0090068,positive regulation of cell cycle process,100/3017,208/12185,1.90E-13,1.28E-10,1.18E-10,55143/991/6491/8317/163786/29899/4921/5087/7175/9928/51514/983/9585/3481/6240/79733/2237/3619/113130/85459/23310/65125/83695/894/10635/9918/11331/1663/29127/9700/1019/4193/144455/11113/55835/7027/9787/51203/9493/1543/5336/9212/10615/79915/990/8678/80174/5889/6909/8877/332/9984/10403/23636/51692/6241/79677/348654/6683/23397/699/994/23236/9371/81610/11065/6790/5902/5155/29781/56852/7325/993/7474/10051/1894/64151/255324/4085/10733/891/84250/9555/995/4869/4488/55023/26271/57057/1956/10926/255374/221908/6604/54892/50484/5885/27085/225689/10592,100,Biological Process
GO:0000070,mitotic sister chromatid segregation,86/3017,176/12185,3.07E-12,1.84E-09,1.69E-09,10459/55143/991/11004/84722/83540/7175/9928/4751/1063/126731/11130/983/3832/9126/81930/3619/113130/23310/9918/29127/9700/10540/9735/5901/440145/9787/701/90417/57082/51203/55055/9493/9055/5347/3835/81620/83903/9212/10615/8678/146909/3837/56155/332/10403/57132/55125/147841/23636/348654/27436/23397/699/57405/22974/9371/128866/79980/4605/11065/11200/29781/10274/10051/64151/1060/1062/4085/9319/25836/64105/891/54908/3833/7272/26271/9031/54892/9639/5885/10592/55755/8243/24137/2491,86,Biological Process
GO:0000819,sister chromatid segregation,99/3017,215/12185,6.56E-12,3.54E-09,3.25E-09,10459/55143/991/11004/84722/83540/7175/9928/4751/1063/126731/11130/983/3832/9126/81930/3619/113130/23310/9918/196528/29127/9700/10540/9735/5901/440145/9787/8110/701/90417/57082/51203/55055/9493/9055/116028/5347/3835/81620/83903/9212/10615/990/7153/8678/146909/996/3837/56155/332/10403/57132/55125/147841/8193/23636/348654/27436/23397/699/64682/57405/22974/9371/128866/79980/4605/11065/11200/29781/7155/10274/10051/10460/64151/1060/1062/4085/9319/25836/64105/891/54908/3833/7272/26271/9031/9275/6604/54892/9639/5885/225689/10592/55755/8243/24137/2491,99,Biological Process
GO:0006310,DNA recombination,116/3017,268/12185,1.61E-11,7.89E-09,7.25E-09,10459/79000/6118/8438/8317/56893/142/9156/54537/64210/27343/54780/23075/2237/4361/3014/1111/83695/10635/1108/196528/79035/8914/8089/55010/7374/3146/675/57820/7011/9985/57697/5888/80119/641/84464/116028/2521/55159/54386/51659/55135/7156/79915/7153/29893/672/78995/146956/5889/83990/3838/9400/9984/23347/51444/125476/29128/9466/7040/7515/2068/10856/79677/348654/4436/2956/200558/84083/4175/55183/64859/3329/580/84515/25939/8318/4174/3005/11144/2177/7155/57599/64332/10721/3836/4171/11073/7037/7468/353497/84057/3148/9319/25836/7518/84250/3006/9025/116138/4172/253714/6119/4176/7516/7486/84296/4173/4683/25788/5885/4796/9401/80010/55086/3149,116,Biological Process
GO:1901987,regulation of cell cycle phase transition,154/3017,388/12185,3.13E-11,1.41E-08,1.29E-08,26270/10459/60672/6118/63967/55143/991/1263/6491/1031/4998/8317/163786/4921/83540/5087/7175/9928/25896/51514/1063/11130/983/1763/5728/55367/1028/6240/3619/113130/5883/10263/4361/57646/3014/1111/83695/894/11331/196528/9700/1017/79035/8914/1019/4193/144455/55198/51499/9735/55835/675/79621/7027/5720/9787/8110/701/57082/5888/79968/51065/54962/55055/5371/1543/90381/641/9088/123879/5347/8883/55159/5336/8720/81620/83903/9212/79915/990/672/80174/80279/146956/56155/5889/6909/83990/332/9984/10403/84444/147841/25959/8193/2068/84446/51692/6241/348654/4436/699/57405/64859/580/58190/994/23236/1869/5933/81610/11065/6790/29980/8318/56241/11200/51512/2177/7508/7325/10217/993/26060/11073/4291/1062/4085/9319/10769/891/9555/995/54908/4869/56658/9656/1026/7272/26271/10457/54443/1956/9275/10926/1021/255374/6604/4683/50484/5885/27085/225689/55755,154,Biological Process
GO:1903046,meiotic cell cycle process,70/3017,138/12185,3.69E-11,1.53E-08,1.40E-08,991/8438/55706/11022/83540/259266/84930/5728/5719/81930/3619/9633/4361/23310/10635/9918/9700/675/8900/57820/9985/57697/5888/9133/9088/84464/5347/100130958/2175/7153/29893/146956/56155/5889/83990/10403/2956/23397/994/23236/6790/3976/11144/29781/2177/151648/7155/993/7474/10051/1060/1909/84057/9319/995/9232/4488/116138/7272/26271/6196/4603/7013/25788/9134/5885/225689/80010/1164/10592,70,Biological Process
GO:0000075,cell cycle checkpoint signaling,86/3017,185/12185,8.63E-11,3.06E-08,2.81E-08,26270/10459/6118/63967/55143/991/1263/4998/83540/7175/25896/51514/1063/11130/983/1763/55367/3619/5883/4361/57646/3014/1111/83695/1017/79035/8914/4193/51499/9735/675/79621/701/57082/5888/79968/51065/54962/55055/5371/90381/641/5347/8883/55159/8720/81620/83903/9212/990/672/80279/146956/56155/83990/332/9984/10403/84444/147841/84446/348654/4436/699/57405/64859/580/1869/29980/8318/11200/51512/2177/7508/11073/4085/9319/10769/891/54908/56658/9656/1026/7272/4683/55755,86,Biological Process
GO:0044770,cell cycle phase transition,186/3017,496/12185,8.85E-11,3.06E-08,2.81E-08,26270/10459/60672/1870/6118/10657/63967/55143/991/1263/6491/1031/4998/8317/163786/1163/128239/4921/83540/5087/7175/9928/5129/25896/51514/1063/84930/219771/11130/983/1763/5728/55367/9024/1028/6240/6881/3619/113130/5883/10263/4361/57646/3014/1111/2305/83695/894/11331/196528/9700/1017/79035/8914/1019/4193/144455/55198/51499/9735/5426/55835/675/8900/79621/7027/5720/1033/9787/8110/701/57082/5888/79968/9133/51065/54962/55055/5371/1543/90381/641/899/9088/123879/5347/8883/55159/5336/8720/81620/83903/9212/79915/990/672/80174/996/80279/146956/56155/5889/8493/6909/83990/332/9984/10403/84444/147841/25959/8193/2068/808/84446/27338/51692/6241/348654/6683/4436/699/64682/57405/64859/580/58190/994/23236/1869/128866/5933/81610/11065/6790/29980/8318/56241/11200/51512/2177/7508/7325/10217/993/26060/11073/4291/10460/1062/4085/890/9319/10769/891/9555/995/54908/4869/3400/56658/9656/1026/7272/26271/10457/54443/1956/9275/5243/10926/5218/1021/255374/6604/1978/4683/9134/50484/5885/27085/225689/4781/9833/1164/55755,186,Biological Process
GO:0045787,positive regulation of cell cycle,113/3017,265/12185,9.07E-11,3.06E-08,2.81E-08,55143/991/6491/8317/163786/29899/84722/4921/5087/7175/9928/51514/219771/983/9585/3481/6240/79733/2237/3619/113130/8061/85459/1111/23310/65125/83695/894/10635/9918/11331/4040/1663/29127/9700/1019/4193/144455/11113/55835/675/7027/9787/5641/51203/9493/1543/5336/9212/10615/6532/79915/990/8678/80174/5889/6909/8877/332/9984/10403/23636/51692/6241/79677/348654/22924/6683/23397/699/994/23236/9371/81610/11065/6790/5902/5155/29781/56852/7325/993/7474/10051/1894/64151/255324/4085/10733/891/84250/9555/995/4869/4488/114821/55023/26271/57057/1956/10926/440/255374/221908/6604/54892/1978/50484/5885/27085/225689/10592/6990,113,Biological Process
GO:0007093,mitotic cell cycle checkpoint signaling,69/3017,138/12185,1.17E-10,3.71E-08,3.41E-08,10459/6118/63967/55143/991/1263/4998/83540/7175/51514/1063/11130/983/55367/3619/5883/4361/1111/1017/79035/4193/51499/9735/701/57082/51065/54962/55055/5371/90381/641/5347/8883/55159/8720/83903/9212/990/672/80279/146956/56155/332/10403/147841/84446/348654/4436/699/57405/64859/580/29980/11200/51512/2177/7508/11073/4085/9319/10769/891/54908/56658/9656/1026/7272/4683/55755,69,Biological Process
GO:0140013,meiotic nuclear division,63/3017,123/12185,2.07E-10,6.20E-08,5.70E-08,991/8438/55706/11022/83540/259266/84930/5728/5719/81930/3619/9633/4361/10635/9700/675/8900/57820/9985/57697/5888/9133/84464/5347/100130958/2175/7153/29893/146956/56155/5889/83990/10403/23397/994/23236/6790/3976/11144/29781/2177/151648/7155/7474/10051/1060/84057/9319/9232/4488/116138/7272/26271/6196/4603/7013/25788/9134/5885/225689/80010/1164/10592,63,Biological Process
GO:0007088,regulation of mitotic nuclear division,55/3017,102/12185,2.34E-10,6.32E-08,5.80E-08,10459/55143/991/83540/7175/4751/1063/11130/9585/4288/3481/3619/1111/9700/9735/79866/9787/701/57082/51203/55055/9088/5347/83903/9212/10040/56155/8877/332/10403/147841/23636/348654/699/57405/11065/6790/5155/255324/4085/9319/891/995/54908/9820/23113/55023/7272/26271/858/157313/5885/27085/55755/54461,55,Biological Process
GO:0007346,regulation of mitotic cell cycle,167/3017,439/12185,2.37E-10,6.32E-08,5.80E-08,10459/60672/6118/63967/55143/991/1263/6491/1031/4998/8317/163786/1163/4921/83540/5087/7175/9928/7832/4751/51514/1063/11130/983/5728/9585/4288/55367/3481/1028/6240/3619/113130/5883/10263/4361/1111/894/11331/196528/9700/1017/79035/1019/4193/144455/694/55198/51499/9735/55835/675/79621/79866/7027/5720/9787/8110/5641/701/57082/51203/51065/54962/55055/5371/1543/90381/641/9088/123879/5347/8883/55159/8720/83903/9212/79915/990/672/80174/996/80279/146956/10040/56155/5889/8877/332/10403/147841/25959/8193/2068/23636/84446/51692/6241/348654/4436/699/64682/57405/64859/580/58190/994/23236/1869/5933/11065/6790/10950/29980/11200/5155/51512/415116/2177/7508/7325/10217/993/26060/11073/255324/1062/4085/9319/10769/891/995/10011/54908/51053/56658/9656/1026/9820/23113/55023/7272/26271/6119/10457/54443/1956/9275/1021/440/255374/858/6604/157313/23087/1978/4683/50484/5885/27085/23513/51754/2619/1164/55755/54461/6990,167,Biological Process
GO:0051783,regulation of nuclear division,61/3017,118/12185,2.46E-10,6.32E-08,5.80E-08,10459/55143/991/83540/7175/4751/1063/11130/9585/4288/3481/3619/1111/10635/9700/9735/79866/9787/701/57082/51203/55055/9088/5347/83903/9212/10040/56155/8877/332/10403/147841/23636/348654/699/57405/23236/11065/6790/3976/5155/7474/255324/4085/9319/891/995/54908/4488/9820/23113/55023/7272/26271/6196/858/157313/5885/27085/55755/54461,61,Biological Process
GO:0045786,negative regulation of cell cycle,134/3017,334/12185,2.63E-10,6.43E-08,5.91E-08,26270/10459/60672/6118/63967/55143/991/1263/4998/83540/7175/7832/4751/25896/51514/1063/11130/983/1763/5728/55367/1028/79733/3619/5526/6494/5883/10263/4361/57646/3014/1111/83695/9700/1017/79035/8914/4193/144455/694/51499/9735/675/79621/701/57082/5888/79968/51065/54962/55055/5371/90381/641/899/9088/123879/5347/8883/55159/8720/81620/83903/9212/990/672/124790/80279/146956/10040/56155/83990/332/9984/10403/84444/147841/25959/7040/84446/348654/4436/27429/699/57405/64859/580/58190/3623/1869/5933/10950/29980/8318/56241/11200/3976/51512/6300/2177/7508/10217/11073/4085/11162/836/9319/10769/891/9555/54908/4869/51053/56658/9656/1026/7272/5796/26271/6196/2852/10457/9031/1021/23087/7013/4683/5885/27085/23513/2619/55755/6839/64061,134,Biological Process
GO:0010948,negative regulation of cell cycle process,114/3017,273/12185,3.49E-10,8.19E-08,7.52E-08,26270/10459/60672/6118/63967/55143/991/1263/4998/83540/7175/4751/25896/51514/1063/11130/983/1763/5728/55367/79733/3619/5526/5883/10263/4361/57646/3014/1111/83695/9700/1017/79035/8914/4193/144455/51499/9735/675/79621/701/57082/5888/79968/51065/54962/55055/5371/90381/641/899/9088/123879/5347/8883/55159/8720/81620/83903/9212/990/672/80279/146956/10040/56155/83990/332/9984/10403/84444/147841/25959/84446/348654/4436/699/57405/64859/580/58190/1869/5933/29980/8318/56241/11200/3976/51512/2177/7508/10217/11073/4085/9319/10769/891/9555/54908/4869/56658/9656/1026/7272/26271/6196/2852/10457/9031/7013/4683/5885/27085/55755,114,Biological Process
GO:0044772,mitotic cell cycle phase transition,157/3017,409/12185,3.85E-10,8.64E-08,7.94E-08,10459/60672/1870/6118/10657/63967/55143/991/1263/6491/1031/4998/8317/163786/1163/128239/4921/83540/5087/7175/9928/5129/51514/1063/84930/219771/11130/983/5728/55367/9024/1028/6240/6881/3619/113130/10263/4361/1111/2305/894/11331/196528/9700/1017/79035/1019/4193/144455/55198/51499/9735/5426/55835/8900/79621/7027/5720/1033/9787/8110/701/57082/9133/51065/55055/5371/1543/90381/641/899/9088/123879/5347/8883/55159/8720/83903/9212/79915/990/672/80174/996/80279/56155/5889/8493/332/10403/147841/25959/8193/2068/808/84446/27338/51692/6241/348654/6683/699/64682/57405/64859/580/58190/994/23236/1869/128866/5933/11065/6790/29980/11200/51512/7508/7325/10217/993/26060/11073/10460/1062/4085/890/9319/10769/891/995/54908/3400/56658/1026/7272/26271/10457/54443/1956/9275/5243/10926/5218/1021/255374/6604/1978/4683/9134/50484/5885/27085/4781/9833/1164/55755,157,Biological Process
GO:0000725,recombinational repair,76/3017,161/12185,4.41E-10,9.52E-08,8.75E-08,10459/79000/6118/8438/8317/56893/142/54537/64210/27343/54780/2237/4361/3014/1111/83695/10635/1108/196528/79035/8914/8089/55010/675/9985/57697/5888/641/84464/116028/2521/55159/54386/51659/55135/7156/672/78995/5889/9400/23347/51444/29128/7515/10856/79677/348654/4175/55183/64859/84515/25939/8318/4174/11144/57599/10721/4171/353497/25836/84250/4172/253714/6119/4176/7516/7486/84296/4173/4683/25788/5885/4796/9401/80010/55086,76,Biological Process
GO:1901990,regulation of mitotic cell cycle phase transition,123/3017,303/12185,6.04E-10,1.25E-07,1.15E-07,10459/60672/6118/63967/55143/991/1263/6491/1031/4998/8317/163786/4921/83540/5087/7175/9928/51514/1063/11130/983/5728/55367/1028/6240/3619/113130/10263/4361/1111/894/11331/196528/9700/1017/79035/1019/4193/144455/55198/51499/9735/55835/79621/7027/5720/9787/8110/701/57082/51065/55055/5371/1543/90381/641/123879/5347/8883/55159/8720/83903/9212/79915/990/672/80174/80279/56155/5889/332/10403/147841/25959/8193/2068/84446/51692/6241/348654/699/57405/64859/580/58190/994/23236/1869/5933/11065/6790/29980/11200/51512/7508/7325/10217/993/26060/11073/1062/4085/9319/10769/891/995/54908/56658/1026/7272/26271/10457/54443/1956/9275/1021/255374/6604/4683/50484/5885/27085/55755,123,Biological Process
