"ENTREZID","SYMBOL","17.3_DOX_0.5_24","87.1_DOX_0.5_24","87.1_VEH_0.5_24","17.3_VEH_0.5_24","84.1_DOX_0.5_24","84.1_VEH_0.5_24","90.1_DOX_0.5_24","90.1_VEH_0.5_24","75.1_DOX_0.5_24","75.1_VEH_0.5_24","78.1_DOX_0.5_24","78.1_VEH_0.5_24"
653635,"WASH7P",3.777757579,4.051059733,3.758154877,3.589908534,4.163995637,3.690736109,4.555097079,4.3179918,4.056824608,4.322033542,3.122966624,3.309292239
729737,"LOC729737",3.087263425,2.799033319,4.399175564,3.898579955,2.876597513,3.39521767,2.85472702,3.713029655,3.710437465,4.355106219,2.89911968,3.758926575
102723897,"LOC102723897",3.765087364,4.210150938,3.679165737,3.574530024,4.002931985,3.560313436,4.401334859,4.119660772,4.272144463,4.078431122,3.015380284,3.213048982
100132287,"LOC100132287",2.970709898,1.422529603,2.55361613,3.349076463,2.774609312,2.831788888,2.151771933,2.343922546,2.790233014,3.236722135,2.26275634,3.055457731
102465432,NA,6.89642684,5.596077658,5.117157432,6.027171548,5.728298796,5.66094634,5.437887174,5.182738485,6.701196959,5.872602197,6.208977677,5.990853696
100133331,NA,2.902929013,1.971919122,2.86151576,2.806973239,2.843396138,3.096700292,2.201235089,2.718914657,2.353918199,3.285575247,2.353913492,3.073842375
100288069,"LOC100288069",-0.084158897,-0.101496902,0.709951516,0.652664246,-0.090407435,0.155328395,-0.813944915,0.011513888,-0.317131814,0.58041352,0.060577701,0.575200342
79854,"LINC00115",1.687945048,0.569703748,-0.277995767,0.08593968,1.93937229,0.464064285,0.895659642,0.273743908,-0.216082809,0.439499247,0.262302373,-0.327602077
643837,"LINC01128",5.679573244,5.216848114,5.98453938,6.356529149,5.408969355,5.78294256,4.849489941,5.214314303,5.373341929,6.148288532,5.008449797,5.561616375
100130417,"LINC02593",3.338832123,1.026001218,-0.359046558,1.302041694,2.726859034,0.084779489,1.608225179,-0.847040276,1.893148693,-0.021683939,0.986906878,-1.43290925
148398,"SAMD11",4.622297771,2.54977582,0.496173635,2.271340946,3.871861355,1.1569232,3.390748694,1.178755857,2.286634181,0.58041352,2.837276163,0.159264025
26155,"NOC2L",7.595208938,7.088222174,6.465470131,6.542890968,7.326973841,6.666275891,7.50834559,6.78480207,7.142283021,6.378042453,7.270722434,6.522038879
339451,"KLHL17",4.572265141,3.559624138,3.855669948,4.341707165,4.225421514,4.910738912,4.237134632,4.439864348,4.154412705,4.013623451,3.873722464,3.7758699
57801,"HES4",6.911596275,6.639166899,6.087540506,5.942849677,6.836406246,6.378103033,7.040498475,6.599188034,5.899150985,5.642812893,5.749160793,5.959062808
9636,"ISG15",5.498152667,5.715849571,3.860153092,3.75589638,5.694563075,3.731715597,5.751880333,3.645143464,3.821571931,2.857298904,3.842582872,3.809171029
375790,"AGRN",10.2132202,10.55867395,9.653633167,9.57483496,11.12218735,10.69420606,10.88682998,9.995015246,10.48704288,9.663540479,10.53371028,10.16640382
54991,"C1orf159",2.362001094,1.954897312,3.518285836,3.58223977,2.738945585,3.965643696,2.46694202,3.798844402,2.778035967,3.6846756,2.309054771,3.504894404
51150,"SDF4",8.886554535,8.928219618,8.376554769,8.347826346,8.907303407,8.77724322,8.846878482,8.447771495,8.86144703,8.077048886,8.651671883,8.200454607
126792,"B3GALT6",5.75038596,5.628643784,6.268753089,6.194956869,5.616462674,6.476965355,5.8572129,6.359004258,5.082385602,6.229899345,5.155067066,6.428703382
388581,"C1QTNF12",0.314006665,0.569703748,-0.277995767,-0.559873918,1.853040771,1.049885381,2.083067173,0.594867168,0.469908146,-0.241376187,-0.45429389,-0.327602077
118424,"UBE2J2",6.671336812,6.673389015,5.766640694,5.865980113,6.747222578,5.730472749,6.875096704,6.128801784,5.145460782,5.596544223,5.38858452,5.681852274
6339,"SCNN1D",5.392963749,4.310581366,2.531301005,3.384782684,5.683661411,3.445352684,5.155816351,2.845300999,4.522964349,2.503248231,3.991965474,2.428003904
116983,"ACAP3",7.167700028,6.57933655,5.989663304,6.791760162,7.465711355,6.926671354,7.258677869,6.476784165,6.998568009,6.413013991,6.48836897,5.903613645
126789,"PUSL1",2.902929013,1.65107642,2.939845596,2.991987383,2.475584637,3.192074739,2.595828501,3.592046705,1.79971206,3.031077783,1.888896753,2.769949833
54973,"INTS11",6.220705049,6.274360548,5.938646425,6.128059753,6.360053163,6.309185821,6.47018543,6.313259439,5.897742492,5.932991725,5.675969412,5.939145183
80772,"CPTP",4.922473736,4.359908329,5.038249882,5.049071648,4.242501881,4.905631603,4.877652984,5.237550753,3.644784348,4.620188842,3.858236682,4.922690954
83756,"TAS1R3",2.843905978,1.26572154,0.13102796,1.302041694,1.960171443,1.122118905,0.813220493,0.687775294,2.595474816,0.708780547,2.397419349,-0.146437015
1855,"DVL1",5.944088965,6.321603832,6.239801224,6.209963888,6.18778648,6.19136609,6.784018238,6.582648937,5.079903687,5.814338347,5.180194817,5.903613645
54587,"MXRA8",4.07842325,4.382362847,5.20612831,4.281417349,4.462548984,5.132419712,4.664951288,5.22404168,4.508272192,4.225181001,4.140183933,4.432130589
54998,"AURKAIP1",6.13713241,6.31828014,6.014007951,6.165749631,5.807906657,5.633405963,6.268384646,6.223006779,5.854835305,5.918682855,5.541846455,5.907462723
81669,"CCNL2",8.760769915,7.742203477,7.133029759,7.346023582,8.358195098,7.986865432,7.838111846,7.222003714,8.661215564,7.489760078,8.215076663,6.995111718
148413,"MRPL20-AS1",4.278900042,3.78341799,3.85117283,3.809428204,4.032693202,3.765937583,3.807544406,3.975080889,3.617663058,3.785168896,3.17389345,3.857724361
55052,"MRPL20",5.509591618,5.641998993,5.638100506,5.825952785,5.240666139,5.406359957,5.618659727,5.797279704,5.187566925,5.671979629,5.008449797,5.648509369
64856,"VWA1",3.014190245,4.556082359,4.839176845,3.026304407,3.646597826,4.237685654,4.470210058,4.92331777,3.868344076,3.780307055,4.033922099,4.027680143
219293,"ATAD3C",0.733705666,0.158487652,0.930613872,0.592858793,0.216655605,1.1569232,0.583810061,0.896820575,1.137714281,1.131588817,0.060577701,0.088694866
83858,"ATAD3B",5.021680053,3.947300625,4.559379305,4.992335292,4.915474555,5.382662476,4.98980889,5.081501164,4.971608796,5.182998898,4.559493845,4.453349791
55210,"ATAD3A",4.714148356,4.266423143,5.389431561,5.605352307,4.259382395,5.554025733,4.844309793,5.553678841,5.031917431,5.535819261,4.747747272,5.548529841
339453,"TMEM240",0.446874299,-0.101496902,1.743251296,1.85392703,0.526580382,1.994125624,1.340340692,2.568216088,0.58639749,1.552427049,0.060577701,1.919224172
29101,"SSU72",6.181908945,6.715687476,6.449195941,6.515972869,6.322394761,6.26300632,6.790092725,6.593946132,5.696978471,6.233461032,5.822812175,6.451731049
643988,"FNDC10",3.758710283,3.398998285,4.742930922,4.794151913,3.594335785,4.060606589,4.033726852,4.951696448,3.025093521,2.300856573,3.9633008,3.863019676
142678,"MIB2",8.100977846,8.12191255,6.586070064,6.988075971,8.692612566,6.903160239,8.80232758,7.338075741,7.30254215,6.765824704,7.2939299,6.491593076
8510,"MMP23B",5.13434153,3.239463677,4.072081618,5.464368809,4.447897164,5.426112052,4.117702732,5.218213128,5.630695653,5.294611507,5.008449797,5.48983797
984,"CDK11B",6.165129492,6.013769361,6.046824906,5.936848607,5.95892487,5.813259527,6.41360223,6.338553615,5.662559958,5.975086037,5.52723249,5.875068845
728661,"SLC35E2B",6.475260001,6.249273429,6.792493465,7.076706497,6.41758205,7.07337324,6.191939677,6.850957951,5.672477892,6.719589307,6.171877505,7.011894765
8511,"MMP23A",5.88675949,4.106062621,4.850486754,6.267282848,5.10949535,6.252987242,4.951779094,5.901579956,6.483745993,6.112953246,5.970555277,6.220664915
728642,"CDK11A",6.32581855,5.318493638,5.346940955,5.854883947,5.95892487,5.717415988,6.243022381,5.939860537,5.46938946,5.40927034,5.846550132,5.824393527
9906,"SLC35E2A",5.469152081,4.713646017,5.259708139,6.067553571,5.234276532,5.66094634,4.887759297,5.204520894,5.064921855,6.265996364,5.180194817,6.058190628
65220,"NADK",5.896958021,5.975246806,5.732815728,5.505495891,6.09327024,5.870736837,5.90774986,5.581186734,5.311217082,5.565795045,5.482480829,5.441102328
2782,"GNB1",7.511870997,8.411148064,8.564613317,8.32962041,7.998550908,8.352558643,8.449006411,8.572747642,7.437586576,8.187212878,7.491304053,8.274848
105378949,"GNB1-DT",1.139196266,0.993028918,0.189198309,-0.098959171,0.915382573,-0.06759602,1.58356724,0.273743908,0.694179666,-0.939902547,0.986906878,-0.234177708
5590,"PRKCZ",3.286596371,3.294625439,5.516989362,5.2704199,2.843396138,5.051493871,3.532761193,5.70443674,4.1161659,5.122818234,4.127321414,5.254249074
100506504,"PRKCZ-AS1",1.687945048,-0.510453973,0.964319634,1.409952754,0.957367836,1.765153584,1.011106766,1.544402132,0.932925014,1.161810564,1.19846094,0.855783879
199990,"FAAP20",5.187536108,4.963865934,5.225369086,5.051850731,4.93923992,5.103717364,5.276108952,5.357296729,5.145460782,4.803882281,4.722311744,5.044212406
6497,"SKI",7.655234395,6.73326426,6.401550574,6.445866623,7.350304757,6.495780182,7.205633635,6.616278545,6.914705425,6.368355775,7.381844351,6.615203317
79906,"MORN1",3.624865308,2.262174215,2.300082168,2.766942727,2.809412651,2.335350353,2.325401447,2.592449966,3.26247199,2.300856573,3.527185256,2.470253666
100129534,"LOC100129534",2.521169209,0.378697654,0.298942788,0.465253575,0.781556733,0.621872077,0.679994047,0.546068606,2.251777631,-0.241376187,2.520578856,-0.146437015
11079,"RER1",7.526959465,7.279387294,6.831826809,7.02177651,7.244595998,7.09708974,7.166736479,6.810855173,7.206263813,6.997128503,7.135945294,7.010105891
5192,"PEX10",3.087263425,3.821478917,3.860153092,3.964956701,3.68458828,3.98029277,4.20919851,4.002468839,2.728189674,3.740810985,2.634046476,3.634401295
55229,"PANK4",5.556301083,5.291628804,5.78089781,6.073035845,5.530418341,5.620994988,5.827331873,6.066368266,4.733413433,5.6252967,4.883979328,5.640822749
127281,"PRXL2B",3.552978602,2.572273276,4.914391312,4.203579689,2.05989383,4.504134466,3.07415796,4.867313729,3.729564612,4.609264221,3.640154248,4.498281282
440556,"PRDM16-DT",4.369575389,2.658910809,3.244208648,4.110679069,4.276067677,3.20875795,4.020008995,3.844962576,4.749119536,4.578787833,4.342936241,4.237931239
63976,"PRDM16",3.560330618,3.19666259,5.291590176,5.174225416,3.849739156,4.699752719,4.340089164,5.669266772,4.500869621,5.843764378,4.16556997,5.868501863
27237,"ARHGEF16",3.469532593,2.53839415,1.890772891,3.566778856,3.810189794,2.546950489,4.143237088,3.413129831,2.993793547,3.186156583,1.948610947,3.153791624
1953,"MEGF6",6.018038144,6.537787013,6.324158978,5.737233874,7.32797437,7.345492905,6.73307834,6.259409752,6.614681675,6.223645156,6.821488297,6.899143684
127262,"TPRG1L",6.705723633,5.424308522,5.649800157,5.77472511,5.388015208,5.72902782,5.358356323,5.622960757,6.461990939,5.525687311,6.356804281,5.597004034
49856,"WRAP73",4.143503604,3.620260537,3.540801616,4.056359753,4.155003054,3.720125465,4.015407237,3.777864497,2.663357778,3.69504584,2.397419349,3.399514602
57212,"GFOD3P",5.908525883,5.362723581,5.040226706,5.432735347,5.764223425,5.190267769,5.736584289,5.369618998,5.747895871,5.487418806,5.316756286,4.967626865
148870,"CCDC27",0.568530528,-0.174535711,0.896101764,1.444201023,0.410472552,0.407377691,1.24921155,1.730613128,1.059251409,0.863896973,1.467003502,0.768182332
388588,"SMIM1",-0.507423823,0.326715502,1.343052376,1.102049859,-0.272527616,0.621872077,0.185415185,0.775060512,-0.033021473,1.069177064,-3.267630178,1.524030227
57470,"LRRC47",7.006154144,6.815717523,6.596855084,6.692855285,6.903716522,6.385459264,7.296626632,6.849701832,6.126606028,6.546425643,6.309192127,6.516168965
9731,"CEP104",6.547327652,5.430478795,5.252905405,5.315057916,5.561376274,5.15841673,5.749111269,5.292207176,6.157536134,5.188514224,6.32898779,5.110272257
1677,"DFFB",2.201994908,0.889334133,1.442067688,1.999222703,1.255393413,2.087290787,0.679994047,1.752286326,1.775375762,2.096991318,1.467003502,1.602106236
339448,"C1orf174",2.970709898,2.969745882,3.689279146,3.910877827,2.726859034,3.848101085,3.295273133,3.928246232,2.043379605,3.653109979,2.005951451,3.170972109
261734,"NPHP4",2.831805971,2.116701138,3.230422938,3.216649274,2.188850258,3.373186166,2.029302439,2.942773271,3.199846358,3.095123151,2.929074902,2.781181653
8514,"KCNAB2",4.219770814,1.902592652,1.942423385,1.264199922,1.853040771,1.224109845,2.217352995,1.617076467,4.046692677,1.840943105,4.239153114,0.812647908
6146,"RPL22",6.620369114,6.991897734,6.874554722,6.93261291,6.285788156,6.26699455,6.91579143,7.036833201,7.20284616,6.662605436,7.189520948,6.695312269
102724450,"RNF207-AS1",-0.777074119,0.034343865,0.541538623,0.396952704,-2.648098782,-0.331375547,-0.951320493,0.081673437,0.976274555,1.131588817,-0.45429389,0.014495498
388591,"RNF207",6.088380964,3.885760997,7.173667825,7.877038687,4.662979196,8.104365156,4.777937964,7.090461756,7.796189683,8.141973671,6.245147657,7.16175406
23463,"ICMT",6.465503663,7.276393047,7.227143028,7.397183873,6.856653809,7.081888245,6.931753259,7.113671406,6.611248286,7.357690563,6.397548545,7.085658514
387509,"GPR153",6.039240372,5.448832839,3.495413079,3.700301437,5.953748647,4.229533746,6.185809278,3.814381509,5.545116278,3.750786833,5.561104278,3.055457731
11332,"ACOT7",6.681486364,6.12066573,5.256310782,5.046287202,6.787056874,5.584706942,6.512437681,5.188711833,6.292278333,4.818184474,6.146603191,4.871063627
83715,"ESPN",4.861287948,4.55042757,0.245113817,-0.559873918,5.796386513,-0.654422045,6.270317246,1.330544092,3.339191529,-2.346678023,3.198698212,-0.234177708
8718,"TNFRSF25",3.02485862,2.77982996,3.512601553,3.5193764,3.96741637,4.842890578,3.731022746,3.745811256,3.279876819,3.851568384,2.705018611,3.301512698
57449,"PLEKHG5",5.413406636,5.566966507,5.909744558,5.61478016,6.243994162,6.852967761,6.16206509,6.295839439,6.178567336,6.030390918,5.580108421,5.893298946
79707,"NOL9",5.788448493,4.5645232,4.99813369,5.100979966,5.206256479,4.997308731,5.162075253,5.15453111,5.23295392,5.120896534,5.723750395,5.169170597
3104,"ZBTB48",4.714148356,3.840139341,3.908569546,4.028413385,4.512689343,4.2417444,4.401334859,4.127974432,3.879803964,4.042335668,4.074692939,3.820102752
9903,"KLHL21",7.923499855,7.389983111,7.332126149,7.530677284,8.008881935,7.69728853,7.657192529,7.268337215,7.402759488,7.29643615,7.411324682,7.712667294
148479,"PHF13",6.067893824,5.399360098,5.155961537,5.151085301,5.278420665,5.058413798,5.42753298,5.19466055,6.008900832,5.407694896,5.790541498,5.29007213
90326,"THAP3",3.241573669,2.561068401,3.053820292,3.503223036,3.070794845,3.183660225,2.973363573,3.034074775,3.055728821,2.875649529,2.559401464,2.959846983
55735,"DNAJC11",5.55813837,5.552894846,5.896711057,6.17470155,5.674251109,5.727581442,5.679553895,6.042378537,4.871840339,5.821455525,4.980114002,5.721747134
23261,"CAMTA1",5.305981004,5.792105619,5.252905405,5.385047677,4.844534572,4.14103682,5.501792479,5.390501074,5.357035119,5.197659837,4.829432557,4.8605127
9341,"VAMP3",6.379797661,7.130052711,6.67272457,6.196213433,6.433473348,5.875968957,6.688969055,6.213272399,6.531754619,6.175391167,6.578541866,6.14007892
8863,"PER3",3.185623534,0.92473368,3.430576396,4.323423353,1.384105981,2.069132853,1.65631164,4.307050279,3.181442392,3.554044849,2.165448583,2.640259194
3604,"TNFRSF9",0.784813105,1.586231751,3.810055203,1.264199922,1.414566617,3.217027763,1.011106766,2.740762982,1.647127045,2.081265033,2.43965156,2.724127149
11315,"PARK7",6.987186476,7.498219122,7.214068356,7.254898826,6.575881793,6.752007784,7.137918398,7.129284763,7.13273576,7.087969383,6.837371409,6.951036867
54206,"ERRFI1",6.268619373,5.998275872,6.231174211,5.612899511,6.038091898,6.39186534,5.994481479,6.189638359,5.550504279,5.502257834,5.757532433,6.166016724
50651,"SLC45A1",1.016275356,2.994945458,1.992288455,2.02207718,2.930289635,2.174802826,3.100467675,1.730613128,0.694179666,1.220418636,-0.45429389,1.126251878
473,"RERE",7.672723209,7.437859945,7.581222769,7.561231193,7.821968082,7.680566629,7.826994039,7.791664731,7.395292835,7.515587491,7.506284622,7.479168846
2023,"ENO1",9.151332547,10.43120224,10.82501439,10.40172599,9.601753486,9.412414777,10.71105236,11.27995389,9.627645925,9.361589993,9.164166797,9.493447183
80045,"GPR157",3.166480687,0.738352696,1.890772891,2.044575246,1.875112785,1.809579389,2.151771933,2.145284199,2.418203573,2.033030694,3.122966624,2.354716052
9563,"H6PD",6.285353165,6.454705093,6.64701089,6.61136818,6.527055383,6.685027517,6.161023816,6.466167461,6.449547919,7.017930174,6.564296743,6.722513654
80176,"SPSB1",4.997510666,3.683626324,2.879293612,3.081745519,3.678325604,3.473237961,3.870051404,2.696730364,4.767743905,2.455249449,4.625012623,2.857447309
84275,"SLC25A33",3.213869814,3.239463677,2.759617322,2.896272222,2.274379118,2.122935096,3.425850827,3.077646372,3.085727092,2.442996015,3.043038332,2.229113788
199953,"TMEM201",5.909965366,5.115176148,5.309731205,5.513582467,5.535624349,5.404550829,6.025707115,5.989750943,4.952742124,5.399791765,5.204892394,5.414300535
5293,"PIK3CD",5.386773966,4.524703097,2.825289032,3.293803415,5.162057164,3.935891613,5.147428685,3.615886835,4.611548222,3.186156583,4.972942232,3.008444255
22883,"CLSTN1",7.904850541,7.978469404,7.975292496,8.123483365,8.347627413,8.842839689,7.956267402,8.171855941,7.945439046,8.13318214,7.90801477,8.330381083
56998,"CTNNBIP1",5.346942976,5.984712261,5.400246364,4.942290517,5.702299849,4.602102843,6.057390861,5.13610216,5.164326498,5.23189384,5.322410297,5.105812249
84328,"LZIC",4.466672893,4.109912308,4.477128692,4.966057381,3.982744529,3.955794352,4.37283694,4.809047555,3.791550102,4.328709009,3.826757346,4.414206355
64802,"NMNAT1",5.272800491,5.044524084,4.99406003,4.977795583,4.766977027,4.534229764,4.849489941,4.811630406,4.85742143,4.864859677,5.110012058,4.999231643
10277,"UBE4B",6.28646188,5.900538343,6.573157246,6.89673692,6.265042497,6.688005288,6.339141838,6.78019401,6.315671894,6.829574324,6.362303794,6.816262543
23095,"KIF1B",8.310859852,7.679795041,7.671352595,8.082960513,8.071752227,7.623773087,8.100385467,7.942749562,7.347600841,7.962072092,7.740750475,8.010419766
5226,"PGD",8.51713885,7.92265693,6.824963097,6.796738907,8.046141749,6.950425579,8.19905161,7.197526334,8.036250584,7.081067086,8.235448045,7.026716407
378708,"CENPS",-0.084158897,0.524270314,0.496173635,0.530466547,0.284196045,0.286850412,0.185415185,-0.139953197,0.343180199,0.667247803,-0.802488537,0.352358582
1676,"DFFA",5.109498201,5.76306334,5.322782861,5.301110338,5.677394702,4.936007722,5.926253957,5.367865104,4.436365291,5.11897227,4.490857442,5.36476566
5195,"PEX14",4.247362658,4.536192861,4.920843404,5.023816026,4.758096405,5.07670629,4.999161741,5.305095584,2.553156986,4.80866545,3.096812811,4.974981969
54897,"CASZ1",7.906654256,6.577947511,7.385194161,7.634899504,7.995405631,7.603414246,7.260137343,7.417372624,7.335167235,7.705796972,7.232195466,7.740985186
148345,"C1orf127",0.972858759,1.209421421,0.070413244,1.013585385,1.688289812,0.222587646,1.398044918,0.011513888,-0.317131814,0.58041352,-1.941512525,-0.06372792
23435,"TARDBP",7.189792595,7.262625359,6.936363653,7.17047128,7.651815109,6.994989648,7.424052288,6.946299484,6.473382322,7.173427619,6.468108323,7.029073803
10747,"MASP2",2.490709504,1.397550129,1.180489821,1.802050743,2.809412651,1.492857008,2.117828501,1.387053239,2.286634181,2.143167052,2.353913492,0.938369323
6723,"SRM",5.917141314,5.351386122,5.528301297,5.588225341,5.453657756,5.740546937,5.901528708,5.802482984,5.789502378,5.16632527,5.462136735,5.313469348
5394,"EXOSC10",6.140815163,5.483371835,6.257751754,6.383254187,5.735857221,6.366068576,5.954173813,6.51611312,5.627300208,6.420064003,5.431072365,6.124730347
2475,"MTOR",7.09299408,7.002290874,7.213630486,7.469117061,7.0271284,7.313553042,7.222202036,7.284696771,7.135128505,7.507520016,7.198772351,7.372749188
29914,"UBIAD1",5.554461454,4.266423143,4.836904184,5.046287202,4.414376168,4.845559993,4.620190742,5.252836372,5.270441055,5.02139365,5.441501652,4.897108215
26232,"FBXO2",6.345101455,7.129104585,4.485858136,3.841904189,7.315417605,3.39521767,7.744937505,4.718360503,4.804286511,3.063455832,5.155067066,4.101221414
93611,"FBXO44",6.975547533,6.836776947,5.432212696,5.555308949,7.37035362,5.492338028,7.509573238,5.884507411,5.870716498,5.068018729,5.830768304,5.062739993
26270,"FBXO6",1.633220085,2.248269506,1.723703494,1.409952754,1.875112785,1.935194761,2.264653662,1.933953677,2.043379605,1.840943105,1.888896753,1.57654752
10459,"MAD2L2",4.710848742,4.5645232,4.256828665,4.056359753,4.23825071,3.630097937,5.074093144,4.756395056,4.187066604,4.148020753,4.140183933,3.999106066
57085,"AGTRAP",5.308166139,5.487816568,4.098883723,4.223436341,5.778931958,4.249827796,6.032555311,4.501951029,3.735884387,4.102002608,4.061230276,4.297811347
4524,"MTHFR",6.414693385,5.708251467,6.043872203,6.610425936,6.66409434,6.582345413,6.254783469,6.304117243,5.627300208,6.539248893,5.959712337,6.393457691
1185,"CLCN6",6.032648086,5.447312222,5.791498942,6.089358767,5.969221931,6.213234145,6.00960043,6.247059195,5.632390384,5.985684483,5.409984847,5.939145183
4878,"NPPA",12.94507753,12.5370593,12.49256627,12.79388244,12.53253861,13.05109478,11.50908367,12.32570465,12.55076414,11.66743962,11.92018705,11.85627959
4879,"NPPB",9.251104203,8.431671885,10.62990145,10.18229905,8.359174215,11.25936482,8.163097995,10.87835768,10.14336197,9.228486584,9.766127614,10.14720304
90231,"KIAA2013",7.656092445,7.71276134,6.844891678,6.659535765,7.657397893,7.060792949,8.039362854,7.14524299,7.257129544,6.64466073,7.22466701,6.963415556
5351,"PLOD1",8.427766982,8.79063783,9.000601749,8.707716226,8.809689348,9.412077159,8.50157278,9.217116833,8.698297598,8.224827447,8.776890974,8.90559809
9927,"MFN2",8.31439705,8.202768551,9.083576341,9.05922424,8.081573878,8.55102864,8.326652177,9.204888528,8.392349576,8.810070343,8.500271484,8.948572719
60672,"MIIP",4.020965154,3.802573964,5.000166215,4.323423353,3.594335785,4.760421132,4.268412971,5.334129485,3.412036458,4.102002608,3.122966624,4.733283542
55187,"VPS13D",6.411648078,6.201364207,6.47573166,6.818933053,6.517439503,6.502561554,6.043897225,6.162578899,5.928416059,6.785368431,6.168742324,6.632360377
9249,"DHRS3",6.517420967,7.002290874,3.719200832,2.548213705,6.91174689,2.975200285,7.013061398,3.32909296,6.042429907,4.148020753,6.375961553,4.707022702
126755,"LRRC38",1.840668556,2.038066403,1.762537772,0.652664246,1.255393413,-1.242184354,0.426324814,-1.714237141,0.64129488,-0.939902547,1.293638368,0.522633081
10630,"PDPN",5.751992111,6.272644337,6.81633728,6.217409262,5.323262372,5.864169889,4.996829206,5.597742508,6.145718284,6.295260282,6.685513862,6.715212357
7799,"PRDM2",7.1477063,5.558539991,5.628934725,5.816178684,5.980718951,5.307205674,5.600339734,5.630294767,6.276107872,5.946075123,6.465555619,5.764818095
23254,"KAZN",4.052589257,3.894714727,3.483839262,2.956834137,3.804450329,3.087708912,3.978055003,3.224432008,3.511160051,3.171377674,3.404613029,3.695040963
55092,"TMEM51",4.684176577,5.145499653,4.38368936,3.700301437,4.480656954,4.074326886,5.227199999,4.115485907,4.752240342,3.48997633,4.713732595,3.98945421
79180,"EFHD2",3.790317488,4.082746248,4.462461205,3.802844349,3.30832027,3.358309335,3.973317236,4.597842936,3.773232479,3.453792289,3.584775212,3.301512698
842,"CASP9",3.851527411,4.837224038,4.899223261,4.63646761,4.099837665,3.98029277,4.121989966,4.704530009,4.474657349,4.44079106,4.127321414,4.531916155
23341,"DNAJC16",6.251689207,5.552894846,5.58762847,5.991428539,5.999679362,6.021172667,5.561409151,5.488992056,5.65923877,5.959040937,6.202860192,6.136803659
84301,"DDI2",3.610771672,2.248269506,2.132307916,2.639721517,2.532243528,2.069132853,3.001558671,2.209366735,1.980900203,2.583585251,2.559401464,2.538031518
6248,"RSC1A1",2.678089425,2.234229478,1.959237307,2.271340946,2.307219675,1.379543307,2.310452618,1.617076467,0.745194213,2.065365431,2.309054771,2.277505049
23207,"PLEKHM2",7.049247972,7.638415251,7.121872345,7.082154165,7.713983497,7.09708974,7.822061754,7.194560944,6.368486478,7.168784601,6.855033355,7.127511889
284723,"SLC25A34",1.605058946,0.428871779,0.585520506,1.144327693,1.784723287,1.597915184,1.453529609,0.443221834,1.673705078,0.863896973,1.382923478,-0.534828543
54751,"FBLIM1",6.065312354,6.366544704,7.753472727,7.245218817,6.485513584,7.681313955,6.762897039,7.695304308,5.235186216,6.846535439,5.556313868,7.291622529
440567,"UQCRHL",5.116996222,5.028342417,5.181262968,5.565068444,4.656621802,4.53753526,5.436166628,5.611148237,5.296328083,5.015199501,5.015447632,4.792761447
729614,"SPEN-AS1",5.312526505,5.09589511,3.375271487,3.58223977,5.118775187,3.20044046,4.980395009,3.707492898,3.896824902,3.88365621,4.429309946,3.229542026
23013,"SPEN",7.277717842,6.265759006,6.151117807,6.440574757,6.969950003,6.609298329,6.614094063,6.35458306,6.357257499,6.427079732,6.689894539,6.40892717
7709,"ZBTB17",5.079110243,4.839544392,4.701061093,5.079351028,5.20407838,5.147641512,5.367412707,5.1646686,3.66479588,4.975339961,3.904204106,4.773206672
27129,"HSPB7",8.894574863,9.67072029,11.00244343,11.14534447,9.078922023,9.742758796,10.08612257,11.18048497,9.279020992,10.82269741,8.805433243,10.57204217
1187,"CLCNKA",3.421896653,3.844766977,1.683794896,2.483816094,4.027775438,2.069132853,3.973317236,2.025797592,2.251777631,2.341031215,1.54645204,1.469528732
1188,"CLCNKB",1.547031902,1.713131458,3.400113541,2.624867626,1.288664027,2.660454534,1.992312863,3.224432008,3.085727092,3.519451543,1.948610947,2.538031518
348487,"FAM131C",0.834171836,1.058236754,1.091779918,1.54232221,0.469694194,0.893569974,1.632468746,1.59325615,0.050476542,1.131588817,0.596846658,0.855783879
1969,"EPHA2",9.982138376,9.476413392,8.066620058,8.171229759,10.12779498,9.19049027,10.03801435,8.23383155,8.216812173,7.842098409,8.532947024,8.44140447
128272,"ARHGEF19",2.550999091,-0.418862275,0.13102796,0.530466547,0.284196045,0.718236391,0.118331467,1.519340404,2.993793547,1.069177064,2.837276163,1.353930656
79363,"CPLANE2",1.099375067,2.303101899,2.485607784,2.500186982,1.918268886,2.423748063,2.644323039,2.885083592,1.175401411,2.711682528,1.293638368,2.888937501
54455,"FBXO42",5.473052674,5.594704652,5.3357175,5.344822889,5.655244338,4.987673926,5.810164743,5.471132012,3.96296889,5.182998898,4.429309946,5.046541409
26099,"SZRD1",7.086006824,7.462909626,7.164181739,6.931104309,7.314408327,6.874692992,7.488974787,7.122019553,6.807028478,6.896254203,7.080303074,7.030839325
55707,"NECAP2",4.887828795,4.806714838,4.66308022,4.300237837,5.100155435,5.099250492,4.673739131,4.573700239,2.778035967,4.046391161,3.487473788,4.370257182
114819,"CROCCP3",3.286596371,2.808539987,2.286822567,3.048737158,4.104516209,3.289397302,3.589589987,2.505788287,2.216058026,2.659683665,2.061099784,2.428003904
55672,"NBPF1",4.486104384,3.773743769,4.151038879,4.750341327,4.40682009,4.754751866,3.90031781,4.514688253,4.25023743,4.676224045,4.439751936,4.40697384
