"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0007059","chromosome segregation","95/302","373/12185",7.84320358720537e-72,1.65883755869394e-68,1.41673024796257e-68,"55143/991/11004/6491/23421/163786/29899/84722/83540/91687/259266/9928/4751/1063/11130/983/3832/4288/81930/3619/113130/9918/29127/9700/9735/221150/55835/440145/9787/701/90417/57082/11339/51203/9133/55055/9493/9055/116028/54820/5347/3835/81620/9212/10615/990/7153/672/146909/996/348235/83990/332/10403/220134/147841/348654/79172/23397/699/57405/151246/55355/22974/81610/4605/11065/6790/11200/79019/2177/151648/10051/1894/10460/64151/1062/4085/84057/79682/9319/64105/891/64946/9232/54908/3833/7272/387103/26271/54892/157313/157570/24137/2491",95,"Biological Process"
"GO:0000280","nuclear division","89/302","350/12185",6.37373775022019e-67,6.74022767085785e-64,5.7564915680936e-64,"55143/991/11004/8438/84722/83540/259266/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/9633/1111/10635/9918/29127/9700/9735/675/440145/79866/9787/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/25970/3835/81620/2175/9212/10615/7153/146909/146956/83990/332/10403/147841/27338/348654/23397/699/57405/994/22974/4605/11065/6790/5902/11200/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/54908/3833/7272/26271/54443/54892/157313/4603/25788/24137/2491",89,"Biological Process"
"GO:0048285","organelle fission","89/302","393/12185",3.82712840967984e-62,2.69812552882429e-59,2.30433415824934e-59,"55143/991/11004/8438/84722/83540/259266/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/9633/1111/10635/9918/29127/9700/9735/675/440145/79866/9787/701/90417/57082/5888/51203/9133/55055/9493/9055/9088/54820/5347/25970/3835/81620/2175/9212/10615/7153/146909/146956/83990/332/10403/147841/27338/348654/23397/699/57405/994/22974/4605/11065/6790/5902/11200/2177/151648/10051/64151/1062/4085/84057/9319/64105/891/995/9232/54908/3833/7272/26271/54443/54892/157313/4603/25788/24137/2491",89,"Biological Process"
"GO:0098813","nuclear chromosome segregation","73/302","268/12185",1.08828599394473e-56,5.75431219298277e-54,4.91447043581358e-54,"55143/991/11004/84722/83540/259266/9928/4751/1063/11130/983/3832/81930/3619/113130/9918/29127/9700/9735/440145/9787/701/90417/57082/51203/9133/55055/9493/9055/116028/5347/3835/81620/9212/10615/990/7153/146909/996/83990/332/10403/147841/348654/23397/699/57405/22974/81610/4605/11065/6790/11200/2177/151648/10051/1894/10460/64151/1062/4085/84057/9319/64105/891/9232/54908/3833/7272/26271/54892/24137/2491",73,"Biological Process"
"GO:0140014","mitotic nuclear division","71/302","250/12185",1.70701786916577e-56,7.22068558657121e-54,6.16682665997571e-54,"55143/991/11004/84722/83540/9928/4751/1063/11130/983/9585/3832/4288/81930/3619/113130/1111/9918/29127/9700/9735/440145/79866/9787/701/90417/57082/51203/55055/9493/9055/9088/54820/5347/25970/3835/81620/9212/10615/146909/332/10403/147841/27338/348654/23397/699/57405/22974/4605/11065/6790/5902/11200/10051/64151/1062/4085/9319/64105/891/995/54908/3833/7272/26271/54443/54892/157313/24137/2491",71,"Biological Process"
"GO:0000819","sister chromatid segregation","63/302","215/12185",6.73077516478645e-51,2.37259824558722e-48,2.02631757592518e-48,"55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/113130/9918/29127/9700/9735/440145/9787/701/90417/57082/51203/55055/9493/9055/116028/5347/3835/81620/9212/10615/990/7153/146909/996/332/10403/147841/348654/23397/699/57405/22974/4605/11065/11200/10051/10460/64151/1062/4085/9319/64105/891/54908/3833/7272/26271/54892/24137/2491",63,"Biological Process"
"GO:0000070","mitotic sister chromatid segregation","58/302","176/12185",4.01390421246493e-50,1.2127724870519e-47,1.03576836520148e-47,"55143/991/11004/84722/83540/9928/4751/1063/11130/983/3832/81930/3619/113130/9918/29127/9700/9735/440145/9787/701/90417/57082/51203/55055/9493/9055/5347/3835/81620/9212/10615/146909/332/10403/147841/348654/23397/699/57405/22974/4605/11065/11200/10051/64151/1062/4085/9319/64105/891/54908/3833/7272/26271/54892/24137/2491",58,"Biological Process"
"GO:0044770","cell cycle phase transition","83/302","496/12185",1.27210460360433e-46,3.36312654577895e-44,2.87227828919083e-44,"1870/63967/55143/991/6491/1031/4998/8317/163786/1163/128239/83540/9928/51514/1063/11130/983/6240/3619/113130/3014/1111/2305/83695/9700/8914/9735/55835/675/1033/9787/701/57082/5888/79968/9133/54962/55055/90381/641/899/9088/5347/81620/9212/990/672/996/146956/83990/332/10403/5932/147841/27338/6241/348654/4436/699/57405/994/5933/81610/11065/6790/8318/11200/51512/2177/11073/10460/1062/4085/890/9319/891/995/54908/7272/26271/54443/10926/9833",83,"Biological Process"
"GO:1901987","regulation of cell cycle phase transition","71/302","388/12185",2.81898951860093e-42,6.62462536871217e-40,5.65776141978852e-40,"63967/55143/991/6491/1031/4998/8317/163786/83540/9928/51514/1063/11130/983/6240/3619/113130/3014/1111/83695/9700/8914/9735/55835/675/9787/701/57082/5888/79968/54962/55055/90381/641/9088/5347/81620/9212/990/672/146956/83990/332/10403/5932/147841/6241/348654/4436/699/57405/994/5933/81610/11065/6790/8318/11200/51512/2177/11073/1062/4085/9319/891/995/54908/7272/26271/54443/10926",71,"Biological Process"
"GO:0006260","DNA replication","59/302","260/12185",1.48384801227942e-40,3.13833854597096e-38,2.68029809375945e-38,"4678/4998/8317/64710/51514/55388/983/6240/374393/23649/10714/1111/8914/5557/5985/675/5983/5427/11169/5888/9768/80119/54962/90381/641/63922/116028/51659/81620/990/672/146956/7083/5932/10036/10535/6241/348654/4175/9837/8208/8318/4174/10293/10721/4171/11073/5984/890/51053/4172/253714/26271/5982/10926/157570/84296/4173/79075",59,"Biological Process"
"GO:0044772","mitotic cell cycle phase transition","69/302","409/12185",1.22621807046062e-38,2.35768292638565e-36,2.0135791472827e-36,"1870/63967/55143/991/6491/1031/4998/8317/163786/1163/128239/83540/9928/51514/1063/11130/983/6240/3619/113130/1111/2305/9700/9735/55835/1033/9787/701/57082/9133/55055/90381/641/899/9088/5347/9212/990/672/996/332/10403/5932/147841/27338/6241/348654/699/57405/994/5933/11065/6790/11200/51512/11073/10460/1062/4085/890/9319/891/995/54908/7272/26271/54443/10926/9833",69,"Biological Process"
"GO:0007346","regulation of mitotic cell cycle","71/302","439/12185",1.55436004128056e-38,2.73955957275699e-36,2.33972090424337e-36,"63967/55143/991/6491/1031/4998/8317/163786/1163/83540/9928/4751/51514/1063/11130/983/9585/4288/6240/3619/113130/1111/9700/9735/55835/675/79866/9787/701/57082/51203/54962/55055/90381/641/9088/5347/25970/9212/990/672/996/146956/332/10403/5932/147841/6241/348654/4436/699/57405/994/5933/11065/6790/11200/51512/2177/11073/1062/4085/9319/891/995/54908/51053/7272/26271/54443/157313",71,"Biological Process"
"GO:0000075","cell cycle checkpoint signaling","49/302","185/12185",4.06998259987533e-37,6.62154861441255e-35,5.65513371772151e-35,"63967/55143/991/4998/83540/51514/1063/11130/983/3619/3014/1111/83695/8914/9735/675/701/57082/5888/79968/54962/55055/90381/641/5347/81620/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/8318/11200/51512/2177/11073/4085/9319/891/54908/7272",49,"Biological Process"
"GO:0006261","DNA-templated DNA replication","45/302","153/12185",2.46278158205661e-36,3.72055931860695e-34,3.17754375549559e-34,"4998/8317/64710/55388/6240/23649/10714/8914/5557/5985/675/5983/5427/11169/5888/54962/90381/641/63922/51659/81620/990/672/146956/7083/5932/348654/4175/9837/8318/4174/10293/10721/4171/11073/5984/51053/4172/253714/26271/5982/10926/84296/4173/79075",45,"Biological Process"
"GO:0051983","regulation of chromosome segregation","41/302","122/12185",8.20112393677149e-36,1.15635847508478e-33,9.87587977228061e-34,"55143/991/11004/83540/1063/11130/983/4288/3619/9918/9700/9735/9787/701/57082/55055/116028/5347/9212/990/996/332/10403/147841/348654/23397/699/57405/11065/10051/10460/64151/1062/4085/9319/891/54908/7272/26271/54892/157313",41,"Biological Process"
